geoid10,tractce10,aland10,awater10,ces_score,ces_percentile,ces_decile,pollution_pctile,popchar_pctile,total_pop_acs2019,hpi_score,hpi_percentile,hpi_quartile,hpi_least_healthy_25,disadvantage_pctile,leb,pop_hpi,name,population,median_hh_income,households,hh_no_vehicle,pct_no_vehicle,dist_venue_km,dist_28x28_km,dist_stop_km,venue_access,a_base,a_plan,access_change,ces_disadvantage_decile,hpi_disadvantage_decile,venue_within_3km,project_within_3km,project_closer_than_stop
06037402101,402101,1187130,0,58.5657690316527,94.8058497226425,10.0,89.4710640945862,90.8976298537569,5558.0,-0.412915976,0.258536585,2.0,No,0.741463415,79.2,5558.0,"Census Tract 4021.01, Los Angeles County, California",5558.0,77026.0,1053.0,13.0,0.0123456790123456,3.142699788436465,2.528681149398529,1.9839078761171367,0.24138847878654016,0.3351309898016248,0.3351309898016248,0.0,9,7,False,True,False
06037408135,408135,1129932,0,24.8094071186568,48.3358547655068,5.0,36.2289981331674,53.5300050428643,3882.0,0.174516131,0.590243902,3.0,No,0.409756098,83.5,3882.0,"Census Tract 4081.35, Los Angeles County, California",3882.0,92250.0,1164.0,39.0,0.0335051546391752,3.9292277741281616,4.83363942315887,12.821874755732713,0.20287153400552102,0.07234908561049169,0.17141957660772042,0.09907049099722873,3,4,False,False,True
06037408133,408133,1057186,0,37.3605579961831,71.1800302571861,8.0,69.1723708774113,65.0277357539082,5203.0,-0.039240884,0.467265725,2.0,No,0.5327342749999999,80.1,5203.0,"Census Tract 4081.33, Los Angeles County, California",5203.0,70667.0,1520.0,72.0,0.0473684210526315,3.012149704375816,5.935090361779832,11.834931609443709,0.24924294298125488,0.07791237463736995,0.14419422788073932,0.06628185324336937,5,5,False,False,True
06037408202,408202,10244064,232878,54.5657442248613,92.1583459404942,10.0,99.8755444928438,58.5098335854766,2015.0,-0.607317297,0.164056483,1.0,Yes,0.835943517,73.4,2015.0,"Census Tract 4082.02, Los Angeles County, California",2015.0,62583.0,469.0,12.0,0.0255863539445629,2.473149251606045,8.82281287099325,12.241873325149758,0.2879231289981513,0.07551801587625372,0.10180383288711509,0.02628581701086137,9,8,True,False,True
06037407002,407002,2809995,243698,60.3390921510736,95.9026727181039,10.0,99.2408214063472,72.9828542612204,3436.0,-0.344958302,0.293453145,2.0,No,0.706546855,81.3,3436.0,"Census Tract 4070.02, Los Angeles County, California",3436.0,62330.0,747.0,55.0,0.073627844712182,5.670962386579367,4.926015897344521,8.880536685592057,0.14990340854144202,0.101209077180819,0.16874743796217376,0.06753836078135476,9,6,False,False,True
06037407102,407102,922628,0,49.1307085609499,86.8885526979324,9.0,94.5364032358432,67.5617750882501,5710.0,-0.219435747,0.361745828,2.0,No,0.638254172,83.6,5710.0,"Census Tract 4071.02, Los Angeles County, California",5710.0,73529.0,1230.0,9.0,0.0073170731707317,4.0113186660368685,6.5813979834554805,9.887915526655078,0.19954827594127755,0.09184494475107433,0.13190179465347313,0.0400568499023988,8,6,False,False,True
06037407302,407302,804808,0,40.6983103251943,76.1346444780635,8.0,75.1213441194773,68.7342410489158,3503.0,-0.228737887,0.355840822,2.0,No,0.644159178,83.0,3503.0,"Census Tract 4073.02, Los Angeles County, California",3503.0,68158.0,768.0,26.0,0.0338541666666666,2.5782875510928847,8.044255914145266,10.218216341880083,0.27946328675977394,0.08914073053367484,0.11056741532888234,0.0214266847952075,6,6,True,False,True
06037408301,408301,1991495,93798,62.4742936212752,96.78517397882,10.0,99.1039203484754,77.2945032778618,5569.0,-0.628878289,0.153273427,1.0,Yes,0.846726573,82.6,5569.0,"Census Tract 4083.01, Los Angeles County, California",5569.0,67464.0,1239.0,84.0,0.0677966101694915,4.900921081773198,4.8004179581232,9.606920002489112,0.16946506929042082,0.09427807504585038,0.17240136955985202,0.07812329451400164,10,8,False,False,True
06037407301,407301,988588,0,34.0648761242573,65.9606656580938,7.0,69.9439950217797,56.0262228946041,4949.0,-0.28689052,0.328754814,2.0,No,0.6712451859999999,80.2,4949.0,"Census Tract 4073.01, Los Angeles County, California",4949.0,84458.0,1073.0,49.0,0.0456663560111835,2.9353352637551584,7.900122080517897,9.52614931995423,0.25410795598791863,0.09500150241117311,0.11235800935685707,0.017356506945683955,5,6,True,False,True
06037604100,604100,1018893,0,47.3075730167833,84.7957639939486,9.0,81.8170504044804,77.7483610690873,7302.0,-0.199404316,0.373170732,2.0,No,0.626829268,81.5,7302.0,"Census Tract 6041, Los Angeles County, California",7302.0,68740.0,2018.0,32.0,0.0158572844400396,7.087764090401178,5.794861403619014,2.4358233313246527,0.12364356685265246,0.29105105343541005,0.29105105343541005,0.0,7,6,False,False,False
06037601502,601502,490792,0,67.9851606452045,98.5879979828543,10.0,96.8139390168015,93.1038830055471,4059.0,-0.869054163,0.071887035,1.0,Yes,0.928112965,76.2,4059.0,"Census Tract 6015.02, Los Angeles County, California",4059.0,59239.0,872.0,124.0,0.1422018348623853,2.016969083271383,2.2542654736977306,1.2395805882351687,0.33145848445873777,0.44651217520509884,0.44651217520509884,0.0,10,9,True,True,False
06037603101,603101,881549,0,43.3201689010209,79.9293998991427,8.0,67.8406969508401,79.7276853252648,4139.0,-0.18627678,0.382156611,2.0,No,0.617843389,85.0,4139.0,"Census Tract 6031.01, Los Angeles County, California",4139.0,57188.0,1481.0,90.0,0.0607697501688048,4.048297919298118,2.124722386788523,4.655275257258144,0.19808656620230394,0.17682605258100761,0.3200284301184797,0.1432023775374721,7,5,False,True,True
06037603102,603102,746305,0,52.1891696137164,90.2420574886536,10.0,94.9097697573118,72.3777105395865,3664.0,-0.22127857,0.360462131,2.0,No,0.639537869,83.4,3664.0,"Census Tract 6031.02, Los Angeles County, California",3664.0,58958.0,1318.0,68.0,0.0515933232169954,3.4689330864487546,1.175136088855926,5.73729198283105,0.2237670559517488,0.14842758819839572,0.4597413491152998,0.3113137609169041,8,6,False,True,True
06037603200,603200,1101957,33317,45.8992168189917,83.0811901159859,9.0,98.7305538270068,52.3197175995966,3394.0,0.352241212,0.696662388,3.0,No,0.303337612,82.6,3394.0,"Census Tract 6032, Los Angeles County, California",3394.0,83899.0,1163.0,54.0,0.0464316423043852,4.025944947064587,1.5913670188170592,6.5500021395780905,0.198967559440549,0.13245029359102697,0.385896707312611,0.25344641372158405,7,3,False,True,True
06037603301,603301,974613,0,48.3088813942728,85.9178013111447,9.0,71.5743621655258,87.4306606152295,3617.0,-0.242085753,0.349679076,2.0,No,0.6503209240000001,83.4,3617.0,"Census Tract 6033.01, Los Angeles County, California",3617.0,53226.0,1418.0,64.0,0.0451339915373765,4.760872214755075,2.4838364988415766,4.880199675760665,0.17358482582528786,0.17006225215823806,0.2870398769668191,0.11697762480858104,7,6,False,True,True
06037603302,603302,1130789,10850,58.7051930588808,94.9193141704488,10.0,94.5612943372744,84.1527987897126,4048.0,-0.036307265,0.469062901,2.0,No,0.530937099,87.0,4048.0,"Census Tract 6033.02, Los Angeles County, California",4048.0,52722.0,1630.0,93.0,0.0570552147239263,4.452215959186957,2.033587580611831,5.604790669351002,0.1834116637135411,0.15140525265099156,0.3296426997496853,0.17823744709869374,9,5,False,True,True
06037603702,603702,2539341,73275,38.3189275855825,72.6550680786687,8.0,77.7349097697573,61.2960161371659,4777.0,0.289751035,0.659435173,3.0,No,0.340564827,81.8,4777.0,"Census Tract 6037.02, Los Angeles County, California",4777.0,81304.0,1510.0,32.0,0.0211920529801324,6.51700650438955,4.82944652817168,3.238362432690633,0.13303167948784544,0.23594018111499057,0.23594018111499057,0.0,6,3,False,False,False
06037224420,224420,358683,0,48.0224350150745,85.4891578416541,9.0,80.1493466085874,80.446293494705,2637.0,-0.980113163,0.04762516,1.0,Yes,0.95237484,76.66666667,2637.0,"Census Tract 2244.20, Los Angeles County, California",2637.0,24878.0,753.0,261.0,0.3466135458167331,1.2629726990619745,1.068623209738955,0.46242592048506437,0.4418966258030909,0.6837953198123808,0.6837953198123808,0.0,7,10,True,True,False
06037224600,224600,718924,0,60.6240274339239,96.0791729702471,10.0,88.3634100808961,94.6419566313666,3385.0,-1.099396558,0.025417202,1.0,Yes,0.974582798,75.9,3385.0,"Census Tract 2246, Los Angeles County, California",3385.0,46162.0,819.0,185.0,0.2258852258852259,0.7674611623800794,1.2972588738865605,0.5930747665958902,0.5657832948665139,0.6277169289027265,0.6277169289027265,0.0,10,10,True,True,False
06037224700,224700,635820,0,44.2925461368371,81.2279374684821,9.0,69.4088363410081,80.7614725163893,6238.0,,,,,,,6238.0,"Census Tract 2247, Los Angeles County, California",6238.0,11576.0,949.0,428.0,0.4510010537407797,0.5921405840250846,1.468217861198194,0.45943394920436126,0.6280852394779761,0.685197161916899,0.685197161916899,0.0,7,,True,True,False
06037226410,226410,282483,0,60.4823234212593,95.9909228441755,10.0,81.6054760423149,98.1215330307615,3665.0,-1.033911008,0.034274711,1.0,Yes,0.965725289,82.3,3665.0,"Census Tract 2264.10, Los Angeles County, California",3665.0,40147.0,884.0,276.0,0.3122171945701357,1.6601103186357418,1.035996903370103,0.6519192715587041,0.37592425885286507,0.6053564585250152,0.6053564585250152,0.0,10,10,True,True,False
06037226420,226420,426940,0,62.3765715023327,96.6717095310136,10.0,87.0317361543248,97.0751386787695,5531.0,-0.974408956,0.048652118,1.0,Yes,0.951347882,76.3,5531.0,"Census Tract 2264.20, Los Angeles County, California",5531.0,44209.0,1284.0,243.0,0.1892523364485981,2.1049152028103615,1.4901837707571184,0.5704765908014342,0.3220699873203838,0.6367493828670743,0.6367493828670743,0.0,10,10,True,True,False
06037226700,226700,782727,0,59.7818805471915,95.5622793746848,10.0,82.9247044181705,96.8734241048916,7661.0,-1.128085295,0.02156611,1.0,Yes,0.97843389,74.2,7661.0,"Census Tract 2267, Los Angeles County, California",7661.0,40140.0,1517.0,286.0,0.1885299934080422,1.6523596844586086,1.7558763012749776,1.2137228662249624,0.3770227717829744,0.45172772764699726,0.45172772764699726,0.0,9,10,True,True,False
06037227010,227010,579199,0,76.6535544451483,99.8234997478568,10.0,98.5189794648413,97.3651033787191,5705.0,-1.074717388,0.027856226,1.0,Yes,0.972143774,81.9,5705.0,"Census Tract 2270.10, Los Angeles County, California",5705.0,48200.0,1128.0,154.0,0.1365248226950354,2.97516340167822,2.314245646554745,0.4348236044059961,0.25156198599982676,0.6969497831853629,0.6969497831853629,0.0,10,10,True,True,False
06037650102,650102,852505,0,28.7491363104412,56.4170448814927,6.0,82.7006845052894,36.9389813414019,2211.0,0.405511117,0.731322208,3.0,No,0.2686777919999999,81.3,2211.0,"Census Tract 6501.02, Los Angeles County, California",2211.0,90987.0,755.0,44.0,0.0582781456953642,6.633307720933072,4.2140943889060285,4.364856352838534,0.1310048063774066,0.186398280630739,0.19178785910122553,0.005389578470486545,4,2,False,False,True
06037650200,650200,2424072,0,32.5796109664789,63.4014120020171,7.0,95.9427504667081,34.7579425113464,5930.0,0.301234154,0.665982028,3.0,No,0.334017972,81.8,5930.0,"Census Tract 6502, Los Angeles County, California",5930.0,97054.0,1895.0,70.0,0.0369393139841688,7.235941957266358,4.834287337646477,4.057600864275758,0.12141901985087764,0.19772220600946902,0.19772220600946902,0.0,5,3,False,False,False
06037650602,650602,1238756,0,31.0043909409632,60.6278366111952,7.0,69.3092719352831,49.2687846696924,7315.0,0.242799821,0.630937099,3.0,No,0.369062901,81.2,7315.0,"Census Tract 6506.02, Los Angeles County, California",7315.0,80379.0,2726.0,170.0,0.0623624358033749,9.318765160384611,7.217268752611143,5.755759251396094,0.0969108206705934,0.1480218525835342,0.1480218525835342,0.0,4,3,False,False,False
06037650502,650502,1332945,0,8.87241503253207,10.3883005547151,2.0,64.5924082140635,3.47957639939486,4259.0,0.541909244,0.809499358,4.0,No,0.190500642,83.0,4259.0,"Census Tract 6505.02, Los Angeles County, California",4259.0,118558.0,1478.0,35.0,0.023680649526387,10.211611179204128,7.932143269778383,4.529769333568631,0.08919324653845036,0.18083936954286137,0.18083936954286137,0.0,1,2,False,False,False
06037650501,650501,989635,0,15.7938680716006,27.3323247604639,3.0,83.3602986932172,10.350479072113,3044.0,0.577350364,0.828112965,4.0,No,0.171887035,81.8,3044.0,"Census Tract 6505.01, Los Angeles County, California",3044.0,115174.0,1043.0,22.0,0.0210930009587727,9.08846916350471,6.831858920617501,4.624385946819482,0.09912306652207702,0.17779718700945252,0.17779718700945252,0.0,2,1,False,False,False
06037297202,297202,575787,0,21.380608263295,40.8093797276853,5.0,28.1767268201618,48.3736762481089,3786.0,0.064706646,0.526829268,3.0,No,0.473170732,79.4,3786.0,"Census Tract 2972.02, Los Angeles County, California",3786.0,70767.0,1399.0,102.0,0.0729092208720514,2.366205991129546,10.939047084029928,10.894589771825794,0.29707035238935137,0.08407183595088392,0.08407183595088392,0.0,2,4,True,False,False
06037297201,297201,403962,0,34.4757595375122,66.6288451840645,7.0,51.9352831362788,70.3227433182047,4505.0,-0.131394169,0.412580231,2.0,No,0.587419769,79.8,4505.0,"Census Tract 2972.01, Los Angeles County, California",4505.0,60574.0,1467.0,43.0,0.0293115201090661,1.6555842887205616,10.30202171395373,10.258296433138453,0.37656496321635935,0.08882338513103372,0.08882338513103372,0.0,5,5,True,False,False
06037296902,296902,490722,0,38.3291830669461,72.6928895612708,8.0,50.2551337896702,81.5935451336359,4219.0,-0.623266673,0.156097561,1.0,Yes,0.8439024390000001,80.3,4219.0,"Census Tract 2969.02, Los Angeles County, California",4219.0,52585.0,1678.0,190.0,0.1132300357568533,2.520987651746857,10.239873433715262,10.193524796083047,0.28401122040398896,0.0893373640758745,0.0893373640758745,0.0,6,8,True,False,False
06037296901,296901,617328,0,36.7471618153671,70.196671709531,8.0,46.2227753578096,80.6858295511851,4466.0,-0.354640291,0.288831836,2.0,No,0.711168164,78.5,4466.0,"Census Tract 2969.01, Los Angeles County, California",4466.0,40913.0,1635.0,223.0,0.1363914373088685,2.1204660952373304,10.31084978228101,10.265617589881957,0.32046494641498224,0.08876566171553123,0.08876566171553123,0.0,5,7,True,False,False
06037296402,296402,1045124,0,17.9085891231565,32.4886535552194,4.0,55.9676415681394,22.226424609178,3312.0,0.14570327,0.576893453,3.0,No,0.423106547,79.0,3312.0,"Census Tract 2964.02, Los Angeles County, California",3312.0,108929.0,1116.0,36.0,0.032258064516129,3.7935673271068104,10.623069051649185,10.574751103484429,0.20861290386914347,0.0863949462981509,0.0863949462981509,0.0,2,4,False,False,False
06037296401,296401,986898,1098,13.1976052334931,20.8900655572365,3.0,13.3914125700062,31.4926878466969,3229.0,0.236704363,0.62618742,3.0,No,0.3738125799999999,84.1,3229.0,"Census Tract 2964.01, Los Angeles County, California",3229.0,92571.0,1268.0,75.0,0.0591482649842271,4.340565530839332,11.616692160750226,11.568526951430336,0.18724608737135714,0.07956381872469129,0.07956381872469129,0.0,1,3,False,False,False
06037294701,294701,1751947,0,71.2944344774731,99.2687846696924,10.0,97.9838207840697,93.9863842662632,3099.0,-1.161098057,0.017971759,1.0,Yes,0.982028241,75.6,3099.0,"Census Tract 2947.01, Los Angeles County, California",3099.0,36719.0,895.0,187.0,0.2089385474860335,6.140358291250902,5.864545887814602,5.731419666752169,0.14004899463172632,0.148557072579979,0.148557072579979,0.0,10,10,False,False,False
06037294421,294421,664609,0,55.8563059001549,93.1290973272819,10.0,92.8313627878034,82.3121533030762,2891.0,-0.580201374,0.178690629,1.0,Yes,0.821309371,81.2,2891.0,"Census Tract 2944.21, Los Angeles County, California",2891.0,47917.0,995.0,134.0,0.1346733668341708,7.671653314151219,8.940661355578069,9.733339343553602,0.1153182632852845,0.09316764969334504,0.10059692853724098,0.007429278843895937,9,8,False,False,True
06037294302,294302,840310,0,53.2832964328208,91.1119515885023,10.0,87.156191661481,83.9889056984367,4382.0,-0.574512551,0.181001284,1.0,Yes,0.818998716,80.0,4382.0,"Census Tract 2943.02, Los Angeles County, California",4382.0,55313.0,1195.0,89.0,0.0744769874476987,6.98410569742195,8.116691657700828,7.9375761894577614,0.12524884287577728,0.11188715808426239,0.11188715808426239,0.0,8,8,False,False,False
06037102105,102105,492222,0,47.8154390008163,85.2748361069087,9.0,98.5812072184194,55.4841149773071,1905.0,-0.252465165,0.344415918,2.0,No,0.6555840820000001,78.7,1905.0,"Census Tract 1021.05, Los Angeles County, California",1905.0,57614.0,559.0,3.0,0.0053667262969588,5.817709544185431,5.356171662421816,5.243761308435961,0.14667682650881814,0.16015987008486335,0.16015987008486335,0.0,7,6,False,False,False
06037101122,101122,2644043,0,13.1691830927504,20.839636913767,3.0,19.5021779713752,25.441250630358,3405.0,0.298980347,0.664955071,3.0,No,0.335044929,80.0,3405.0,"Census Tract 1011.22, Los Angeles County, California",3405.0,90389.0,1312.0,8.0,0.0060975609756097,13.045932548583146,13.54488556779056,13.438536047525655,0.07119498805373894,0.06925909917102509,0.06925909917102509,0.0,1,3,False,False,False
06037201602,201602,1065763,0,44.3973217881965,81.3287947554211,9.0,82.7629122588675,70.7261724659607,2960.0,-0.482314868,0.223234917,1.0,Yes,0.776765083,80.1,2960.0,"Census Tract 2016.02, Los Angeles County, California",2960.0,55909.0,828.0,87.0,0.1050724637681159,6.712480756797716,4.839622532817389,4.343883070250801,0.12965996694625245,0.18712984301003197,0.18712984301003197,0.0,7,7,False,False,False
06037201601,201601,540413,0,46.960849480924,84.3671205244579,9.0,76.341008089608,81.19011598588,2323.0,-0.429226301,0.249807445,1.0,Yes,0.750192555,83.8,2323.0,"Census Tract 2016.01, Los Angeles County, California",2323.0,55795.0,713.0,70.0,0.0981767180925666,5.7405986058634495,4.693496829727677,3.6874590802218834,0.1483547765520601,0.2133351956541591,0.2133351956541591,0.0,7,7,False,False,False
06037195903,195903,238084,0,35.3404367282002,68.0282400403429,7.0,93.4536403235843,42.523953605648,2008.0,0.05613441,0.52182285,3.0,No,0.47817715,82.2,2008.0,"Census Tract 1959.03, Los Angeles County, California",2008.0,52446.0,911.0,70.0,0.0768386388583973,3.9989570906580614,2.1839653769844682,0.9423468064331592,0.200041725076772,0.5148411172958121,0.5148411172958121,0.0,5,4,False,True,False
06037195902,195902,331572,16124,34.2918302801295,66.3640948058497,7.0,76.5774735532047,52.9626828038326,1864.0,0.458152795,0.765853659,4.0,No,0.2341463409999999,81.6,1864.0,"Census Tract 1959.02, Los Angeles County, California",1864.0,68875.0,1005.0,60.0,0.0597014925373134,3.9041390706453325,2.934422007185858,1.2145290033525542,0.20390938870100409,0.45156328884657165,0.45156328884657165,0.0,5,2,False,True,False
06037195901,195901,290880,0,34.6110049871348,66.9314170448815,7.0,68.9483509645302,58.1946545637922,2237.0,0.11508967,0.558921694,3.0,No,0.441078306,79.7,2237.0,"Census Tract 1959.01, Los Angeles County, California",2237.0,64138.0,1064.0,88.0,0.0827067669172932,3.7239266670890045,3.0100831716311816,0.8715825484767364,0.211688298839792,0.5343071834121828,0.5343071834121828,0.0,5,4,False,False,False
06037195804,195804,335855,0,45.0337170156029,82.0095814422592,9.0,91.1387678904792,64.0317700453858,2533.0,0.063470493,0.52618742,3.0,No,0.47381258,79.2,2533.0,"Census Tract 1958.04, Los Angeles County, California",2533.0,71467.0,1011.0,132.0,0.1305637982195845,3.0894209209108676,2.5347363240010345,1.7611943380652686,0.2445333995545908,0.36216212173630863,0.36216212173630863,0.0,7,4,False,True,False
06037195803,195803,377392,0,44.7149066308288,81.6439737771054,9.0,88.4878655880523,66.3010590015129,2634.0,0.16178543,0.584724005,3.0,No,0.415275995,81.6,2634.0,"Census Tract 1958.03, Los Angeles County, California",2634.0,83167.0,1156.0,76.0,0.0657439446366782,3.5044602427795963,2.6915769423733304,1.5777934777157725,0.2220021814162852,0.3879286718058257,0.3879286718058257,0.0,7,4,False,True,False
06037195202,195202,877981,0,24.7493745110488,48.2349974785678,5.0,66.2725575606721,35.9304084720121,3304.0,0.753922438,0.907830552,4.0,No,0.092169448,84.9,3304.0,"Census Tract 1952.02, Los Angeles County, California",3304.0,117630.0,1411.0,19.0,0.0134656272147413,2.6504080991643395,4.588842209392724,1.2052660185121944,0.2739419738381915,0.45346003230696874,0.45346003230696874,0.0,3,1,True,False,False
06037195201,195201,600825,0,26.5884501405488,52.1936459909228,6.0,74.7230864965775,36.1321230458901,3128.0,0.593827209,0.836842105,4.0,No,0.163157895,83.9,3128.0,"Census Tract 1952.01, Los Angeles County, California",3128.0,85114.0,1645.0,79.0,0.0480243161094224,2.595836541301508,5.338954136448524,1.8627410573464815,0.2780994042732686,0.34931556154328375,0.34931556154328375,0.0,3,1,True,False,False
06037910404,910404,2574147,1948,37.2231428776697,70.8270297528996,8.0,36.6645924082141,89.9899142713061,4284.0,-0.488218824,0.220154044,1.0,Yes,0.779845956,77.5,4284.0,"Census Tract 9104.04, Los Angeles County, California",4284.0,58952.0,1075.0,33.0,0.0306976744186046,45.0502518620651,39.07484063249685,45.871615974359074,0.02171540783306273,0.021334873552195127,0.024953311958752892,0.0036184384065577647,5,7,False,False,True
06037910602,910602,1998573,2002,29.7909870953883,58.2955118507312,6.0,13.1798382078407,96.7473524962179,4433.0,-0.794735904,0.092041078,1.0,Yes,0.907958922,78.2,4433.0,"Census Tract 9106.02, Los Angeles County, California",4433.0,41538.0,1357.0,149.0,0.109801031687546,46.753073954689945,43.18510501927021,47.151261222302836,0.02094106027496451,0.020767887997434575,0.022632061179075513,0.0018641731816409386,4,9,False,False,True
06037910706,910706,20974904,137091,32.5956122023262,63.4266263237519,7.0,26.1356565028002,88.3131618759455,6301.0,-0.60670444,0.164441592,1.0,Yes,0.835558408,76.7,6301.0,"Census Tract 9107.06, Los Angeles County, California",6301.0,60094.0,1473.0,41.0,0.0278343516632722,45.41942692492257,47.81960137798263,44.99592131416164,0.021542704558101738,0.021741058150999814,0.021741058150999814,0.0,5,8,False,False,False
06037910707,910707,6652302,58744,31.1449121816407,60.9430156328795,7.0,19.4026135656503,92.5617750882501,5420.0,-0.424807824,0.252631579,2.0,No,0.747368421,76.6,5420.0,"Census Tract 9107.07, Los Angeles County, California",5420.0,53646.0,1517.0,19.0,0.012524719841793,42.86484339191361,40.42563375027743,43.37830366135671,0.022797300130891335,0.02253353367516771,0.024139642763903475,0.0016061090887357632,4,7,False,False,True
06037269000,269000,2283624,0,8.26012428071098,9.07715582450832,1.0,57.1499688861232,3.35350479072113,4813.0,0.736579984,0.900256739,4.0,No,0.0997432609999999,83.8,4813.0,"Census Tract 2690, Los Angeles County, California",4813.0,127054.0,2029.0,129.0,0.0635781172991621,5.123316207408268,2.201327166449167,1.5760563253041895,0.16331020089900863,0.38819026982335747,0.38819026982335747,0.0,1,1,False,True,False
06037269500,269500,1394665,0,7.47536773154221,7.58951084215835,1.0,37.6228998133167,4.07211296016137,3797.0,1.072369543,0.978562259,4.0,No,0.0214377409999999,86.3,3797.0,"Census Tract 2695, Los Angeles County, California",3797.0,191538.0,1304.0,18.0,0.013803680981595,5.903018488199259,2.897770381083953,1.611297600912158,0.1448641636567401,0.3829513723945857,0.3829513723945857,0.0,1,1,False,True,False
06037269300,269300,2205505,3034,12.346093874201,18.8729198184569,2.0,55.9427504667081,9.63187090267272,3840.0,1.017738705,0.972143774,4.0,No,0.027856226,87.1,3840.0,"Census Tract 2693, Los Angeles County, California",3840.0,165208.0,1489.0,52.0,0.0349227669576897,4.548191073687937,2.094752106093345,1.0437859704180459,0.18023892593433885,0.48928802451631226,0.48928802451631226,0.0,1,1,False,True,False
06037269700,269700,897604,0,39.1063396951074,73.6510337871911,8.0,91.9103920348475,51.5632879475542,3546.0,0.424464692,0.744544288,3.0,No,0.2554557119999999,79.6,3546.0,"Census Tract 2697, Los Angeles County, California",3546.0,89450.0,1627.0,172.0,0.1057160417947142,6.7369132790584265,3.756809024163539,0.9238056242959751,0.129250511661635,0.5198030338257038,0.5198030338257038,0.0,6,2,False,False,False
06037269800,269800,467090,0,27.2935363729479,53.5930408472012,6.0,73.889234598631,38.0358043368633,3046.0,0.566425887,0.823106547,4.0,No,0.176893453,81.6,3046.0,"Census Tract 2698, Los Angeles County, California",3046.0,83214.0,1548.0,83.0,0.0536175710594315,6.2956362645345125,3.499602948288188,0.7208107356258147,0.13706823692145836,0.581121432646296,0.581121432646296,0.0,4,1,False,False,False
06037270100,270100,570756,0,30.1246440662307,58.9762985375693,6.0,83.9079029247044,39.0695915279879,4202.0,0.444250524,0.757381258,4.0,No,0.242618742,81.3,4202.0,"Census Tract 2701, Los Angeles County, California",4202.0,71389.0,2332.0,177.0,0.0759005145797598,6.764287582362062,4.074817976021741,0.7149868097048512,0.1287948172182178,0.5830948636695927,0.5830948636695927,0.0,4,2,False,False,False
06037480802,480802,1713240,0,31.0410267023125,60.7286938981341,7.0,94.1381456129434,33.6989409984871,3162.0,-0.229277368,0.355198973,2.0,No,0.644801027,80.5,3162.0,"Census Tract 4808.02, Los Angeles County, California",3162.0,68145.0,1016.0,43.0,0.0423228346456692,7.791104766123595,5.341344283217043,3.705745243425761,0.11375134600300597,0.21250619153195052,0.21250619153195052,0.0,4,6,False,False,False
06037480901,480901,951407,0,36.3501180137247,69.6797781139687,7.0,86.7579340385812,50.4034291477559,5407.0,-0.281451435,0.331193838,2.0,No,0.668806162,88.8,5407.0,"Census Tract 4809.01, Los Angeles County, California",5407.0,57802.0,1675.0,77.0,0.0459701492537313,7.582923379869272,5.986674561839911,3.6155357622708175,0.11651041908930931,0.21665957139242392,0.21665957139242392,0.0,5,6,False,False,False
06037531302,531302,883972,0,73.7088722998116,99.5461422087746,10.0,99.3030491599253,91.6540595057993,6215.0,-0.846977227,0.077792041,1.0,Yes,0.922207959,79.9,6215.0,"Census Tract 5313.02, Los Angeles County, California",6215.0,41065.0,1490.0,191.0,0.1281879194630872,7.482273167649577,3.0367335709652643,2.1952988668169895,0.11789292566217816,0.31295977048812157,0.31295977048812157,0.0,10,9,False,False,False
06037481001,481001,1049644,0,41.7455391940399,77.7105395864851,8.0,88.1891723708774,60.4765506807867,4369.0,-0.201396917,0.372657253,2.0,No,0.6273427469999999,83.7,4369.0,"Census Tract 4810.01, Los Angeles County, California",4369.0,51591.0,1578.0,346.0,0.2192648922686945,7.7198701789747854,6.3639019950406785,3.9348412774778,0.11468060641673133,0.2026407626449742,0.2026407626449742,0.0,6,6,False,False,False
06037481002,481002,934619,0,37.3547669655071,71.142208774584,8.0,87.417548226509,52.0171457387796,5646.0,-0.084524342,0.438896021,2.0,No,0.561103979,81.0,5646.0,"Census Tract 4810.02, Los Angeles County, California",5646.0,60275.0,2079.0,123.0,0.0591630591630591,7.439631490280021,7.609446917010963,4.137791876868759,0.118488585805163,0.19463614408013988,0.19463614408013988,0.0,5,5,False,False,False
06037481102,481102,615125,0,32.9732824668713,64.0191628845184,7.0,85.2022401991288,44.5032778618255,4000.0,-0.191836557,0.37830552,2.0,No,0.6216944799999999,83.1,4000.0,"Census Tract 4811.02, Los Angeles County, California",4000.0,53024.0,1447.0,99.0,0.068417415342087,6.305027900899148,6.009316125857261,5.520209950188342,0.13689201650782384,0.15336929449198397,0.15336929449198397,0.0,5,6,False,False,False
06037480803,480803,1091608,0,37.692485661117,71.6338880484115,8.0,88.0024891101431,52.2945032778618,3699.0,0.144080639,0.576379974,3.0,No,0.423620026,80.3,3699.0,"Census Tract 4808.03, Los Angeles County, California",3699.0,76156.0,1285.0,54.0,0.0420233463035019,6.772726509991519,6.36847456293562,2.689211104676168,0.12865498338511477,0.2710606608368046,0.2710606608368046,0.0,5,4,False,False,False
06037481902,481902,886368,1730,28.0398944299575,55.0806858295512,6.0,74.8226509023024,39.3343419062027,3443.0,-0.003250403,0.487933248,2.0,No,0.512066752,83.0,3443.0,"Census Tract 4819.02, Los Angeles County, California",3443.0,56836.0,1139.0,100.0,0.0877963125548726,8.286546282483206,3.58744079842002,3.5952331445231085,0.10768265936349825,0.21761681476202435,0.21798646433637123,0.0003696495743468753,4,4,False,False,True
