stop_id,stop_name,stop_lat,stop_lon,location_type,feed
bus_13066,Rosemead / Hermosa,34.106459,-118.073715,,bus
bus_13067,Rosemead / Las Tunas,34.103341,-118.073669,,bus
bus_13068,Rosemead / Lower Azusa,34.086898,-118.073473,,bus
bus_13070,Rosemead / Mission,34.084065,-118.073411,,bus
bus_13071,Rosemead / Ralph,34.078105,-118.072944,,bus
bus_13072,Rosemead / San Pasqual,34.138005,-118.073406,,bus
bus_13076,Rosemead / Valley,34.081116,-118.073035,,bus
bus_13078,Roxford / Borden,34.320925,-118.46104,,bus
bus_13080,Roxford / Foothill,34.322065,-118.460324,,bus
bus_13081,Roxford / Glenoaks,34.318273,-118.464013,,bus
bus_13082,Roxford / Herrick,34.315933,-118.466649,,bus
bus_13084,Rush / Central,34.051942,-118.046728,,bus
bus_13085,Rush / Chico,34.051917,-118.059792,,bus
bus_13089,Rush / Merced,34.051937,-118.05107,,bus
bus_13092,Rush / Potrero,34.051929,-118.055837,,bus
bus_13093,San Gabriel / Potrero Grande,34.051559,-118.090642,,bus
bus_13094,Rush / Santa Anita,34.05196,-118.042661,,bus
bus_13095,Tyler / Rush,34.051835,-118.036871,,bus
bus_13096,Rush / Walnut Grove,34.051788,-118.082214,,bus
bus_13100,Woodman / Chase,34.22826,-118.434502,,bus
bus_13101,Ikea / Verdugo,34.177806,-118.307266,,bus
bus_13102,Acacia / Palm,33.894883,-118.226332,,bus
bus_13106,Alameda / Laurel,33.894256,-118.220363,,bus
bus_13110,Alvarado / Hoover,34.045547,-118.284026,,bus
bus_13111,Alvarado / Valley,34.064997,-118.271555,,bus
bus_13112,Alvarado / 11th,34.050456,-118.280817,,bus
bus_13113,Alvarado / 12th,34.04897,-118.281766,,bus
bus_13114,3rd / Alvarado,34.063158,-118.272965,,bus
bus_13115,Alvarado / 6th,34.059749,-118.274906,,bus
bus_13116,Alvarado / 7th,34.056687,-118.27685,,bus
bus_13117,Alvarado / 8th,34.05509,-118.277865,,bus
bus_13118,Alvarado / James M Wood,34.053566,-118.278834,,bus
bus_13119,Alvarado / Maryland,34.061469,-118.273812,,bus
bus_13120,Alvarado / Olympic,34.051959,-118.279862,,bus
bus_13121,Alvarado / Pico,34.047468,-118.282728,,bus
bus_13122,Alvarado / Wilshire,34.057713,-118.276203,,bus
bus_13123,Arizona / 6th,34.026749,-118.165607,,bus
bus_13124,Arizona / Olympic,34.01812,-118.168395,,bus
bus_13125,Arizona / Eagle,34.029339,-118.16481,,bus
bus_13126,Arizona / Hubbard,34.024789,-118.166201,,bus
bus_13127,Arizona / Verona,34.020509,-118.167713,,bus
bus_13128,Arizona / Whittier,34.022287,-118.167172,,bus
bus_13131,Artesia / Santa Fe,33.87438,-118.214872,,bus
bus_13132,Atlantic / Alondra,33.889041,-118.193058,,bus
bus_13133,Atlantic / Compton,33.895888,-118.193532,,bus
bus_13134,Atlantic / Myrrh,33.892588,-118.193307,,bus
bus_13135,Atlantic / Rosecrans,33.903716,-118.194104,,bus
bus_13136,Atlantic / San Vincente,33.899594,-118.193801,,bus
bus_13137,Atlantic / Brightwood,34.042096,-118.141716,,bus
bus_13138,Atlantic / Cadiz,34.051792,-118.137688,,bus
bus_13139,Atlantic / 4th,34.029572,-118.154659,,bus
bus_13140,Atlantic / 6th,34.024651,-118.156138,,bus
bus_13142,Atlantic / Olympic,34.016457,-118.158627,,bus
bus_13143,Atlantic / Washington,34.002938,-118.168087,,bus
bus_13145,Atlantic / Eagle,34.027321,-118.155331,,bus
bus_13146,Atlantic / El Portal,34.054457,-118.136091,,bus
bus_13147,Atlantic / Everington,34.007335,-118.161596,,bus
bus_13148,Atlantic / Hubbard,34.022394,-118.156827,,bus
bus_13149,Atlantic / Jardine,34.004813,-118.165313,,bus
bus_13150,Atlantic / Sevilla,34.048471,-118.139663,,bus
bus_13152,Telegraph / Triggs,34.010992,-118.159947,,bus
bus_13153,Atlantic / Goodrich,34.011749,-118.159354,,bus
bus_13158,Atlantic / El Repetto,34.046238,-118.140525,,bus
bus_13159,Atlantic / Floral,34.03926,-118.143941,,bus
bus_13161,Atlantic / Garvey,34.062186,-118.134364,,bus
bus_13162,Atlantic / Harding,34.056607,-118.134781,,bus
bus_13163,Atlantic / Main,34.091315,-118.134774,,bus
bus_13164,Atlantic / Mission,34.084866,-118.134711,,bus
bus_13165,Atlantic / Newmark,34.059527,-118.133785,,bus
bus_13168,Atlantic / San Marino,34.082709,-118.134691,,bus
bus_13169,Atlantic / Valley,34.077631,-118.13465,,bus
bus_13171,Atlantic / Whittier,34.020184,-118.157502,,bus
bus_13173,Avalon / 46th,34.00147,-118.265064,,bus
bus_13174,Avalon / Vernon,34.003687,-118.265071,,bus
bus_13175,Baldwin / Huntington,34.131291,-118.05468,,bus
bus_13180,Beaudry / 4th,34.055339,-118.257631,,bus
bus_13184,Beverly / Charleville,34.065143,-118.399233,,bus
bus_13185,Beverly / Gregory,34.062027,-118.399255,,bus
bus_13192,Bixel / Maryland,34.055989,-118.260664,,bus
bus_13196,7th / Boyle,34.033861,-118.22014,,bus
bus_13200,Brand / Columbus,34.271291,-118.463516,,bus
bus_13203,Brand / Eulalia,34.126308,-118.255031,,bus
bus_13204,Brand / Garfield,34.135546,-118.255089,,bus
bus_13205,Brand / Milford,34.152674,-118.255191,,bus
bus_13206,Brand / Lomita,34.14033,-118.255127,,bus
bus_13207,Brand / Los Feliz,34.128949,-118.254732,,bus
bus_13211,Brand / San Fernando,34.123711,-118.255341,,bus
bus_13213,Broadway / 11th,34.039816,-118.258976,,bus
bus_13214,Broadway / Martin Luther King Jr,34.011337,-118.278845,,bus
bus_13215,Broadway / Venice,34.034365,-118.263587,,bus
bus_13217,Broadway / 104th,33.942064,-118.278525,,bus
bus_13219,Broadway / 108th,33.938412,-118.278516,,bus
bus_13220,Broadway / 110th,33.935777,-118.278511,,bus
bus_13225,Broadway / 120th,33.923456,-118.278394,,bus
bus_13226,Broadway / 12th,34.038032,-118.260568,,bus
bus_13227,Broadway / 3rd,34.0511,-118.247714,,bus
bus_13228,Broadway / 21st,34.029595,-118.267153,,bus
bus_13232,Broadway / 30th,34.022446,-118.271803,,bus
bus_13234,Broadway / 36th,34.016329,-118.275403,,bus
bus_13235,Broadway / 38th,34.014183,-118.276772,,bus
bus_13238,Broadway / 42nd,34.007573,-118.278506,,bus
bus_13240,Broadway / 47th,34.000297,-118.278478,,bus
bus_13241,Broadway / 49th,33.998425,-118.278475,,bus
bus_13242,Broadway / 4th,34.049649,-118.249074,,bus
bus_13243,Broadway / 51st,33.996367,-118.278465,,bus
bus_13244,Broadway / 54th,33.993509,-118.278455,,bus
bus_13246,Broadway / 59th,33.986159,-118.278444,,bus
bus_13250,Broadway / 69th,33.977506,-118.278452,,bus
bus_13253,Broadway / 76th,33.97095,-118.278446,,bus
bus_13254,Broadway / 79th,33.968029,-118.27844,,bus
bus_13260,Broadway / 81st,33.966102,-118.278427,,bus
bus_13261,Broadway / 83rd,33.964316,-118.278415,,bus
bus_13264,Broadway / 8th,34.043203,-118.255445,,bus
bus_13265,Broadway / 90th,33.955251,-118.278351,,bus
bus_13266,Broadway / 92nd,33.952973,-118.278393,,bus
bus_13270,Broadway / Adams,34.025575,-118.269757,,bus
bus_13272,Broadway / Colden,33.949332,-118.278539,,bus
bus_13274,Broadway / Gage,33.982537,-118.278452,,bus
bus_13276,Broadway / Jefferson,34.019391,-118.273786,,bus
bus_13277,Broadway / Manchester,33.960288,-118.278385,,bus
bus_13281,Broadway / Slauson,33.989374,-118.278435,,bus
bus_13282,Broadway / Vernon,34.003973,-118.278494,,bus
bus_13286,Broadway / 124th,33.919804,-118.278425,,bus
bus_13300,Centinela / Culver,33.990729,-118.420744,,bus
bus_13301,Central / 103rd,33.942925,-118.254256,,bus
bus_13304,Central / 112th,33.933272,-118.254361,,bus
bus_13305,Central / 114th,33.93115,-118.254444,,bus
bus_13306,Central / 123rd,33.920167,-118.25451,,bus
bus_13307,Central / 12th,34.030367,-118.245283,,bus
bus_13309,Central / 16th,34.02659,-118.248734,,bus
bus_13310,Central / 22nd,34.021827,-118.253129,,bus
bus_13311,Central / 28th,34.016955,-118.255837,,bus
bus_13312,Central / 33rd,34.014101,-118.256669,,bus
bus_13313,Central / 41st,34.009506,-118.256715,,bus
bus_13315,Central / 43rd,34.00589,-118.256644,,bus
bus_13316,Central / 46th,34.001961,-118.256626,,bus
bus_13317,Central / 49th,33.999499,-118.256648,,bus
bus_13318,Central / 51st,33.996784,-118.256616,,bus
bus_13319,Central / 54th,33.993684,-118.2566,,bus
bus_13320,Central / 57th,33.990489,-118.25659,,bus
bus_13321,Central / 60th,33.985853,-118.256589,,bus
bus_13322,Central / 68th,33.978546,-118.256574,,bus
bus_13323,6th / Central,34.038978,-118.240153,,bus
bus_13324,Central / 75th,33.97224,-118.256548,,bus
bus_13325,Central / 76th,33.970421,-118.256542,,bus
bus_13326,Central / Industrial,34.037005,-118.241154,,bus
bus_13328,Central / 83rd,33.963944,-118.256539,,bus
bus_13331,Central / 95th,33.950375,-118.254288,,bus
bus_13332,Central / 92nd,33.95336,-118.256589,,bus
bus_13333,Central / 88th Pl,33.956671,-118.25655,,bus
bus_13338,Central / Adams,34.019026,-118.255031,,bus
bus_13339,Central / Alondra,33.888557,-118.250252,,bus
bus_13341,Central / 156th,33.89144,-118.250953,,bus
bus_13343,Central / Gage,33.981723,-118.256593,,bus
bus_13345,Central / Manchester,33.959776,-118.256572,,bus
bus_13346,Central / Olympic,34.03229,-118.244167,,bus
bus_13348,Central / Slauson,33.989024,-118.256629,,bus
bus_13351,Central / Washington,34.024261,-118.250919,,bus
bus_13352,Central / Greenleaf,33.88014,-118.248883,,bus
bus_13353,Central / Magnolia,34.130616,-118.257962,,bus
bus_13355,Central / Caldwell,33.883066,-118.249023,,bus
bus_13356,Central / Chevy Chase,34.13365,-118.257978,,bus
bus_13357,Central / Colorado,34.142347,-118.258038,,bus
bus_13359,Central / Americana,34.14397,-118.25805,,bus
bus_13360,Central / Lomita,34.140052,-118.258021,,bus
bus_13362,Central / Walnut,33.875199,-118.248914,,bus
bus_13363,Central / Windsor,34.136472,-118.257997,,bus
bus_13367,Crenshaw / 108th,33.93747,-118.326636,,bus
bus_13368,Crenshaw / 116th,33.92877,-118.326649,,bus
bus_13370,Crenshaw / 90th,33.955938,-118.326658,,bus
bus_13371,Crenshaw / Arbor Vitae,33.952077,-118.326631,,bus
bus_13372,Crenshaw / Hardy,33.949258,-118.32663,,bus
bus_13373,Crenshaw / Imperial,33.930636,-118.326643,,bus
bus_13375,Crenshaw / Manchester,33.960167,-118.326642,,bus
bus_13376,Del Mar / Marshall,34.074791,-118.099708,,bus
bus_13377,Del Mar / Valley,34.079078,-118.099703,,bus
bus_13391,Eastern / Bandini,33.991835,-118.161266,,bus
bus_13392,Eastern / 61st,33.98119,-118.162951,,bus
bus_13393,Eastern / Slauson,33.985484,-118.162266,,bus
bus_13394,Eastern / Washington,34.00052,-118.15988,,bus
bus_13395,Eastern / Everington,34.005547,-118.159131,,bus
bus_13396,Eastern / Harbor,34.004002,-118.159353,,bus
bus_13397,Eastern / Peachtree,33.983293,-118.162605,,bus
bus_13398,Eastern / Randolph,33.979508,-118.163198,,bus
bus_13399,Eastern / Rickenbacker,33.988925,-118.161719,,bus
bus_13400,Eastern / Stevens,34.007716,-118.158822,,bus
bus_13401,Fair Oaks / Bellevue,34.138156,-118.15054,,bus
bus_13402,Fair Oaks / California,34.135494,-118.150483,,bus
bus_13403,Fair Oaks / Del Mar,34.140443,-118.150561,,bus
bus_13404,Fair Oaks / Green,34.144328,-118.150594,,bus
bus_13405,Fairfax / Airdrome,34.0458,-118.36821,,bus
bus_13406,Washington Fairfax Hub,34.035671,-118.369126,,bus
bus_13408,Fairfax / Del Valle,34.061225,-118.362451,,bus
bus_13409,Fairfax / Drexel,34.068383,-118.361541,,bus
bus_13413,Fairfax / Saturn,34.049843,-118.367089,,bus
bus_13414,Fairfax / Venice,34.039525,-118.369671,,bus
bus_13415,Fairfax / 18th,34.043294,-118.369269,,bus
bus_13416,Fairfax / 3rd,34.071768,-118.361562,,bus
bus_13417,Fairfax / 6th,34.065033,-118.361519,,bus
bus_13419,Fairfax / Pico,34.051385,-118.366799,,bus
bus_13420,Fairfax / Whitworth,34.055705,-118.365124,,bus
bus_13421,Fairfax / Wilshire,34.062579,-118.361803,,bus
bus_13422,Figueroa / Exposition,34.019194,-118.28192,,bus
bus_13423,Figueroa / 12th,34.042434,-118.266586,,bus
bus_13424,Figueroa / State,34.016268,-118.282907,,bus
bus_13425,Figueroa / 108th,33.938059,-118.282689,,bus
bus_13426,Figueroa / 111th,33.933676,-118.282737,,bus
bus_13435,Figueroa / 23rd,34.030645,-118.274592,,bus
bus_13436,Figueroa / 30th,34.02486,-118.278243,,bus
bus_13437,Figueroa / 39th,34.013767,-118.282895,,bus
bus_13438,Figueroa / 41st,34.007623,-118.282874,,bus
bus_13439,Figueroa / 41st,34.009783,-118.282882,,bus
bus_13441,Figueroa / 47th,34.000831,-118.282841,,bus
bus_13442,Figueroa / 49th,33.998437,-118.28283,,bus
bus_13443,Figueroa / 51st,33.996269,-118.282823,,bus
bus_13444,Figueroa / 54th,33.993439,-118.28282,,bus
bus_13445,Figueroa / 56th,33.991614,-118.282814,,bus
bus_13446,Figueroa / 59th,33.986138,-118.282822,,bus
bus_13447,Figueroa / 61st,33.984332,-118.282815,,bus
bus_13448,Figueroa / 65th,33.980782,-118.28281,,bus
bus_13449,Figueroa / 69th,33.97752,-118.282819,,bus
bus_13451,Figueroa / 76th,33.970906,-118.282833,,bus
bus_13452,Figueroa / 79th,33.968005,-118.282839,,bus
bus_13454,Figueroa / 82nd,33.964482,-118.282847,,bus
bus_13455,Figueroa / 84th,33.962308,-118.28285,,bus
bus_13456,Figueroa / 88th,33.956906,-118.282842,,bus
bus_13457,Figueroa / 92nd,33.952971,-118.282838,,bus
bus_13458,Figueroa / 98th,33.947517,-118.282797,,bus
bus_13460,Figueroa Way / Adams,34.028545,-118.27465,,bus
bus_13463,Figueroa / Century,33.945755,-118.282741,,bus
bus_13465,Figueroa / Colden,33.949311,-118.282826,,bus
bus_13466,Figueroa / Florence,33.974932,-118.2828,,bus
bus_13468,Figueroa / Gage,33.982184,-118.282818,,bus
bus_13469,Figueroa / Imperial,33.930725,-118.28274,,bus
bus_13470,Figueroa / Jefferson,34.021742,-118.280262,,bus
bus_13471,Figueroa / Manchester,33.95981,-118.282848,,bus
bus_13474,Figueroa / Pico,34.040474,-118.268313,,bus
bus_13477,Rosecrans / Broadway,33.902091,-118.278672,,bus
bus_13478,Figueroa / Slauson,33.988902,-118.282811,,bus
bus_13480,Figueroa / Vernon,34.003958,-118.282849,,bus
bus_13488,Flower / 5th,34.05117,-118.256608,,bus
bus_13495,Flower / 9th,34.046123,-118.261373,,bus
bus_13500,Fremont / Orange,34.083634,-118.152067,,bus
bus_13501,Fremont / Poplar,34.091523,-118.15218,,bus
bus_13503,Fremont / Commonwealth,34.087572,-118.152127,,bus
bus_13505,Fremont / Glendon,34.073613,-118.151963,,bus
bus_13507,Fremont / Mission,34.07949,-118.152023,,bus
bus_13508,Fremont / Valley,34.076635,-118.152008,,bus
bus_13522,Garfield / Olympic,34.011684,-118.130934,,bus
bus_13523,Garfield / Pomona,34.033882,-118.129985,,bus
bus_13533,Garfield / Whittier,34.014364,-118.130252,,bus
bus_13534,Garvey / Ramona,34.065407,-118.155445,,bus
bus_13535,Glendale / Cerritos,34.125308,-118.253462,,bus
bus_13536,Glendale / Chevy Chase,34.133687,-118.2521,,bus
bus_13537,Glendale / Colorado,34.142821,-118.249355,,bus
bus_13539,Glendale / Harvard,34.144667,-118.248058,,bus
bus_13540,Glendale / Lomita,34.141336,-118.250064,,bus
bus_13541,Glendale / Los Feliz,34.12839,-118.252956,,bus
bus_13542,Glendale / Maple,34.138943,-118.251065,,bus
bus_13543,Glendale / Palmer,34.132414,-118.252304,,bus
bus_13544,Glendale / Windsor,34.137312,-118.251513,,bus
bus_13545,Glenoaks / Alameda,34.176667,-118.297812,,bus
bus_13546,Glenoaks / Providencia,34.179274,-118.301214,,bus
bus_13547,Glenoaks / Tujunga,34.181721,-118.303967,,bus
bus_13548,Glenoaks / Verdugo,34.181038,-118.303485,,bus
bus_13549,Grand / Venice,34.03598,-118.266348,,bus
bus_13551,Grand / 11th,34.041771,-118.261973,,bus
bus_13553,Grand / 14th,34.0374,-118.265438,,bus
bus_13554,Figueroa / Venice,34.037236,-118.270046,,bus
bus_13558,Grand / 23rd,34.028906,-118.270547,,bus
bus_13560,Grand / 3rd,34.052881,-118.251572,,bus
bus_13561,Grand / 5th,34.05007,-118.254268,,bus
bus_13562,Grand / 6th,34.048933,-118.255274,,bus
bus_13567,Grand / 7th,34.04654,-118.257495,,bus
bus_13568,Grand / 8th,34.045723,-118.258252,,bus
bus_13570,Jefferson / Grand,34.020515,-118.276456,,bus
bus_13572,Grand / Olympic,34.043258,-118.260565,,bus
bus_13573,Grand / 23rd,34.02931,-118.270634,,bus
bus_13574,Pico / Grand,34.038869,-118.264552,,bus
bus_13575,Grand / Washington,34.032937,-118.268322,,bus
bus_13576,Grand / Washington,34.032524,-118.268585,,bus
bus_13585,Harbor / 6th,33.73848,-118.280004,,bus
bus_13586,Hawthorne / Lennox,33.937926,-118.352769,,bus
bus_13587,Hawthorne / 104th,33.941554,-118.352787,,bus
bus_13588,Hawthorne / Century,33.945046,-118.352795,,bus
bus_13596,Hill / 4th,34.050438,-118.250406,,bus
bus_13597,Hill / 5th,34.048613,-118.252055,,bus
bus_13598,Hill / 6th,34.047228,-118.253407,,bus
bus_13600,Hill / 7th,34.045695,-118.254528,,bus
bus_13601,Hill / 8th,34.04431,-118.255798,,bus
bus_13602,Hill / 9th,34.043176,-118.256848,,bus
bus_13603,Hill / Olympic,34.041446,-118.25845,,bus
bus_13606,Hoover / Santa Monica Fwy,34.036723,-118.284151,,bus
bus_13608,Hoover / 24th,34.034538,-118.284134,,bus
bus_13609,Hoover / 28th,34.029504,-118.284097,,bus
bus_13610,Hoover / 30th,34.027122,-118.284099,,bus
bus_13612,Hoover / Adams,34.03143,-118.284123,,bus
bus_13613,Hoover / Washington,34.039671,-118.284224,,bus
bus_13617,Indiana / 6th,34.02819,-118.192452,,bus
bus_13618,Indiana / Whittier,34.024233,-118.192406,,bus
bus_13619,Inglewood / Century,33.945175,-118.36117,,bus
bus_13620,La Brea / Coliseum,34.018568,-118.355712,,bus
bus_13621,La Brea / Dockweiler,34.052081,-118.34426,,bus
bus_13625,La Brea / Hardy,33.949226,-118.3528,,bus
bus_13633,La Brea / Edgewood,34.054669,-118.343571,,bus
bus_13636,La Brea / Obama,34.021735,-118.355777,,bus
bus_13637,La Brea / Roseland,34.027408,-118.353727,,bus
bus_13638,La Brea / San Vicente,34.04983,-118.344334,,bus
bus_13639,La Brea / Tamarack,33.954947,-118.35255,,bus
bus_13640,La Brea / Venice,34.046208,-118.345438,,bus
bus_13641,La Brea / 1st,34.073726,-118.344145,,bus
bus_13643,La Brea / 23rd,34.036076,-118.349528,,bus
bus_13644,La Brea / 2nd,34.07125,-118.344174,,bus
bus_13645,La Brea / 3rd,34.069115,-118.344165,,bus
bus_13646,La Brea / 4th,34.06703,-118.344167,,bus
bus_13647,La Brea / 62nd,33.984,-118.358353,,bus
bus_13649,La Brea / 8th,34.060672,-118.344801,,bus
bus_13650,La Brea / 9th,34.059052,-118.345438,,bus
bus_13651,La Brea / Adams,34.032227,-118.351255,,bus
bus_13653,La Brea / Olympic,34.057451,-118.346022,,bus
bus_13654,La Brea / Pico,34.048051,-118.344749,,bus
bus_13655,Slauson / La Brea,33.988455,-118.35818,,bus
bus_13656,La Brea / Washington,34.040627,-118.347557,,bus
bus_13657,La Brea / Westhaven,34.028983,-118.352684,,bus
bus_13658,La Brea / Wilshire,34.062523,-118.344181,,bus
bus_13659,La Cienega / Airdrome,34.047248,-118.376304,,bus
bus_13660,La Cienega / Cashio,34.050853,-118.376297,,bus
bus_13661,La Cienega / Clemson,34.024362,-118.372343,,bus
bus_13662,La Cienega / Gregory,34.062394,-118.376273,,bus
bus_13663,La Cienega / Guthrie,34.040521,-118.377083,,bus
bus_13665,La Cienega / San Vicente,34.071824,-118.376567,,bus
bus_13666,La Cienega / Sawyer,34.04232,-118.376592,,bus
bus_13667,La Cienega / 18th,34.044688,-118.376953,,bus
bus_13668,3rd / La Cienega,34.073566,-118.376792,,bus
bus_13670,La Cienega / Jefferson,34.026129,-118.372249,,bus
bus_13671,La Cienega / Olympic,34.059196,-118.376305,,bus
bus_13672,La Cienega / Pico,34.053098,-118.376307,,bus
bus_13673,La Cienega / Whitworth,34.057193,-118.376303,,bus
bus_13675,La Tijera / Fairview,33.980042,-118.369537,,bus
bus_13677,Lake / Cordova,34.142318,-118.132477,,bus
bus_13680,Lake / Green,34.144341,-118.13248,,bus
bus_13682,Locust / Manchester,33.962019,-118.350281,,bus
bus_13684,Long Beach / Bennett,33.882761,-118.205441,,bus
bus_13687,Long Beach / Myrrh,33.892514,-118.20788,,bus
bus_13688,Olympic / Lorena,34.018891,-118.206293,,bus
bus_13695,Del Mar / Los Robles,34.140284,-118.141026,,bus
bus_13700,Main / 11th,34.039265,-118.258176,,bus
bus_13703,Main / 12th,34.037779,-118.259379,,bus
bus_13706,Main / 47th,33.999961,-118.273815,,bus
bus_13707,Main / 49th,33.998208,-118.273806,,bus
bus_13709,Main / 53rd,33.994111,-118.273789,,bus
bus_13712,Main / 59th,33.985917,-118.273766,,bus
bus_13714,Main / 9th,34.041362,-118.255611,,bus
bus_13716,Main / Pico,34.036791,-118.260178,,bus
bus_13717,Main / Vernon,34.003649,-118.273824,,bus
bus_13718,Main / 46th,34.001885,-118.273818,,bus
bus_13728,Mednik / 4th,34.031475,-118.163606,,bus
bus_13731,Mission / Broadway,34.099513,-118.10966,,bus
bus_13732,25965 Normandie,33.787348,-118.297652,,bus
bus_13734,Normandie / Exposition,34.017872,-118.300306,,bus
bus_13735,Normandie / Leighton,34.01295,-118.300289,,bus
bus_13738,Normandie / Santa Monica Fwy,34.037326,-118.300399,,bus
bus_13739,Normandie / 104th,33.942457,-118.300389,,bus
bus_13740,Normandie / 106th,33.940173,-118.300394,,bus
bus_13741,Normandie / 110th,33.935639,-118.30041,,bus
bus_13742,Normandie / 112th,33.932943,-118.300414,,bus
bus_13743,Normandie / 11th,34.05102,-118.300085,,bus
bus_13747,Normandie / 24th,34.034683,-118.30037,,bus
bus_13748,Normandie / 29th,34.02927,-118.30035,,bus
bus_13750,Normandie / 36th,34.022021,-118.300315,,bus
bus_13751,Normandie / 39th,34.015665,-118.300292,,bus
bus_13752,Normandie / 3rd,34.069193,-118.300477,,bus
bus_13753,Normandie / 42nd,34.007474,-118.300299,,bus
bus_13754,Normandie / 46th,34.002061,-118.300289,,bus
bus_13755,Normandie / 4th,34.066935,-118.300476,,bus
bus_13756,Normandie / 51st,33.997024,-118.300291,,bus
bus_13760,Normandie / 60th,33.986021,-118.300327,,bus
bus_13763,Normandie / 67th,33.978654,-118.30038,,bus
bus_13764,Normandie / 6th,34.063747,-118.300481,,bus
bus_13765,Normandie / 70th,33.976343,-118.300388,,bus
bus_13767,Normandie / 76th,33.971111,-118.300426,,bus
bus_13769,Normandie / 79th,33.967437,-118.30036,,bus
bus_13771,Normandie / 83rd,33.963401,-118.300362,,bus
bus_13772,Normandie / 89th,33.956831,-118.300358,,bus
bus_13773,Normandie / 92nd,33.952885,-118.300363,,bus
bus_13774,Normandie / 95th,33.949258,-118.300374,,bus
bus_13775,Normandie / 98th,33.947136,-118.300379,,bus
bus_13776,Normandie / Adams,34.032463,-118.300355,,bus
bus_13777,Normandie / Century,33.945683,-118.300377,,bus
bus_13778,Normandie / Florence,33.974788,-118.300402,,bus
bus_13779,Normandie / Gage,33.98249,-118.300358,,bus
bus_13781,Normandie / Wilshire,34.061243,-118.30066,,bus
bus_13782,Normandie / Jefferson,34.025244,-118.300353,,bus
bus_13783,Normandie / Manchester,33.960208,-118.300367,,bus
bus_13784,Normandie / Olympic,34.052355,-118.3001,,bus
bus_13785,Normandie / Pico,34.046961,-118.300246,,bus
bus_13786,Normandie / Slauson,33.989286,-118.300306,,bus
bus_13787,Normandie / Venice,34.043924,-118.300476,,bus
bus_13788,Normandie / Vernon,34.003877,-118.300289,,bus
bus_13789,Normandie / Washington,34.040168,-118.300505,,bus
bus_13790,Normandie / Wilshire,34.06145,-118.300251,,bus
bus_13797,Pacific / Hamilton,33.722587,-118.288129,,bus
bus_13799,Pacific / Riverdale,34.138856,-118.264528,,bus
bus_13800,Pacific / Shepard,33.707191,-118.288096,,bus
bus_13801,Pacific / Vine,34.140967,-118.264531,,bus
bus_13802,Pacific / 11th,33.734369,-118.288074,,bus
bus_13803,Pacific / 15th,33.730739,-118.288095,,bus
bus_13804,Pacific / 17th,33.728929,-118.288105,,bus
bus_13805,Pacific / 19th,33.727104,-118.288122,,bus
bus_13806,Pacific / 21st,33.725016,-118.287822,,bus
bus_13809,Pacific / 22nd,33.724384,-118.288129,,bus
bus_13810,Pacific / 26th,33.720746,-118.28811,,bus
bus_13811,Pacific / 28th,33.71896,-118.288094,,bus
bus_13812,Pacific / 30th,33.717119,-118.288088,,bus
bus_13813,Pacific / 32nd,33.7153,-118.288085,,bus
bus_13814,Pacific / 34th,33.713497,-118.288082,,bus
bus_13815,Pacific / 36th,33.711266,-118.288084,,bus
bus_13816,Pacific / 38th,33.709362,-118.288084,,bus
bus_13817,Pacific / 3rd,33.741217,-118.288042,,bus
bus_13818,Pacific / 5th,33.739807,-118.28805,,bus
bus_13822,Pacific / 9th,33.736213,-118.288064,,bus
bus_13823,Pacific / Colorado,34.142247,-118.264522,,bus
bus_13825,Palos Verdes / Seahill,33.744557,-118.391532,,bus
bus_13826,Prairie / 104th,33.941562,-118.34406,,bus
bus_13827,Prairie / 120th,33.923421,-118.344032,,bus
bus_13828,Prairie / Century,33.945192,-118.344068,,bus
bus_13830,Robertson / Airdrome,34.049046,-118.385546,,bus
bus_13831,Robertson / Beverlywood,34.038452,-118.388504,,bus
bus_13832,Robertson / Burton,34.071997,-118.383598,,bus
bus_13833,Robertson / Cashio,34.052381,-118.384208,,bus
bus_13834,Robertson / Cattaraugus,34.034615,-118.389526,,bus
bus_13836,Robertson / Gregory,34.062679,-118.38368,,bus
bus_13837,Robertson / Kincardine,34.033108,-118.389991,,bus
bus_13839,Robertson / Sawyer,34.044648,-118.386819,,bus
bus_13840,Robertson / 24th,34.039901,-118.388111,,bus
bus_13841,Robertson / 3rd,34.07334,-118.383901,,bus
bus_13842,Robertson / Olympic,34.059115,-118.383763,,bus
bus_13843,Robertson / Whitworth,34.056831,-118.383812,,bus
bus_13844,Rosemead / Del Mar,34.142457,-118.073479,,bus
bus_13846,Rosemead / Huntington,34.13002,-118.073293,,bus
bus_13851,San Fernando / Providencia,34.177283,-118.30403,,bus
bus_13853,San Gabriel / California,34.13546,-118.09446,,bus
bus_13857,San Gabriel / Kinghurst,34.124763,-118.090262,,bus
bus_13859,San Gabriel / Morningside,34.144049,-118.094751,,bus
bus_13862,San Gabriel / San Pasqual,34.137581,-118.094707,,bus
bus_13863,San Gabriel / Shakespeare,34.130108,-118.092709,,bus
bus_13864,San Pedro / 110th,33.936174,-118.26936,,bus
bus_13865,San Pedro / 104th,33.941804,-118.269365,,bus
bus_13866,San Pedro / 108th,33.938092,-118.269304,,bus
bus_13867,San Pedro / 111th,33.934267,-118.26948,,bus
bus_13868,San Pedro / 11th,34.035066,-118.252119,,bus
bus_13869,San Pedro / 12th,34.033576,-118.253551,,bus
bus_13872,San Pedro / 14th,34.031249,-118.254841,,bus
