stop_id,stop_name,stop_lat,stop_lon,location_type,feed
bus_5668,Vermont / 60th,33.985733,-118.291311,,bus
bus_5669,Vermont / 66th,33.979434,-118.291464,,bus
bus_5673,Vermont / 76th,33.970979,-118.291467,,bus
bus_5674,Vermont / 79th,33.96811,-118.291477,,bus
bus_5675,Vermont / 7th,34.060054,-118.291474,,bus
bus_5676,Vermont / 81st,33.965703,-118.291489,,bus
bus_5678,Vermont / 88th,33.958223,-118.291535,,bus
bus_5679,Vermont / 8th,34.057625,-118.291472,,bus
bus_5680,Vermont / 90th,33.954852,-118.291382,,bus
bus_5681,Vermont / 92nd,33.952662,-118.291387,,bus
bus_5682,Burbank / Whitsett,34.172024,-118.404869,,bus
bus_5683,Vermont / 94th,33.951242,-118.291392,,bus
bus_5685,Vermont / James M Wood,34.055776,-118.291466,,bus
bus_5686,Vermont / Adams,34.033045,-118.291383,,bus
bus_5689,Vermont / Colden,33.948917,-118.291401,,bus
bus_5690,Vermont / Florence,33.975181,-118.291446,,bus
bus_5691,Vermont / Gage,33.982438,-118.291316,,bus
bus_5692,Vermont / Imperial,33.930786,-118.29143,,bus
bus_5694,Vermont / Manchester,33.960306,-118.291513,,bus
bus_5695,Vermont / Olympic,34.052324,-118.29145,,bus
bus_5697,Vermont / Sepulveda,33.810415,-118.290179,,bus
bus_5699,Vermont / Torrance,33.841903,-118.28987,,bus
bus_5702,Vermont / Wilshire,34.062079,-118.291474,,bus
bus_5708,Western / Exposition,34.017987,-118.309045,,bus
bus_5710,Western / Santa Monica Fwy,34.037509,-118.308827,,bus
bus_5713,Western / Venice,34.04409,-118.308861,,bus
bus_5714,Western / 104th,33.94171,-118.308859,,bus
bus_5717,Western / 108th,33.937937,-118.308868,,bus
bus_5718,Western / 110th,33.935079,-118.308861,,bus
bus_5720,Western / 11th,34.050701,-118.308889,,bus
bus_5721,Western / 1st,34.073574,-118.308973,,bus
bus_5723,Western / 29th,34.028122,-118.308766,,bus
bus_5724,Western / 2nd,34.071021,-118.308964,,bus
bus_5725,Western / 36th,34.021753,-118.308735,,bus
bus_5726,3rd / La Verne,34.033522,-118.159141,,bus
bus_5727,Western / 38th,34.016812,-118.30874,,bus
bus_5728,Western / 39th,34.014473,-118.308748,,bus
bus_5729,Western / 3rd,34.068631,-118.308951,,bus
bus_5730,Western / 42nd,34.007142,-118.308754,,bus
bus_5731,Western / 48th,33.999945,-118.308761,,bus
bus_5733,Western / 51st,33.995851,-118.308769,,bus
bus_5734,Western / 54th,33.993532,-118.308777,,bus
bus_5739,Western / 5th,34.065633,-118.30894,,bus
bus_5740,Western / 60th,33.985764,-118.308791,,bus
bus_5742,Western / 67th,33.978369,-118.3088,,bus
bus_5743,Western / 69th,33.976866,-118.308807,,bus
bus_5744,Glenoaks / Central,34.159204,-118.257507,,bus
bus_5745,Reseda / Roscoe,34.221004,-118.536238,,bus
bus_5746,Western / 76th,33.97079,-118.308818,,bus
bus_5747,Western / 79th,33.967174,-118.308824,,bus
bus_5748,Western / 7th,34.05956,-118.308915,,bus
bus_5749,Western / 83rd,33.96394,-118.308829,,bus
bus_5750,Western / 89th,33.95621,-118.30884,,bus
bus_5751,Western / 8th,34.057521,-118.308914,,bus
bus_5752,Western / 92nd,33.952583,-118.308837,,bus
bus_5753,Western / 96th,33.948541,-118.308848,,bus
bus_5754,Slauson / Ruthelen,33.98927,-118.312763,,bus
bus_5755,Western / 9th,34.055732,-118.308914,,bus
bus_5756,Western / Adams,34.032516,-118.308805,,bus
bus_5759,Western / Century,33.945612,-118.308834,,bus
bus_5760,Western / Florence,33.97494,-118.30881,,bus
bus_5762,Western / Gage,33.982246,-118.308794,,bus
bus_5763,Imperial / Western,33.930853,-118.308714,,bus
bus_5765,Rowena / Hyperion,34.109028,-118.271184,,bus
bus_5766,Rowena / Hyperion,34.109215,-118.271087,,bus
bus_5767,Western / Jefferson,34.025349,-118.308745,,bus
bus_5768,1st / Pine,33.768144,-118.192132,,bus
bus_5769,Western / Manchester,33.959667,-118.308823,,bus
bus_5771,Wilshire / 23rd,34.033341,-118.480987,,bus
bus_5772,Wilshire / 23rd,34.033441,-118.480415,,bus
bus_5774,Western / Washington,34.039729,-118.308838,,bus
bus_5775,Western / Wilshire,34.062058,-118.308924,,bus
bus_5777,Wilshire / 14th,34.026791,-118.488659,,bus
bus_5778,Weymouth / 7th,33.737795,-118.309566,,bus
bus_5779,7th / Walker,33.737852,-118.303025,,bus
bus_5780,Weymouth / 9th,33.736393,-118.309574,,bus
bus_5781,Willowbrook / 121st,33.922069,-118.234086,,bus
bus_5782,Willowbrook / 124th,33.919686,-118.232827,,bus
bus_5783,Westchester / Airport,33.952749,-118.386358,,bus
bus_5784,Willowbrook / Cocoa,33.889098,-118.223434,,bus
bus_5785,Willowbrook / 130th,33.914232,-118.229977,,bus
bus_5786,Willowbrook / El Segundo,33.916043,-118.230921,,bus
bus_5788,Willowbrook / Greenleaf,33.881438,-118.222912,,bus
bus_5789,Willowbrook / Stockwell,33.911193,-118.228367,,bus
bus_5790,Willowbrook / Caldwell,33.884887,-118.223175,,bus
bus_5791,Willowbrook / Compton,33.895739,-118.223843,,bus
bus_5794,Slauson / Paramount,33.973657,-118.113035,,bus
bus_5795,Wilmington / 119th,33.925148,-118.238904,,bus
bus_5802,Slauson / Rosemead,33.971204,-118.10525,,bus
bus_5803,The Shops At Santa Anita,34.132873,-118.050514,,bus
bus_5804,San Antonio / Firestone,33.909313,-118.075904,,bus
bus_5805,San Antonio / Foster,33.907601,-118.077155,,bus
bus_5807,San Antonio / Orange,33.904139,-118.080724,,bus
bus_5810,Sepulveda / Skirball Center,34.124887,-118.478287,,bus
bus_5811,San Fernando / Sheldon,34.239271,-118.393521,,bus
bus_5812,San Fernando Mission / Celis,34.283587,-118.443983,,bus
bus_5814,San Fernando Mission / Hollister,34.282081,-118.445594,,bus
bus_5815,San Fernando Mission / Kewen,34.281139,-118.446887,,bus
bus_5816,Passons / Slauson,33.967932,-118.097597,,bus
bus_5818,San Fernando / Allen,34.171602,-118.295771,,bus
bus_5820,San Fernando / Arvilla,34.210228,-118.356251,,bus
bus_5821,San Fernando / Astoria,34.296317,-118.455252,,bus
bus_5822,Santa Monica / Edgemont,34.09099,-118.296224,,bus
bus_5823,San Fernando / Branford,34.248206,-118.402961,,bus
bus_5824,San Fernando / Cobalt,34.307099,-118.469216,,bus
bus_5825,San Fernando / Del Sur,34.277049,-118.433505,,bus
bus_5826,San Fernando / Desmond,34.274441,-118.430737,,bus
bus_5827,San Fernando / El Casco,34.303378,-118.4644,,bus
bus_5828,San Fernando / Doran,34.152935,-118.275133,,bus
bus_5829,San Fernando / Filmore,34.269045,-118.42502,,bus
bus_5830,San Fernando / Grandview,34.161755,-118.282712,,bus
bus_5832,San Fernando / Kagel Canyon,34.257138,-118.412397,,bus
bus_5833,San Fernando / Lakeside,34.301004,-118.461337,,bus
bus_5834,San Fernando / Lankershim,34.233437,-118.38734,,bus
bus_5835,San Fernando / Magnolia,34.130665,-118.260831,,bus
bus_5836,San Fernando / Montague,34.251185,-118.406093,,bus
bus_5837,Sun Valley Metrolink Station,34.22175,-118.372681,,bus
bus_5838,San Fernando / Osborne,34.254142,-118.409231,,bus
bus_5842,San Fernando / Penrose,34.224811,-118.3772,,bus
bus_5843,San Fernando / Pierce,34.263101,-118.418711,,bus
bus_5844,San Fernando / Polk,34.299142,-118.458936,,bus
bus_5846,San Fernando / Rosedale,34.16415,-118.285536,,bus
bus_5848,San Fernando / Roxford,34.309995,-118.472961,,bus
bus_5849,San Fernando / Brand,34.123723,-118.25469,,bus
bus_5851,San Fernando / Sonora,34.165966,-118.288029,,bus
bus_5852,San Fernando / Clybourn,34.216216,-118.364506,,bus
bus_5853,San Fernando / Sunland,34.219102,-118.368782,,bus
bus_5854,San Fernando / Terra Bella,34.260117,-118.415549,,bus
bus_5856,San Fernando / Truesdale,34.242261,-118.396639,,bus
bus_5857,San Fernando / Tuxford,34.227361,-118.380689,,bus
bus_5858,Ventura / Fruitland,34.138796,-118.365583,,bus
bus_5859,San Fernando / Van Nuys,34.266378,-118.42219,,bus
bus_5861,San Fernando / California,34.149914,-118.273242,,bus
bus_5862,San Fernando / Chevy Chase,34.133267,-118.2622,,bus
bus_5864,San Fernando / Cerritos,34.125815,-118.256827,,bus
bus_5865,San Fernando / Los Feliz,34.128613,-118.259255,,bus
bus_5866,Westchester / Airport,33.952545,-118.386359,,bus
bus_5867,San Fernando / Western,34.168789,-118.291906,,bus
bus_5868,San Fernando / Wicks,34.23628,-118.390354,,bus
bus_5869,Long Beach / 10th,33.779252,-118.189514,,bus
bus_5871,San Gabriel / Rose,34.121816,-118.091131,,bus
bus_5872,Wilshire / 17th,34.0291,-118.486247,,bus
bus_5874,Venice / Harvard,34.043472,-118.304186,,bus
bus_5876,Olympic / Mateo,34.026162,-118.232412,,bus
bus_5877,San Gabriel / Rose,34.121715,-118.091448,,bus
bus_5878,Compton / 118th,33.925795,-118.246139,,bus
bus_5879,Historic Broadway Layover,34.051883,-118.246961,,bus
bus_5881,San Pedro / 79th,33.968024,-118.269634,,bus
bus_5883,San Pedro / 16th,34.030081,-118.255996,,bus
bus_5886,San Vicente / Cynthia,34.086964,-118.385509,,bus
bus_5895,Sepulveda / Exposition,34.03573,-118.43443,,bus
bus_5896,Eastern / Harbor,34.003874,-118.159061,,bus
bus_5897,Commerce / Jillson,34.000127,-118.155594,,bus
bus_5898,San Vicente / Gracie Allen,34.074827,-118.37839,,bus
bus_5909,San Vicente / Carrillo Layover,34.061077,-118.367703,,bus
bus_5911,Broadway / 2nd,34.052206,-118.246653,,bus
bus_5913,Central / 108th,33.938132,-118.254309,,bus
bus_5917,Santa Monica / Avenue Of The Stars,34.06154,-118.417966,,bus
bus_5918,Santa Monica / Century Park East,34.063159,-118.4156,,bus
bus_5919,Central / Victoria,33.86723,-118.24879,,bus
bus_5924,Central / 120th,33.923256,-118.254166,,bus
bus_5926,Victory / Chandler,34.180337,-118.319936,,bus
bus_5927,Victory / Chandler,34.181141,-118.319994,,bus
bus_5928,Slauson / Paramount,33.973442,-118.113232,,bus
bus_5929,Slauson / Rosemead,33.970965,-118.105367,,bus
bus_5931,Santa Ana / Atlantic,33.960801,-118.186002,,bus
bus_5932,Santa Ana / California,33.962741,-118.204447,,bus
bus_5933,Santa Ana / Cypress,33.963922,-118.215774,,bus
bus_5934,Santa Ana / Mountain View,33.964306,-118.219212,,bus
bus_5935,Santa Ana / Otis,33.961732,-118.194865,,bus
bus_5936,Wilshire / Whittier,34.066968,-118.414471,,bus
bus_5937,Santa Ana / San Gabriel,33.962365,-118.200927,,bus
bus_5939,Santa Ana / Victoria,33.963407,-118.208884,,bus
bus_5940,Santa Anita / Daines,34.103607,-118.029623,,bus
bus_5942,Santa Anita / Freer,34.100337,-118.029014,,bus
bus_5943,Santa Anita / Linda Rae,34.126199,-118.031009,,bus
bus_5944,Santa Anita / Naomi,34.124347,-118.030972,,bus
bus_5945,Santa Anita / West Hondo,34.09663,-118.028289,,bus
bus_5946,Santa Anita / Wistaria,34.117621,-118.030831,,bus
bus_5947,4900 Santa Anita,34.094537,-118.02703,,bus
bus_5948,Santa Anita / Bodger,34.064174,-118.042473,,bus
bus_5949,Santa Anita / Bryant,34.081798,-118.034757,,bus
bus_5951,Santa Anita / Garvey,34.063067,-118.042343,,bus
bus_5952,Santa Anita / Lower Azusa,34.091951,-118.026273,,bus
bus_5953,Figueroa / Sunset,34.061847,-118.246583,,bus
bus_5954,Santa Anita / McGirk,34.086001,-118.029465,,bus
bus_5955,Santa Anita / Mildred,34.066971,-118.042269,,bus
bus_5956,Santa Anita / Mulhall,34.088887,-118.027263,,bus
bus_5957,Rosemead / San Gabriel,34.028227,-118.067999,,bus
bus_5958,Santa Anita / Tyler,34.084937,-118.031099,,bus
bus_5959,Santa Anita / Main,34.075347,-118.041162,,bus
bus_5960,Broadway / 87th,33.958477,-118.278371,,bus
bus_5961,Santa Anita Fashion Park,34.134363,-118.054144,,bus
bus_5962,Venice / Arlington,34.043434,-118.317385,,bus
bus_5966,Santa Gertrudes / Leffingwell,33.931485,-117.993033,,bus
bus_5967,Santa Gertrudes / Santa Fe,33.935939,-117.99296,,bus
bus_5969,Broadway / 4th,34.014938,-118.493901,,bus
bus_5973,Redondo Beach / Artesia,33.873181,-118.354037,,bus
bus_5974,Santa Monica / 14th,34.023921,-118.485713,,bus
bus_5977,Santa Monica / 20th,34.028798,-118.479672,,bus
bus_5979,Santa Monica / 26th,34.033139,-118.47433,,bus
bus_5980,Crescent Heights / Fountain,34.094274,-118.365808,,bus
bus_5985,Santa Monica / Crescent,34.07316,-118.401266,,bus
bus_5989,Crescent Heights / Sunset,34.097842,-118.365575,,bus
bus_5991,Santa Monica / Corinth,34.046019,-118.449668,,bus
bus_5995,Santa Monica / Formosa,34.090608,-118.346397,,bus
bus_5996,Kinross / Gayley,34.060133,-118.446807,,bus
bus_5997,Verdugo / San Fernando,34.17874,-118.305417,,bus
bus_5998,Topanga Canyon / Valerio,34.204934,-118.605792,,bus
bus_5999,Topanga Canyon / Valerio,34.204385,-118.606104,,bus
bus_6001,Santa Monica / Lincoln,34.019284,-118.491432,,bus
bus_6002,Santa Monica / Alexandria,34.090721,-118.298048,,bus
bus_6004,Santa Monica / Beverly,34.076987,-118.3957,,bus
bus_6006,Santa Monica / Camden,34.070097,-118.405742,,bus
bus_6007,Goodrich / Whittier,34.019415,-118.15362,,bus
bus_6009,Santa Monica / Crescent Heights,34.090656,-118.365587,,bus
bus_6011,Santa Monica / Sierra Bonita,34.090662,-118.354433,,bus
bus_6012,Santa Monica / Doheny,34.080956,-118.389398,,bus
bus_6013,Santa Monica / Edgemont,34.090734,-118.296221,,bus
bus_6014,Santa Monica / Fairfax,34.090704,-118.361716,,bus
bus_6015,Santa Monica / Fuller,34.090654,-118.349539,,bus
bus_6016,Santa Monica / Genesee,34.090953,-118.358355,,bus
bus_6017,Santa Monica / Gower,34.090625,-118.322426,,bus
bus_6018,Santa Monica / Highland,34.090855,-118.338921,,bus
bus_6019,Santa Monica / Highland,34.090574,-118.33819,,bus
bus_6020,Santa Monica / Hobart,34.090632,-118.304838,,bus
bus_6021,Santa Monica / Hoover,34.090756,-118.284741,,bus
bus_6022,Santa Monica / Kings,34.090582,-118.371895,,bus
bus_6023,Santa Monica / La Brea,34.090595,-118.344297,,bus
bus_6024,Santa Monica / La Peer,34.082797,-118.386722,,bus
bus_6025,Santa Monica / Las Palmas,34.090603,-118.336439,,bus
bus_6026,Santa Monica / Madison,34.09075,-118.289451,,bus
bus_6028,Santa Monica / Orange,34.090594,-118.341773,,bus
bus_6031,Santa Monica / Sweetzer,34.090592,-118.370445,,bus
bus_6032,Santa Monica / Van Ness,34.090637,-118.315893,,bus
bus_6033,Santa Monica / Vermont,34.090771,-118.29203,,bus
bus_6034,Santa Monica / Virgil,34.090742,-118.286914,,bus
bus_6035,State / Liberty,33.960847,-118.211159,,bus
bus_6036,Santa Monica / Wilton,34.09064,-118.313726,,bus
bus_6037,Santa Monica / Overland,34.051273,-118.432985,,bus
bus_6039,Santa Monica / Barrington,34.043754,-118.455783,,bus
bus_6040,Santa Monica / Beverly Glen,34.057689,-118.423718,,bus
bus_6041,Santa Monica / Bundy,34.040566,-118.463037,,bus
bus_6042,Sepulveda / Santa Monica,34.047254,-118.444179,,bus
bus_6044,Daly / Main,34.066112,-118.215594,,bus
bus_6045,Santa Monica / San Vicente,34.084954,-118.384397,,bus
bus_6048,Santa Monica / Thayer,34.05582,-118.426429,,bus
bus_6049,Santa Monica / Veteran,34.048733,-118.440212,,bus
bus_6050,Santa Monica / Wilshire,34.066822,-118.410488,,bus
bus_6052,Santa Monica / Vista,34.090641,-118.352138,,bus
bus_6053,Santa Monica / Century Park West,34.059147,-118.420913,,bus
bus_6055,Santa Monica / Westbourne,34.087544,-118.379455,,bus
bus_6056,Santa Monica / Western,34.090912,-118.309493,,bus
bus_6057,Santa Monica / Westholme,34.053986,-118.429091,,bus
bus_6058,Santa Monica / Westwood,34.049866,-118.436223,,bus
bus_6059,Santa Monica / Wilcox,34.090613,-118.331145,,bus
bus_6061,Rosemead / Slauson,33.971197,-118.104747,,bus
bus_6062,Rosemead / Slauson,33.970767,-118.105262,,bus
bus_6063,Wilshire / Santa Monica,34.066966,-118.411211,,bus
bus_6065,Santa Rosalia / Buckingham,34.01215,-118.342054,,bus
bus_6066,Santa Rosalia / Hillcrest,34.01374,-118.34629,,bus
bus_6067,Santa Rosalia / West,34.012821,-118.344475,,bus
bus_6069,Saticoy / Bellaire,34.205561,-118.409618,,bus
bus_6070,Saticoy / Whitsett,34.205171,-118.406382,,bus
bus_6071,Saticoy / Amestoy,34.208294,-118.505172,,bus
bus_6072,Saticoy / Atoll,34.20787,-118.421232,,bus
bus_6073,Saticoy / Balboa,34.208299,-118.501299,,bus
bus_6074,Saticoy / Beck,34.208372,-118.383572,,bus
bus_6075,Saticoy / Canoga,34.208174,-118.597665,,bus
bus_6076,Saticoy / Coldwater Canyon,34.206555,-118.414568,,bus
bus_6077,Saticoy / Corbin,34.20823,-118.561938,,bus
bus_6078,Saticoy / De Soto,34.208183,-118.588146,,bus
bus_6080,Saticoy / Encino,34.208282,-118.513904,,bus
bus_6081,Saticoy / Ethel,34.207298,-118.418339,,bus
bus_6082,Saticoy / Etiwanda,34.208276,-118.53185,,bus
bus_6083,Saticoy / Fair,34.208364,-118.374841,,bus
bus_6084,Saticoy / Fallbrook,34.208134,-118.623589,,bus
bus_6086,Saticoy / Farralone,34.208154,-118.610479,,bus
bus_6087,Saticoy / Gloria,34.208346,-118.479466,,bus
bus_6088,Saticoy / Haskell,34.208352,-118.474588,,bus
bus_6090,Saticoy / Lankershim,34.208374,-118.388028,,bus
bus_6091,Saticoy / Laurel Canyon,34.208379,-118.396667,,bus
bus_6092,Saticoy / Lindley,34.208289,-118.526988,,bus
bus_6093,Saticoy / Louise,34.208295,-118.509528,,bus
bus_6094,Saticoy / Lurline,34.208187,-118.583784,,bus
bus_6095,Saticoy / Mason,34.208206,-118.579418,,bus
bus_6096,Saticoy / Noble,34.208364,-118.461494,,bus
bus_6097,Saticoy / Oakdale,34.208219,-118.566793,,bus
bus_6098,Saticoy / Orion,34.208345,-118.470731,,bus
bus_6099,Saticoy / Oso,34.208208,-118.575538,,bus
bus_6100,Saticoy / Owensmouth,34.208168,-118.601257,,bus
bus_6101,Saticoy / Radford,34.208376,-118.391887,,bus
bus_6102,Saticoy / Reseda,34.208276,-118.536209,,bus
bus_6103,Saticoy / Rhea,34.208264,-118.541352,,bus
bus_6104,Saticoy / Royer,34.208372,-118.628099,,bus
bus_6105,Saticoy / Sale,34.208129,-118.619217,,bus
bus_6106,Saticoy / Sepulveda,34.208361,-118.465859,,bus
bus_6107,Saticoy / Shadyglade,34.208385,-118.402501,,bus
bus_6108,Saticoy / Shirley,34.208248,-118.557576,,bus
bus_6109,Saticoy / Shoup,34.208143,-118.614858,,bus
bus_6110,Saticoy / Tampa,34.208246,-118.553689,,bus
bus_6111,Saticoy / Tobias,34.208374,-118.452173,,bus
bus_6112,Saticoy / Topanga Canyon,34.208157,-118.60563,,bus
bus_6113,Saticoy / Tujunga,34.208369,-118.379213,,bus
bus_6114,Saticoy / Vanalden,34.20826,-118.548824,,bus
bus_6115,Saticoy / Variel,34.208181,-118.593025,,bus
bus_6116,Saticoy / Varna,34.2086,-118.424907,,bus
bus_6117,Saticoy / White Oak,34.208283,-118.518759,,bus
bus_6118,Saticoy / Wilbur,34.208261,-118.544968,,bus
bus_6119,Saticoy / Winnetka,34.208222,-118.570667,,bus
bus_6120,Saticoy / Woodley,34.208347,-118.483339,,bus
bus_6121,Saticoy / Zelzah,34.208286,-118.523128,,bus
bus_6122,Sayre / Eldridge,34.317936,-118.424865,,bus
bus_6123,Sayre / Eldridge,34.317973,-118.42515,,bus
bus_6124,Avenue 21 / Barranca,34.077035,-118.221534,,bus
bus_6125,Sepulveda / 8th,33.883641,-118.39614,,bus
bus_6126,Sayre / Gladstone,34.312668,-118.431094,,bus
bus_6129,Anaheim / Magnolia,33.782745,-118.198332,,bus
bus_6132,Westchester / Jetway,33.95339,-118.391431,,bus
bus_6133,Westchester / Jetway,33.953243,-118.391599,,bus
bus_6136,Pacific Coast Highway / Mariposa,33.923362,-118.396433,,bus
bus_6137,Sepulveda / Camarillo,34.157461,-118.465992,,bus
bus_6138,Sepulveda / Chase,34.224512,-118.467531,,bus
bus_6139,Sepulveda Station,34.182919,-118.467975,,bus
bus_6140,Sepulveda Station,34.18273,-118.467969,,bus
bus_6142,Sepulveda / Devonshire,34.257515,-118.467236,,bus
bus_6143,6th / Vermont,34.06374,-118.292089,,bus
bus_6144,Sepulveda / Getty Center,34.088963,-118.474713,,bus
bus_6145,Aviation / Century,33.945766,-118.378637,,bus
bus_6146,Sepulveda / Hesby,34.162009,-118.466011,,bus
bus_6147,Sepulveda / Lanark,34.218496,-118.466465,,bus
bus_6148,Aviation / Century,33.945764,-118.378327,,bus
bus_6149,Wilshire / Bonsall,34.05456,-118.455505,,bus
bus_6150,Studebaker / Dollison,33.934956,-118.098434,,bus
bus_6152,Sepulveda / Oxnard,34.17926,-118.466011,,bus
bus_6153,Sepulveda / Parthenia,34.227986,-118.467468,,bus
bus_6154,Sepulveda / Plummer,34.243067,-118.467373,,bus
bus_6155,Sepulveda / Rayen,34.232193,-118.467451,,bus
bus_6156,Sepulveda / Raymer,34.214071,-118.465987,,bus
bus_6157,Sepulveda / Rinaldi,34.278792,-118.468898,,bus
bus_6158,Sepulveda / Roscoe,34.221693,-118.467558,,bus
bus_6160,Sepulveda / Saticoy,34.208322,-118.466038,,bus
bus_6161,Sepulveda / Sherman Way,34.201468,-118.466033,,bus
bus_6162,Sepulveda / Stagg,34.211943,-118.466035,,bus
bus_6163,Arleta / Van Nuys,34.253601,-118.438432,,bus
bus_6164,Sunland / Nettleton,34.224362,-118.365778,,bus
bus_6165,Sepulveda / Valerio,34.204686,-118.466034,,bus
bus_6167,San Fernando / Humboldt,34.076704,-118.222548,,bus
bus_6168,Sepulveda / Ventura,34.15429,-118.466007,,bus
bus_6170,Ventura / De Soto,34.166316,-118.58861,,bus
bus_6171,Bellflower / Hall,33.931446,-118.125305,,bus
bus_6172,Seville / Broadway,33.966255,-118.222307,,bus
bus_6173,Seville / Grand,33.968719,-118.222314,,bus
bus_6175,Seville / Live Oak,33.971242,-118.222324,,bus
bus_6177,Van Nuys / Oxnard,34.17962,-118.448906,,bus
bus_6178,Seville / Santa Ana,33.964598,-118.222342,,bus
bus_6179,Shepard / Gaffey,33.706853,-118.29252,,bus
bus_6180,Shepard / Carolina,33.706857,-118.290817,,bus
bus_6182,Sherman Way / Varna,34.201079,-118.424862,,bus
bus_6183,Sherman Way / Enfield,34.20089,-118.524223,,bus
bus_6184,Sherman Way / Gloria,34.201064,-118.479464,,bus
bus_6185,Sherman Way / Jamieson,34.200901,-118.522202,,bus
bus_6186,Sherman Way / Radford,34.201115,-118.392277,,bus
bus_6187,Sherman Way / Rubio,34.201061,-118.495845,,bus
bus_6188,Sherman Way / Amestoy,34.201031,-118.505158,,bus
bus_6189,Sherman Way / Amigo,34.201013,-118.538749,,bus
bus_6191,Sherman Way / Balboa,34.201044,-118.500799,,bus
bus_6192,Sherman Way / Beck,34.201112,-118.383526,,bus
bus_6193,Sherman Way / Bellaire,34.201089,-118.40909,,bus
bus_6194,Sherman Way / Canoga,34.200905,-118.597293,,bus
bus_6195,Sherman Way / Coldwater Canyon,34.201092,-118.413988,,bus
bus_6196,Central / 1st,34.048483,-118.239016,,bus
bus_6197,Sherman Way / De Soto,34.20086,-118.588131,,bus
bus_6198,5th / San Pedro,34.044397,-118.244139,,bus
bus_6199,Sherman Way / Ethel,34.201085,-118.418317,,bus
bus_6200,Sepulveda / Federal Building Roadway,34.05237,-118.448077,,bus
bus_6201,Sherman Way / Eton,34.200911,-118.595632,,bus
bus_6202,Avenida Cesar Chavez / Westcott,34.040784,-118.15362,,bus
bus_6203,Sherman Way / Fallbrook,34.200869,-118.623062,,bus
bus_6204,Sherman Way / Farralone,34.200891,-118.609992,,bus
bus_6205,Sherman Way / Fulton,34.20108,-118.422193,,bus
bus_6206,Sherman Way / Haskell,34.201071,-118.475089,,bus
bus_6207,Sherman Way / Hayvenhurst,34.201036,-118.492061,,bus
bus_6208,Fresno / 4th,34.035848,-118.200549,,bus
bus_6210,Sherman Way / Lankershim,34.201114,-118.387448,,bus
bus_6211,Sherman Way / Laurel Canyon,34.200473,-118.396166,,bus
bus_6212,Sherman Way / Lindley,34.200933,-118.527484,,bus
bus_6213,Sherman Way / Louise,34.201029,-118.509523,,bus
bus_6214,Sherman Way / Lurline,34.200867,-118.583766,,bus
bus_6215,Sherman Way / Mason,34.200869,-118.579404,,bus
bus_6216,Sherman Way / Maynard,34.200879,-118.61992,,bus
bus_6217,Sherman Way / Corbin,34.200904,-118.561929,,bus
bus_6218,Sherman Way / Orion,34.201052,-118.470713,,bus
bus_6219,Sherman Way / Oso,34.200876,-118.575038,,bus
bus_6220,Sherman Way / Owensmouth,34.2009,-118.601737,,bus
bus_6221,Sherman Way / Ranchito,34.201083,-118.435267,,bus
bus_6222,Sherman Way / Etiwanda,34.200938,-118.531344,,bus
bus_6223,Sherman Way / Royer,34.200808,-118.62793,,bus
bus_6224,Sherman Way / Kester,34.201083,-118.4576,,bus
bus_6225,Sherman Way / Sepulveda,34.201079,-118.465845,,bus
bus_6226,Sherman Way / Shirley,34.200894,-118.557566,,bus
bus_6227,Sherman Way / Shoup,34.200886,-118.614338,,bus
bus_6228,Sherman Way / Tampa,34.200906,-118.553197,,bus
bus_6229,Sherman Way / Topanga Canyon,34.200897,-118.605577,,bus
bus_6230,Sherman Way / Fair,34.201107,-118.374825,,bus
bus_6231,Sherman Way / Hazeltine,34.201084,-118.439659,,bus
bus_6233,Sherman Way / Vanalden,34.200902,-118.549315,,bus
bus_6234,Sherman Way / Variel,34.200841,-118.5925,,bus
bus_6235,Union / 12th,34.045976,-118.27601,,bus
bus_6236,White Oak / Sherman Way,34.201489,-118.518436,,bus
bus_6237,Sherman Way / Whitsett,34.20108,-118.405323,,bus
bus_6238,Sherman Way / Wilbur,34.200995,-118.544447,,bus
bus_6239,Union / Olympic,34.049016,-118.274451,,bus
bus_6240,Sherman Way / Winnetka,34.200888,-118.570653,,bus
bus_6241,Sherman Way / Woodley,34.201044,-118.483826,,bus
bus_6242,Sherman Way / Woodman,34.201085,-118.430928,,bus
bus_6243,Short / Centinela,33.992739,-118.423455,,bus
bus_6244,Short / Mascagni,33.990624,-118.427733,,bus
bus_6248,Sierra / Flora,34.080613,-118.201555,,bus
bus_6249,Sierra / Gillig,34.082585,-118.200483,,bus
bus_6250,Sierra / Mercury,34.084344,-118.200097,,bus
bus_6253,Union / 12th,34.046072,-118.276225,,bus
bus_6256,Slauson / Downey,33.989021,-118.204735,,bus
bus_6258,Slauson / Ruthelen,33.989016,-118.312267,,bus
bus_6259,Slauson / Boyle,33.98907,-118.213009,,bus
bus_6260,Slauson / Triangle,33.979359,-118.135151,,bus
bus_6261,Slauson / West,33.988872,-118.335434,,bus
bus_6262,Slauson / Atlantic,33.987003,-118.185255,,bus
bus_6263,Slauson / Bickett,33.989068,-118.215744,,bus
bus_6264,Slauson / Carmelita,33.988161,-118.196737,,bus
bus_6265,Slauson / Corona,33.987939,-118.194573,,bus
bus_6266,Slauson / Gage,33.975804,-118.127052,,bus
bus_6267,Slauson / Everett,33.988593,-118.201056,,bus
bus_6268,Slauson / Fishburn,33.987444,-118.189689,,bus
bus_6269,Slauson / Gifford,33.987717,-118.192418,,bus
