geoid10,name,population,median_hh_income,households,hh_no_vehicle,pct_no_vehicle
06037189702,"Census Tract 1897.02, Los Angeles County, California",2201.0,96793.0,1301.0,185.0,0.14219830899308225
06037189800,"Census Tract 1898, Los Angeles County, California",3833.0,69616.0,2286.0,304.0,0.13298337707786526
06037189902,"Census Tract 1899.02, Los Angeles County, California",5371.0,63214.0,3048.0,273.0,0.08956692913385826
06037189903,"Census Tract 1899.03, Los Angeles County, California",2089.0,64975.0,1513.0,190.0,0.1255783212161269
06037189904,"Census Tract 1899.04, Los Angeles County, California",2435.0,49960.0,1505.0,266.0,0.17674418604651163
06037189905,"Census Tract 1899.05, Los Angeles County, California",2432.0,72837.0,1465.0,163.0,0.11126279863481228
06037190100,"Census Tract 1901, Los Angeles County, California",4453.0,53778.0,2654.0,511.0,0.19253956292388846
06037190201,"Census Tract 1902.01, Los Angeles County, California",2632.0,30053.0,1279.0,650.0,0.508209538702111
06037190202,"Census Tract 1902.02, Los Angeles County, California",3225.0,32418.0,2307.0,851.0,0.3688773298656264
06037190301,"Census Tract 1903.01, Los Angeles County, California",5569.0,44986.0,2803.0,782.0,0.27898679985729574
06037190401,"Census Tract 1904.01, Los Angeles County, California",2977.0,48188.0,1756.0,415.0,0.23633257403189067
06037190402,"Census Tract 1904.02, Los Angeles County, California",2372.0,40000.0,1366.0,365.0,0.26720351390922403
06037190510,"Census Tract 1905.10, Los Angeles County, California",4051.0,41950.0,1712.0,415.0,0.24240654205607476
06037190520,"Census Tract 1905.20, Los Angeles County, California",3979.0,41011.0,1604.0,354.0,0.22069825436408977
06037190700,"Census Tract 1907, Los Angeles County, California",2685.0,43877.0,1705.0,489.0,0.2868035190615836
06037190801,"Census Tract 1908.01, Los Angeles County, California",2682.0,25858.0,1273.0,477.0,0.37470542026708564
06037190802,"Census Tract 1908.02, Los Angeles County, California",2982.0,50167.0,1370.0,401.0,0.2927007299270073
06037190901,"Census Tract 1909.01, Los Angeles County, California",4587.0,38140.0,1414.0,235.0,0.1661951909476662
06037190902,"Census Tract 1909.02, Los Angeles County, California",3518.0,46406.0,1518.0,325.0,0.21409749670619235
06037191000,"Census Tract 1910, Los Angeles County, California",4454.0,64816.0,2389.0,474.0,0.1984093763080787
06037191110,"Census Tract 1911.10, Los Angeles County, California",3478.0,37700.0,1032.0,333.0,0.3226744186046512
06037191120,"Census Tract 1911.20, Los Angeles County, California",3900.0,40071.0,1571.0,290.0,0.18459579885423297
06037191201,"Census Tract 1912.01, Los Angeles County, California",4414.0,45332.0,1629.0,443.0,0.2719459791282996
06037191203,"Census Tract 1912.03, Los Angeles County, California",2383.0,26919.0,1166.0,391.0,0.3353344768439108
06037191204,"Census Tract 1912.04, Los Angeles County, California",2033.0,41453.0,860.0,134.0,0.1558139534883721
06037191301,"Census Tract 1913.01, Los Angeles County, California",2224.0,36875.0,940.0,243.0,0.25851063829787235
06037191302,"Census Tract 1913.02, Los Angeles County, California",1947.0,45982.0,862.0,193.0,0.22389791183294663
06037191410,"Census Tract 1914.10, Los Angeles County, California",4646.0,42538.0,1627.0,447.0,0.27473878303626303
06037191420,"Census Tract 1914.20, Los Angeles County, California",3096.0,61190.0,1184.0,189.0,0.15962837837837837
06037191500,"Census Tract 1915, Los Angeles County, California",5931.0,49726.0,1789.0,233.0,0.13024035774175516
06037191610,"Census Tract 1916.10, Los Angeles County, California",4237.0,48767.0,1433.0,390.0,0.2721563154221912
06037191620,"Census Tract 1916.20, Los Angeles County, California",2532.0,27306.0,1077.0,407.0,0.3779015784586815
06037191710,"Census Tract 1917.10, Los Angeles County, California",2937.0,30085.0,1244.0,354.0,0.2845659163987138
06037191720,"Census Tract 1917.20, Los Angeles County, California",3224.0,32355.0,1197.0,460.0,0.3842940685045948
06037191810,"Census Tract 1918.10, Los Angeles County, California",3367.0,49491.0,1259.0,177.0,0.14058776806989676
06037191820,"Census Tract 1918.20, Los Angeles County, California",3176.0,56996.0,1449.0,187.0,0.1290545203588682
06037191901,"Census Tract 1919.01, Los Angeles County, California",3060.0,57000.0,1740.0,135.0,0.07758620689655173
06037191902,"Census Tract 1919.02, Los Angeles County, California",2788.0,94432.0,1411.0,26.0,0.01842664776754075
06037192001,"Census Tract 1920.01, Los Angeles County, California",2370.0,74063.0,1149.0,183.0,0.15926892950391644
06037192002,"Census Tract 1920.02, Los Angeles County, California",2597.0,111111.0,1244.0,43.0,0.03456591639871383
06037192300,"Census Tract 1923, Los Angeles County, California",2463.0,88988.0,1375.0,123.0,0.08945454545454545
06037192410,"Census Tract 1924.10, Los Angeles County, California",3700.0,73750.0,1719.0,134.0,0.07795229784758581
06037192420,"Census Tract 1924.20, Los Angeles County, California",4280.0,56194.0,1393.0,81.0,0.05814788226848528
06037192510,"Census Tract 1925.10, Los Angeles County, California",3840.0,49464.0,1241.0,170.0,0.136986301369863
06037192520,"Census Tract 1925.20, Los Angeles County, California",5269.0,45823.0,1558.0,246.0,0.15789473684210525
06037192610,"Census Tract 1926.10, Los Angeles County, California",3703.0,35948.0,1326.0,334.0,0.25188536953242835
06037192620,"Census Tract 1926.20, Los Angeles County, California",3542.0,40850.0,1137.0,250.0,0.2198768689533861
06037192700,"Census Tract 1927, Los Angeles County, California",3449.0,52603.0,1027.0,108.0,0.10516066212268745
06037194101,"Census Tract 1941.01, Los Angeles County, California",3277.0,86417.0,1631.0,99.0,0.06069895769466585
06037194102,"Census Tract 1941.02, Los Angeles County, California",3189.0,122829.0,1531.0,40.0,0.02612671456564337
06037194200,"Census Tract 1942, Los Angeles County, California",3524.0,168227.0,1463.0,37.0,0.025290498974709502
06037194300,"Census Tract 1943, Los Angeles County, California",3262.0,177383.0,1451.0,40.0,0.027567195037904894
06037194401,"Census Tract 1944.01, Los Angeles County, California",2391.0,86800.0,1234.0,118.0,0.09562398703403566
06037194402,"Census Tract 1944.02, Los Angeles County, California",3579.0,100368.0,2028.0,35.0,0.01725838264299803
06037194500,"Census Tract 1945, Los Angeles County, California",2019.0,113571.0,944.0,59.0,0.0625
06037195100,"Census Tract 1951, Los Angeles County, California",4978.0,127768.0,2065.0,71.0,0.03438256658595642
06037195201,"Census Tract 1952.01, Los Angeles County, California",3128.0,85114.0,1645.0,79.0,0.04802431610942249
06037195202,"Census Tract 1952.02, Los Angeles County, California",3304.0,117630.0,1411.0,19.0,0.013465627214741318
06037195300,"Census Tract 1953, Los Angeles County, California",3089.0,75104.0,1419.0,133.0,0.09372797744890768
06037195400,"Census Tract 1954, Los Angeles County, California",4451.0,98461.0,2229.0,241.0,0.10812023328847016
06037195500,"Census Tract 1955, Los Angeles County, California",5548.0,99660.0,2400.0,176.0,0.07333333333333333
06037195600,"Census Tract 1956, Los Angeles County, California",2948.0,72035.0,1256.0,213.0,0.1695859872611465
06037195710,"Census Tract 1957.10, Los Angeles County, California",4487.0,45398.0,1367.0,278.0,0.2033650329188003
06037195720,"Census Tract 1957.20, Los Angeles County, California",2000.0,41136.0,858.0,174.0,0.20279720279720279
06037195802,"Census Tract 1958.02, Los Angeles County, California",2691.0,53889.0,938.0,105.0,0.11194029850746269
06037195803,"Census Tract 1958.03, Los Angeles County, California",2634.0,83167.0,1156.0,76.0,0.0657439446366782
06037195804,"Census Tract 1958.04, Los Angeles County, California",2533.0,71467.0,1011.0,132.0,0.13056379821958458
06037195901,"Census Tract 1959.01, Los Angeles County, California",2237.0,64138.0,1064.0,88.0,0.08270676691729323
06037195902,"Census Tract 1959.02, Los Angeles County, California",1864.0,68875.0,1005.0,60.0,0.05970149253731343
06037195903,"Census Tract 1959.03, Los Angeles County, California",2008.0,52446.0,911.0,70.0,0.07683863885839737
06037197200,"Census Tract 1972, Los Angeles County, California",3909.0,59719.0,1191.0,141.0,0.11838790931989925
06037197300,"Census Tract 1973, Los Angeles County, California",4052.0,83843.0,1786.0,209.0,0.11702127659574468
06037197410,"Census Tract 1974.10, Los Angeles County, California",4331.0,100556.0,1722.0,80.0,0.04645760743321719
06037197420,"Census Tract 1974.20, Los Angeles County, California",3564.0,65438.0,1347.0,111.0,0.08240534521158129
06037197500,"Census Tract 1975, Los Angeles County, California",3914.0,75571.0,1567.0,249.0,0.15890236119974474
06037197600,"Census Tract 1976, Los Angeles County, California",2166.0,74038.0,910.0,43.0,0.04725274725274725
06037197700,"Census Tract 1977, Los Angeles County, California",5332.0,54759.0,2043.0,237.0,0.11600587371512482
06037199000,"Census Tract 1990, Los Angeles County, California",5391.0,57625.0,1640.0,218.0,0.1329268292682927
06037199110,"Census Tract 1991.10, Los Angeles County, California",2705.0,59395.0,737.0,93.0,0.12618724559023067
06037199120,"Census Tract 1991.20, Los Angeles County, California",4511.0,38970.0,1115.0,164.0,0.14708520179372198
06037199201,"Census Tract 1992.01, Los Angeles County, California",3660.0,34277.0,1089.0,314.0,0.28833792470156105
06037199202,"Census Tract 1992.02, Los Angeles County, California",3155.0,67257.0,923.0,80.0,0.0866738894907909
06037199300,"Census Tract 1993, Los Angeles County, California",4202.0,81172.0,1315.0,120.0,0.09125475285171103
06037199400,"Census Tract 1994, Los Angeles County, California",4759.0,44637.0,1365.0,177.0,0.12967032967032968
06037199700,"Census Tract 1997, Los Angeles County, California",3063.0,42614.0,1131.0,181.0,0.16003536693191867
06037199800,"Census Tract 1998, Los Angeles County, California",5828.0,37755.0,1563.0,244.0,0.1561100447856686
06037199900,"Census Tract 1999, Los Angeles County, California",2692.0,39184.0,778.0,183.0,0.2352185089974293
06037201110,"Census Tract 2011.10, Los Angeles County, California",2147.0,67059.0,704.0,82.0,0.11647727272727272
06037201120,"Census Tract 2011.20, Los Angeles County, California",4144.0,68667.0,1288.0,85.0,0.06599378881987578
06037201200,"Census Tract 2012, Los Angeles County, California",2893.0,46976.0,757.0,74.0,0.0977542932628798
06037201301,"Census Tract 2013.01, Los Angeles County, California",4498.0,59955.0,1109.0,87.0,0.07844905320108206
06037201302,"Census Tract 2013.02, Los Angeles County, California",4341.0,91250.0,1885.0,97.0,0.051458885941644564
06037201401,"Census Tract 2014.01, Los Angeles County, California",4693.0,51212.0,1374.0,154.0,0.11208151382823872
06037201402,"Census Tract 2014.02, Los Angeles County, California",4995.0,55352.0,1450.0,179.0,0.12344827586206897
06037201501,"Census Tract 2015.01, Los Angeles County, California",5367.0,60088.0,1514.0,112.0,0.07397622192866579
06037201503,"Census Tract 2015.03, Los Angeles County, California",3364.0,51433.0,965.0,115.0,0.11917098445595854
06037201504,"Census Tract 2015.04, Los Angeles County, California",2302.0,53750.0,631.0,54.0,0.08557844690966719
06037201601,"Census Tract 2016.01, Los Angeles County, California",2323.0,55795.0,713.0,70.0,0.09817671809256662
06037201602,"Census Tract 2016.02, Los Angeles County, California",2960.0,55909.0,828.0,87.0,0.10507246376811594
06037201700,"Census Tract 2017, Los Angeles County, California",5514.0,64769.0,1366.0,46.0,0.03367496339677892
06037203100,"Census Tract 2031, Los Angeles County, California",4498.0,33179.0,1239.0,243.0,0.19612590799031476
06037203200,"Census Tract 2032, Los Angeles County, California",5695.0,56161.0,1321.0,173.0,0.13096139288417866
06037203300,"Census Tract 2033, Los Angeles County, California",2000.0,39750.0,405.0,116.0,0.28641975308641976
06037203500,"Census Tract 2035, Los Angeles County, California",2907.0,41444.0,936.0,243.0,0.25961538461538464
06037203600,"Census Tract 2036, Los Angeles County, California",5276.0,49922.0,1391.0,172.0,0.12365204888569374
06037203710,"Census Tract 2037.10, Los Angeles County, California",3270.0,46840.0,799.0,59.0,0.07384230287859825
06037203720,"Census Tract 2037.20, Los Angeles County, California",4072.0,37917.0,1054.0,224.0,0.2125237191650854
06037203800,"Census Tract 2038, Los Angeles County, California",4829.0,45108.0,1143.0,164.0,0.14348206474190725
06037203900,"Census Tract 2039, Los Angeles County, California",3353.0,57054.0,718.0,74.0,0.10306406685236769
06037204110,"Census Tract 2041.10, Los Angeles County, California",3286.0,57417.0,801.0,109.0,0.13607990012484394
06037204120,"Census Tract 2041.20, Los Angeles County, California",2971.0,52813.0,753.0,84.0,0.11155378486055777
06037204200,"Census Tract 2042, Los Angeles County, California",3657.0,32946.0,962.0,202.0,0.20997920997921
06037204300,"Census Tract 2043, Los Angeles County, California",5445.0,41912.0,1302.0,315.0,0.24193548387096775
06037204410,"Census Tract 2044.10, Los Angeles County, California",2575.0,47232.0,627.0,138.0,0.22009569377990432
06037204420,"Census Tract 2044.20, Los Angeles County, California",3154.0,29730.0,944.0,282.0,0.298728813559322
06037204600,"Census Tract 2046, Los Angeles County, California",4080.0,31786.0,1208.0,315.0,0.26076158940397354
06037204700,"Census Tract 2047, Los Angeles County, California",5510.0,54809.0,1267.0,196.0,0.15469613259668508
06037204810,"Census Tract 2048.10, Los Angeles County, California",5277.0,46440.0,1245.0,245.0,0.19678714859437751
06037204820,"Census Tract 2048.20, Los Angeles County, California",2241.0,40000.0,512.0,55.0,0.107421875
06037204910,"Census Tract 2049.10, Los Angeles County, California",3341.0,38523.0,944.0,246.0,0.2605932203389831
06037204920,"Census Tract 2049.20, Los Angeles County, California",2751.0,39904.0,673.0,96.0,0.1426448736998514
06037205110,"Census Tract 2051.10, Los Angeles County, California",3904.0,47219.0,857.0,94.0,0.10968494749124855
06037205120,"Census Tract 2051.20, Los Angeles County, California",3548.0,26844.0,977.0,215.0,0.22006141248720573
06037206010,"Census Tract 2060.10, Los Angeles County, California",4121.0,42063.0,1258.0,353.0,0.28060413354531
06037206020,"Census Tract 2060.20, Los Angeles County, California",8947.0,100809.0,297.0,0.0,0.0
06037206031,"Census Tract 2060.31, Los Angeles County, California",4131.0,99205.0,2469.0,299.0,0.12110166059133252
06037206032,"Census Tract 2060.32, Los Angeles County, California",5687.0,30625.0,1768.0,695.0,0.3930995475113122
06037206050,"Census Tract 2060.50, Los Angeles County, California",2031.0,23380.0,805.0,238.0,0.2956521739130435
06037206200,"Census Tract 2062, Los Angeles County, California",4001.0,23515.0,2407.0,1094.0,0.4545076859160781
06037206300,"Census Tract 2063, Los Angeles County, California",6103.0,9191.0,2433.0,2026.0,0.8327168105219893
06037207101,"Census Tract 2071.01, Los Angeles County, California",3717.0,39063.0,1758.0,427.0,0.2428896473265074
06037207102,"Census Tract 2071.02, Los Angeles County, California",2926.0,30165.0,1329.0,480.0,0.3611738148984199
06037207103,"Census Tract 2071.03, Los Angeles County, California",2393.0,29243.0,961.0,339.0,0.35275754422476585
06037207301,"Census Tract 2073.01, Los Angeles County, California",4911.0,51667.0,3608.0,1640.0,0.45454545454545453
06037207302,"Census Tract 2073.02, Los Angeles County, California",4806.0,39972.0,3401.0,1377.0,0.40488091737724197
06037207400,"Census Tract 2074, Los Angeles County, California",1539.0,87000.0,374.0,52.0,0.13903743315508021
06037207501,"Census Tract 2075.01, Los Angeles County, California",2193.0,60625.0,1395.0,230.0,0.16487455197132617
06037207502,"Census Tract 2075.02, Los Angeles County, California",2888.0,18594.0,2196.0,1199.0,0.5459927140255009
06037207710,"Census Tract 2077.10, Los Angeles County, California",4667.0,100972.0,3259.0,937.0,0.28751150659711566
06037207900,"Census Tract 2079, Los Angeles County, California",7162.0,92104.0,4204.0,570.0,0.13558515699333967
06037208000,"Census Tract 2080, Los Angeles County, California",7508.0,37330.0,2655.0,358.0,0.13483992467043315
06037208301,"Census Tract 2083.01, Los Angeles County, California",2148.0,50093.0,556.0,144.0,0.2589928057553957
06037208302,"Census Tract 2083.02, Los Angeles County, California",5269.0,38365.0,1661.0,461.0,0.27754364840457557
06037208401,"Census Tract 2084.01, Los Angeles County, California",4765.0,31218.0,1515.0,496.0,0.32739273927392737
06037208402,"Census Tract 2084.02, Los Angeles County, California",2896.0,45804.0,827.0,182.0,0.22007255139056833
06037208501,"Census Tract 2085.01, Los Angeles County, California",2267.0,56974.0,814.0,105.0,0.128992628992629
06037208502,"Census Tract 2085.02, Los Angeles County, California",4364.0,41804.0,1325.0,379.0,0.2860377358490566
06037208610,"Census Tract 2086.10, Los Angeles County, California",4351.0,52537.0,1470.0,237.0,0.16122448979591836
06037208620,"Census Tract 2086.20, Los Angeles County, California",4446.0,48910.0,1694.0,330.0,0.19480519480519481
06037208710,"Census Tract 2087.10, Los Angeles County, California",4858.0,69656.0,2043.0,199.0,0.09740577581987274
06037208720,"Census Tract 2087.20, Los Angeles County, California",4319.0,32727.0,1590.0,625.0,0.39308176100628933
06037208801,"Census Tract 2088.01, Los Angeles County, California",3027.0,33211.0,1313.0,665.0,0.5064737242955065
06037208802,"Census Tract 2088.02, Los Angeles County, California",3069.0,34079.0,1444.0,576.0,0.3988919667590028
06037208902,"Census Tract 2089.02, Los Angeles County, California",2692.0,34568.0,685.0,322.0,0.47007299270072994
06037208903,"Census Tract 2089.03, Los Angeles County, California",4345.0,31731.0,1164.0,589.0,0.5060137457044673
06037208904,"Census Tract 2089.04, Los Angeles County, California",3978.0,27250.0,1291.0,724.0,0.5608055770720372
06037209102,"Census Tract 2091.02, Los Angeles County, California",5950.0,29190.0,2155.0,987.0,0.4580046403712297
06037209103,"Census Tract 2091.03, Los Angeles County, California",3679.0,29509.0,1104.0,501.0,0.453804347826087
06037209104,"Census Tract 2091.04, Los Angeles County, California",2560.0,30078.0,937.0,355.0,0.37886872998932764
06037209200,"Census Tract 2092, Los Angeles County, California",4545.0,54894.0,2212.0,353.0,0.1595840867992767
06037209300,"Census Tract 2093, Los Angeles County, California",4885.0,30092.0,1992.0,823.0,0.41315261044176704
06037209401,"Census Tract 2094.01, Los Angeles County, California",4472.0,30926.0,1589.0,714.0,0.44933920704845814
06037209402,"Census Tract 2094.02, Los Angeles County, California",3963.0,32879.0,1230.0,797.0,0.6479674796747967
06037209403,"Census Tract 2094.03, Los Angeles County, California",4148.0,27188.0,1404.0,712.0,0.5071225071225072
06037209510,"Census Tract 2095.10, Los Angeles County, California",3076.0,30722.0,1000.0,269.0,0.269
06037209520,"Census Tract 2095.20, Los Angeles County, California",2797.0,33168.0,939.0,340.0,0.362087326943557
06037209810,"Census Tract 2098.10, Los Angeles County, California",2594.0,30373.0,713.0,273.0,0.38288920056100983
06037209820,"Census Tract 2098.20, Los Angeles County, California",3073.0,31289.0,823.0,263.0,0.3195625759416768
06037210010,"Census Tract 2100.10, Los Angeles County, California",3561.0,31712.0,1227.0,539.0,0.4392828035859821
06037211000,"Census Tract 2110, Los Angeles County, California",5124.0,127197.0,1948.0,64.0,0.03285420944558522
06037211120,"Census Tract 2111.20, Los Angeles County, California",5635.0,52342.0,2547.0,284.0,0.11150372987828819
06037211121,"Census Tract 2111.21, Los Angeles County, California",2253.0,48846.0,844.0,104.0,0.12322274881516587
06037211122,"Census Tract 2111.22, Los Angeles County, California",3163.0,50175.0,1233.0,216.0,0.17518248175182483
06037211201,"Census Tract 2112.01, Los Angeles County, California",2562.0,44353.0,869.0,196.0,0.22554660529344073
06037211202,"Census Tract 2112.02, Los Angeles County, California",2239.0,41280.0,880.0,287.0,0.3261363636363636
06037211310,"Census Tract 2113.10, Los Angeles County, California",3873.0,42637.0,1220.0,308.0,0.25245901639344265
06037211320,"Census Tract 2113.20, Los Angeles County, California",3337.0,31250.0,1286.0,591.0,0.4595645412130638
06037211410,"Census Tract 2114.10, Los Angeles County, California",2736.0,43011.0,1107.0,192.0,0.17344173441734417
06037211420,"Census Tract 2114.20, Los Angeles County, California",3573.0,44330.0,1337.0,297.0,0.22213911742707554
06037211500,"Census Tract 2115, Los Angeles County, California",4175.0,66042.0,1661.0,130.0,0.07826610475617098
06037211701,"Census Tract 2117.01, Los Angeles County, California",2596.0,75469.0,1025.0,94.0,0.09170731707317073
06037211703,"Census Tract 2117.03, Los Angeles County, California",4841.0,52352.0,2114.0,457.0,0.2161778618732261
06037211704,"Census Tract 2117.04, Los Angeles County, California",2796.0,43462.0,1612.0,408.0,0.2531017369727047
06037211802,"Census Tract 2118.02, Los Angeles County, California",4682.0,43720.0,2140.0,439.0,0.20514018691588784
06037211803,"Census Tract 2118.03, Los Angeles County, California",3701.0,53301.0,1500.0,185.0,0.12333333333333334
06037211804,"Census Tract 2118.04, Los Angeles County, California",3221.0,41635.0,1320.0,204.0,0.15454545454545454
06037211910,"Census Tract 2119.10, Los Angeles County, California",4371.0,46941.0,1735.0,366.0,0.21095100864553315
06037211921,"Census Tract 2119.21, Los Angeles County, California",2521.0,35993.0,1011.0,238.0,0.2354104846686449
06037211922,"Census Tract 2119.22, Los Angeles County, California",3269.0,49554.0,1301.0,287.0,0.22059953881629515
06037212101,"Census Tract 2121.01, Los Angeles County, California",3187.0,51370.0,1467.0,404.0,0.27539195637355146
06037212102,"Census Tract 2121.02, Los Angeles County, California",2291.0,27167.0,1196.0,448.0,0.3745819397993311
06037212202,"Census Tract 2122.02, Los Angeles County, California",3424.0,39229.0,1191.0,172.0,0.14441645675902604
06037212203,"Census Tract 2122.03, Los Angeles County, California",2914.0,27092.0,1564.0,656.0,0.4194373401534527
06037212204,"Census Tract 2122.04, Los Angeles County, California",3584.0,34196.0,1317.0,407.0,0.3090356871678056
06037212303,"Census Tract 2123.03, Los Angeles County, California",3837.0,41797.0,1529.0,532.0,0.34793982995421846
06037212304,"Census Tract 2123.04, Los Angeles County, California",1832.0,30265.0,807.0,400.0,0.49566294919454773
06037212305,"Census Tract 2123.05, Los Angeles County, California",3025.0,37550.0,1048.0,310.0,0.2958015267175573
06037212306,"Census Tract 2123.06, Los Angeles County, California",3413.0,40590.0,1212.0,232.0,0.19141914191419143
06037212410,"Census Tract 2124.10, Los Angeles County, California",4318.0,46424.0,1676.0,501.0,0.2989260143198091
06037212420,"Census Tract 2124.20, Los Angeles County, California",3517.0,40809.0,1239.0,403.0,0.3252623083131558
06037212501,"Census Tract 2125.01, Los Angeles County, California",1940.0,39093.0,975.0,297.0,0.3046153846153846
06037212502,"Census Tract 2125.02, Los Angeles County, California",2810.0,47731.0,1289.0,255.0,0.1978277734678045
06037212610,"Census Tract 2126.10, Los Angeles County, California",4447.0,43608.0,1823.0,389.0,0.2133845309928689
06037212620,"Census Tract 2126.20, Los Angeles County, California",4087.0,43212.0,1807.0,401.0,0.2219147758716104
06037212701,"Census Tract 2127.01, Los Angeles County, California",2276.0,47000.0,812.0,71.0,0.0874384236453202
06037212702,"Census Tract 2127.02, Los Angeles County, California",3632.0,73028.0,1461.0,90.0,0.061601642710472276
06037212800,"Census Tract 2128, Los Angeles County, California",3543.0,49867.0,1429.0,201.0,0.14065780265920225
06037212900,"Census Tract 2129, Los Angeles County, California",4067.0,43167.0,1548.0,280.0,0.18087855297157623
06037213100,"Census Tract 2131, Los Angeles County, California",3014.0,44167.0,954.0,127.0,0.1331236897274633
06037213201,"Census Tract 2132.01, Los Angeles County, California",3932.0,32819.0,1507.0,341.0,0.22627737226277372
06037213202,"Census Tract 2132.02, Los Angeles County, California",3942.0,38899.0,1287.0,323.0,0.25097125097125095
06037213310,"Census Tract 2133.10, Los Angeles County, California",3015.0,48333.0,1058.0,204.0,0.19281663516068054
06037213320,"Census Tract 2133.20, Los Angeles County, California",2469.0,26759.0,1060.0,408.0,0.3849056603773585
06037213401,"Census Tract 2134.01, Los Angeles County, California",4859.0,33607.0,1696.0,408.0,0.24056603773584906
06037213402,"Census Tract 2134.02, Los Angeles County, California",4857.0,42766.0,1619.0,251.0,0.15503397158739962
06037214000,"Census Tract 2140, Los Angeles County, California",4277.0,120625.0,1364.0,133.0,0.09750733137829912
06037214100,"Census Tract 2141, Los Angeles County, California",3668.0,100824.0,1627.0,14.0,0.008604794099569761
06037214400,"Census Tract 2144, Los Angeles County, California",2916.0,77708.0,1667.0,61.0,0.03659268146370726
06037214501,"Census Tract 2145.01, Los Angeles County, California",2702.0,87364.0,1404.0,107.0,0.07621082621082621
06037214502,"Census Tract 2145.02, Los Angeles County, California",5285.0,60093.0,2518.0,174.0,0.06910246227164417
06037214503,"Census Tract 2145.03, Los Angeles County, California",3422.0,75294.0,1516.0,125.0,0.08245382585751979
06037214600,"Census Tract 2146, Los Angeles County, California",2383.0,102868.0,1319.0,134.0,0.10159211523881728
06037214700,"Census Tract 2147, Los Angeles County, California",2414.0,96579.0,1160.0,108.0,0.09310344827586207
06037214800,"Census Tract 2148, Los Angeles County, California",2813.0,108648.0,1396.0,59.0,0.042263610315186245
06037214901,"Census Tract 2149.01, Los Angeles County, California",3250.0,71844.0,2022.0,131.0,0.06478733926805143
06037214902,"Census Tract 2149.02, Los Angeles County, California",2550.0,84840.0,1534.0,116.0,0.07561929595827901
06037215101,"Census Tract 2151.01, Los Angeles County, California",3015.0,67888.0,1708.0,249.0,0.14578454332552693
06037215102,"Census Tract 2151.02, Los Angeles County, California",3059.0,69979.0,1995.0,169.0,0.08471177944862156
06037216100,"Census Tract 2161, Los Angeles County, California",2151.0,104604.0,977.0,47.0,0.048106448311156604
06037216200,"Census Tract 2162, Los Angeles County, California",5778.0,88854.0,2811.0,167.0,0.05940946282461757
06037216300,"Census Tract 2163, Los Angeles County, California",4367.0,94620.0,2101.0,101.0,0.04807234650166587
06037216401,"Census Tract 2164.01, Los Angeles County, California",3772.0,75597.0,1807.0,285.0,0.15771997786386274
06037216402,"Census Tract 2164.02, Los Angeles County, California",2521.0,75000.0,1266.0,178.0,0.1406003159557662
06037216700,"Census Tract 2167, Los Angeles County, California",3835.0,79730.0,1628.0,116.0,0.07125307125307126
06037216800,"Census Tract 2168, Los Angeles County, California",3203.0,91821.0,1327.0,106.0,0.07987942727957799
06037216900,"Census Tract 2169, Los Angeles County, California",4886.0,89547.0,2471.0,167.0,0.06758397409955484
06037217001,"Census Tract 2170.01, Los Angeles County, California",2724.0,87250.0,944.0,122.0,0.1292372881355932
06037217002,"Census Tract 2170.02, Los Angeles County, California",4639.0,87934.0,2025.0,172.0,0.08493827160493828
06037217100,"Census Tract 2171, Los Angeles County, California",6219.0,67414.0,2433.0,238.0,0.09782161939991779
06037217200,"Census Tract 2172, Los Angeles County, California",4156.0,69817.0,1608.0,179.0,0.11131840796019901
06037218110,"Census Tract 2181.10, Los Angeles County, California",3195.0,44009.0,1094.0,126.0,0.11517367458866545
06037218120,"Census Tract 2181.20, Los Angeles County, California",4638.0,36488.0,1363.0,317.0,0.23257520176082172
06037218210,"Census Tract 2182.10, Los Angeles County, California",3721.0,35436.0,1193.0,226.0,0.18943839061190276
06037218220,"Census Tract 2182.20, Los Angeles County, California",3859.0,49632.0,1461.0,191.0,0.13073237508555785
06037218300,"Census Tract 2183, Los Angeles County, California",5290.0,53621.0,2127.0,316.0,0.14856605547719792
06037218400,"Census Tract 2184, Los Angeles County, California",4737.0,64018.0,1405.0,118.0,0.08398576512455516
06037218500,"Census Tract 2185, Los Angeles County, California",2641.0,44872.0,991.0,130.0,0.1311806256306761
06037218600,"Census Tract 2186, Los Angeles County, California",3148.0,51604.0,1098.0,155.0,0.14116575591985428
06037218701,"Census Tract 2187.01, Los Angeles County, California",2324.0,49316.0,879.0,137.0,0.1558589306029579
06037218702,"Census Tract 2187.02, Los Angeles County, California",2056.0,38827.0,836.0,117.0,0.13995215311004786
06037218800,"Census Tract 2188, Los Angeles County, California",2752.0,46140.0,967.0,53.0,0.05480868665977249
06037218900,"Census Tract 2189, Los Angeles County, California",6149.0,41019.0,2140.0,346.0,0.1616822429906542
06037219010,"Census Tract 2190.10, Los Angeles County, California",3027.0,54708.0,919.0,57.0,0.062023939064200215
06037219020,"Census Tract 2190.20, Los Angeles County, California",5411.0,59180.0,1462.0,197.0,0.1347469220246238
06037219300,"Census Tract 2193, Los Angeles County, California",4239.0,43103.0,1480.0,324.0,0.21891891891891893
06037219500,"Census Tract 2195, Los Angeles County, California",2084.0,77147.0,779.0,88.0,0.11296534017971759
06037219700,"Census Tract 2197, Los Angeles County, California",4507.0,50220.0,1377.0,184.0,0.1336238198983297
06037219800,"Census Tract 2198, Los Angeles County, California",2861.0,43214.0,982.0,135.0,0.13747454175152748
