geoid10,hpi_score,hpi_percentile,hpi_quartile,hpi_least_healthy_25,disadvantage_pctile,leb,pop_hpi
06037101110,-0.426857507,0.251219512,2,No,0.748780488,79.2,4283
06037101122,0.298980347,0.664955071,3,No,0.33504492900000005,80.0,3405
06037101210,-0.591275956,0.172015404,1,Yes,0.827984596,82.5,6347
06037101220,-0.469489391,0.229268293,1,Yes,0.7707317069999999,78.5,3702
06037101300,-0.050795693,0.460462131,2,No,0.539537869,80.0,3884
06037101400,-0.229028394,0.355584082,2,No,0.644415918,81.4,3458
06037102103,0.002022741,0.490757381,2,No,0.509242619,82.9,1763
06037102104,-0.014523543,0.480744544,2,No,0.519255456,85.4,3721
06037102105,-0.252465165,0.344415918,2,No,0.6555840820000001,78.7,1905
06037102107,-0.222268359,0.360077022,2,No,0.639922978,79.6,4349
06037103101,0.207426231,0.608472401,3,No,0.391527599,80.7,2428
06037103102,-0.080207517,0.441078306,2,No,0.558921694,80.6,4734
06037103200,-0.317088276,0.308985879,2,No,0.691014121,81.5,6349
06037103300,0.19602466,0.601412067,3,No,0.39858793299999995,81.0,3781
06037103400,0.091378103,0.544544288,3,No,0.455455712,79.6,6416
06037104103,-0.235222898,0.352503209,2,No,0.647496791,83.9,3431
06037104105,-0.374388826,0.27830552,2,No,0.72169448,75.9,6054
06037104108,-0.586063314,0.174454429,1,Yes,0.825545571,81.0,6001
06037104124,-0.073723667,0.445057766,2,No,0.554942234,79.2,3875
06037104201,-0.777355907,0.096919127,1,Yes,0.903080873,84.3,4569
06037104203,-0.634932682,0.150320924,1,Yes,0.849679076,82.1,5441
06037104204,-0.628678719,0.153530167,1,Yes,0.846469833,73.6,3679
06037104310,-0.478260644,0.224390244,1,Yes,0.775609756,77.4,4962
06037104320,-0.476141867,0.22593068,1,Yes,0.77406932,79.7,5292
06037104401,-0.709425105,0.120025674,1,Yes,0.879974326,79.1,3270
06037104403,-0.643316645,0.146469833,1,Yes,0.853530167,80.5,3341
06037104404,-0.717563979,0.116944801,1,Yes,0.883055199,78.9,3084
06037104500,-0.51951077,0.202952503,1,Yes,0.797047497,81.3,3025
06037104610,-0.771501811,0.098716303,1,Yes,0.901283697,78.7,3386
06037104620,-0.676923606,0.133504493,1,Yes,0.866495507,81.2,3528
06037104701,-1.310358519,0.007060334,1,Yes,0.992939666,80.3,4402
06037104703,-0.92343565,0.059948652,1,Yes,0.940051348,77.5,2174
06037104704,-0.670551382,0.136200257,1,Yes,0.863799743,78.1,4321
06037104810,-0.544436981,0.192554557,1,Yes,0.807445443,78.7,5631
06037104821,-0.587324851,0.173684211,1,Yes,0.826315789,77.7,3551
06037104822,-0.945858986,0.053530167,1,Yes,0.946469833,81.48333333,2839
06037106010,0.161870831,0.584852375,3,No,0.415147625,79.0,3093
06037106020,-0.140703071,0.407317073,2,No,0.592682927,81.7,5420
06037106111,0.149461422,0.579589217,3,No,0.420410783,79.5,4191
06037106112,0.119893834,0.561360719,3,No,0.43863928100000005,78.2,5611
06037106113,0.08385184,0.539409499,3,No,0.460590501,80.4,3697
06037106114,-0.556168704,0.188575096,1,Yes,0.811424904,78.1,6324
06037106403,-0.429967749,0.249293967,1,Yes,0.7507060329999999,79.9,3667
06037106405,-0.569386017,0.183568678,1,Yes,0.816431322,78.5,4758
06037106406,0.017826007,0.500385109,3,No,0.499614891,81.6,5839
06037106407,-0.948680128,0.052888318,1,Yes,0.947111682,77.8,3119
06037106408,-0.553040711,0.190115533,1,Yes,0.809884467,76.2,3667
06037106510,-0.020542947,0.477792041,2,No,0.5222079589999999,86.9,5618
06037106520,-0.417604328,0.255840822,2,No,0.744159178,83.5,5920
06037106603,0.425513256,0.745314506,3,No,0.25468549399999996,82.9,3156
06037106604,-0.529932735,0.197817715,1,Yes,0.802182285,77.7,5068
06037106641,0.408205213,0.733247754,3,No,0.266752246,81.0,2372
06037106642,0.408222472,0.733376123,3,No,0.266623877,84.0,2961
06037106643,0.466561656,0.769961489,4,No,0.23003851099999995,81.7,4577
06037106645,0.117713653,0.560462131,3,No,0.439537869,80.8,3650
06037106646,0.172288622,0.589216945,3,No,0.410783055,83.5,3161
06037106648,-0.461053343,0.232734275,1,Yes,0.767265725,79.1,4546
06037106649,-0.067902609,0.448652118,2,No,0.551347882,82.4,2661
06037107010,-0.500702113,0.214249037,1,Yes,0.785750963,75.1,3141
06037107020,-0.07716045,0.443003851,2,No,0.5569961489999999,79.1,5317
06037108101,0.371410291,0.711168164,3,No,0.28883183599999995,81.6,2327
06037108102,0.394191953,0.725417202,3,No,0.27458279799999996,86.6,3552
06037108103,0.560043269,0.819255456,4,No,0.18074454399999995,85.2,3099
06037108104,0.370908372,0.710783055,3,No,0.28921694499999995,83.3,1836
06037108201,0.487042519,0.782926829,4,No,0.217073171,86.8,5460
06037108202,0.411129749,0.735558408,3,No,0.26444159199999995,81.3,7487
06037109100,-0.30755465,0.312580231,2,No,0.687419769,77.3,2797
06037109200,0.351981546,0.696405648,3,No,0.30359435199999996,79.6,2846
06037109300,0.051480117,0.518870347,3,No,0.481129653,81.7,2962
06037109400,-0.097488573,0.431065469,2,No,0.568934531,80.86,3903
06037109500,-0.913783939,0.062002567,1,Yes,0.937997433,82.3,4832
06037109601,-0.101877509,0.428498074,2,No,0.571501926,83.7,4945
06037109603,-0.300361088,0.317971759,2,No,0.682028241,82.6,4297
06037109604,0.016282828,0.498973042,2,No,0.501026958,80.5,3195
06037109700,0.041774297,0.513607189,3,No,0.486392811,82.3,4616
06037109800,0.005979806,0.493709884,2,No,0.506290116,82.5,5534
06037111100,0.051575043,0.518998716,3,No,0.481001284,81.6,3179
06037111201,0.168341101,0.587676508,3,No,0.41232349199999996,83.8,3628
06037111202,0.033424914,0.510397946,3,No,0.489602054,79.4,5169
06037111204,0.672684048,0.872528883,4,No,0.12747111700000002,86.8,6114
06037111205,0.200815528,0.60436457,3,No,0.39563543,81.4,3869
06037111206,0.547724656,0.813735558,4,No,0.18626444200000003,84.4,4379
06037111301,-0.105102661,0.427086008,2,No,0.5729139919999999,84.4,7552
06037111302,-0.13101165,0.41296534,2,No,0.58703466,83.3,5163
06037111400,-0.043943256,0.464056483,2,No,0.535943517,81.9,8735
06037113101,0.214304214,0.61296534,3,No,0.38703466,80.2,3719
06037113102,0.446233271,0.758664955,4,No,0.24133504500000003,83.2,3021
06037113211,0.422127579,0.742747112,3,No,0.257252888,80.6,4109
06037113212,0.182070144,0.593581515,3,No,0.406418485,80.525,3494
06037113213,0.269918844,0.647368421,3,No,0.352631579,80.4,5248
06037113231,0.295757424,0.662901155,3,No,0.337098845,84.2,2303
06037113232,0.531040886,0.803979461,4,No,0.19602053900000005,84.1,4315
06037113233,-0.272462408,0.33465982,2,No,0.6653401800000001,77.2,7345
06037113234,-0.131350766,0.412708601,2,No,0.5872913989999999,82.4,4823
06037113235,0.331887716,0.684210526,3,No,0.315789474,78.8,1824
06037113237,0.064326212,0.526444159,3,No,0.47355584100000003,87.5,4194
06037113301,-0.101377534,0.428626444,2,No,0.571373556,83.4,3509
06037113303,0.2087765,0.60885751,3,No,0.39114249,79.8,4191
06037113321,-0.095576862,0.432734275,2,No,0.5672657249999999,80.9,6180
06037113322,0.460499742,0.767265725,4,No,0.232734275,80.3,4572
06037113401,0.030349988,0.508344031,3,No,0.49165596899999997,81.2,6550
06037113421,-0.222528294,0.359948652,2,No,0.6400513480000001,77.1,6879
06037113422,-0.177384134,0.387676508,2,No,0.612323492,82.2,6306
06037115101,0.237433707,0.626700899,3,No,0.37329910099999997,84.8,5083
06037115103,,,,,,,3381
06037115104,-0.125976069,0.415532734,2,No,0.584467266,80.4,4377
06037115201,-0.088860486,0.436456996,2,No,0.563543004,82.5,6647
06037115202,0.171748386,0.588960205,3,No,0.411039795,82.0,5684
06037115301,0.038306929,0.512323492,3,No,0.48767650799999995,81.3,4524
06037115302,-0.46971027,0.229139923,1,Yes,0.770860077,82.4,3957
06037115401,-0.210238901,0.366880616,2,No,0.633119384,80.4,6373
06037115403,-0.46287953,0.232092426,1,Yes,0.767907574,81.5,3583
06037115404,-0.154485373,0.398844673,2,No,0.6011553270000001,81.6,2800
06037117101,0.032175985,0.509627728,3,No,0.490372272,84.5,5224
06037117102,-0.202224823,0.372015404,2,No,0.627984596,78.5,2861
06037117201,-0.534045478,0.1957638,1,Yes,0.8042362000000001,79.6,5191
06037117202,-0.025903186,0.475353017,2,No,0.524646983,77.5,2633
06037117301,0.164462458,0.585879332,3,No,0.414120668,80.2,3910
06037117302,0.154222856,0.581386393,3,No,0.41861360700000005,81.2,5229
06037117303,0.059907543,0.524133504,3,No,0.47586649599999997,79.4,3754
06037117404,-0.016727332,0.479974326,2,No,0.520025674,78.7,5324
06037117405,-0.902155204,0.064955071,1,Yes,0.935044929,78.64285714,3574
06037117407,-0.985975528,0.046341463,1,Yes,0.953658537,76.2,3836
06037117408,-0.868759437,0.072272144,1,Yes,0.927727856,78.57142857,3073
06037117510,-0.768824191,0.10012837,1,Yes,0.89987163,78.1,3687
06037117520,-0.901906197,0.06508344,1,Yes,0.93491656,75.9,4168
06037117530,-0.493371924,0.217715019,1,Yes,0.782284981,81.2,6742
06037119001,-0.057433788,0.45661104,2,No,0.5433889599999999,82.9,4435
06037119002,-0.392771753,0.26957638,2,No,0.73042362,85.4,7976
06037119201,-0.42678225,0.251476252,2,No,0.748523748,82.0,4547
06037119202,-0.346005672,0.292939666,2,No,0.707060334,84.0,4759
06037119310,-0.66209905,0.140179718,1,Yes,0.859820282,79.8,4087
06037119320,-0.218893584,0.362130937,2,No,0.637869063,80.1,4906
06037119340,-0.971018768,0.049550706,1,Yes,0.950449294,76.2,4264
06037119341,-0.343972994,0.294223363,2,No,0.705776637,82.4,2890
06037119342,-0.52145839,0.202439024,1,Yes,0.797560976,76.2,2911
06037119400,-0.649106098,0.144159178,1,Yes,0.855840822,81.6,5499
06037119700,0.066501289,0.528241335,3,No,0.47175866499999997,80.4,4913
06037119800,-0.141520218,0.406675225,2,No,0.593324775,85.9,6054
06037119900,-0.155613938,0.397817715,2,No,0.602182285,82.7,5245
06037120010,-0.669302628,0.136970475,1,Yes,0.863029525,81.8,2704
06037120020,-0.869493439,0.071758665,1,Yes,0.9282413350000001,77.4,3872
06037120030,-1.101150263,0.025032092,1,Yes,0.974967908,82.35,2666
06037120103,-1.205824869,0.013350449,1,Yes,0.986649551,80.66,3452
06037120104,-0.613055106,0.16084724,1,Yes,0.8391527599999999,81.8,2228
06037120105,-0.610081972,0.162387677,1,Yes,0.837612323,82.8,2832
06037120106,-0.81690958,0.084980745,1,Yes,0.915019255,77.6,4763
06037120107,-0.914705291,0.061617458,1,Yes,0.938382542,79.5,3893
06037120108,-0.648048393,0.144929397,1,Yes,0.855070603,83.0,4732
06037120300,-0.249340937,0.345314506,2,No,0.654685494,87.3,5238
06037120400,-0.338275136,0.297304236,2,No,0.702695764,77.4,6769
06037121010,-0.265961275,0.337740693,2,No,0.662259307,79.6,4934
06037121020,-0.20518661,0.370089859,2,No,0.629910141,79.0,3610
06037121101,-0.404893629,0.263157895,2,No,0.736842105,76.2,2862
06037121102,-0.456619162,0.235686778,1,Yes,0.764313222,79.7,2479
06037121210,-0.744236904,0.107445443,1,Yes,0.892554557,81.1,2926
06037121221,-0.245106511,0.34762516,2,No,0.65237484,78.0,2420
06037121222,-0.891436201,0.067008986,1,Yes,0.932991014,80.4,5139
06037121600,-0.07420245,0.444929397,2,No,0.555070603,79.5,2735
06037121801,-0.687491366,0.128241335,1,Yes,0.871758665,77.1,3127
06037121802,-0.736279011,0.110911425,1,Yes,0.889088575,81.0,3216
06037121900,-0.552273573,0.190372272,1,Yes,0.8096277279999999,78.7,3761
06037122000,-0.327659212,0.303851091,2,No,0.6961489089999999,80.3,5892
06037122120,-0.401275654,0.264569961,2,No,0.7354300389999999,77.3,5011
06037122121,-0.459521841,0.234017972,1,Yes,0.765982028,80.8,2829
06037122122,-1.20717402,0.01322208,1,Yes,0.98677792,75.9,2728
06037122200,-0.571183557,0.18241335,1,Yes,0.81758665,78.7,3469
06037122410,-0.796602559,0.091912709,1,Yes,0.908087291,77.5,3457
06037122420,-0.509459535,0.20885751,1,Yes,0.79114249,78.4,4503
06037123010,-0.792645561,0.092554557,1,Yes,0.907445443,77.3,4027
06037123020,-0.507244571,0.210526316,1,Yes,0.7894736840000001,78.7,3250
06037123103,-0.398291156,0.267008986,2,No,0.732991014,87.3,3808
06037123104,-0.359427782,0.285879332,2,No,0.7141206680000001,83.4,4416
06037123203,-0.797589849,0.09139923,1,Yes,0.9086007700000001,75.9,4094
06037123204,-0.638129964,0.148908858,1,Yes,0.851091142,81.4,3129
06037123205,-0.646609645,0.145186136,1,Yes,0.854813864,78.3,2492
06037123206,-0.504855261,0.211938383,1,Yes,0.788061617,76.2,2572
06037123301,0.005667655,0.493196406,2,No,0.506803594,80.1,4530
06037123303,-0.594197609,0.170089859,1,Yes,0.829910141,84.2,3087
06037123304,-0.614310851,0.160462131,1,Yes,0.8395378689999999,81.4,4362
06037123410,-0.493944672,0.217073171,1,Yes,0.782926829,80.1,4181
06037123420,-0.623658953,0.155840822,1,Yes,0.844159178,83.0,4408
06037123510,-0.628073538,0.154043646,1,Yes,0.845956354,80.1,4795
06037123520,-0.584858772,0.175609756,1,Yes,0.8243902439999999,78.8,2816
06037123601,-0.205037649,0.370474968,2,No,0.629525032,81.0,4803
06037123602,-0.07953895,0.441591784,2,No,0.558408216,81.2,3659
06037123700,-0.087426827,0.437355584,2,No,0.5626444159999999,79.6,4435
06037123800,-0.153423528,0.399229782,2,No,0.6007702180000001,77.2,6018
06037123901,-0.279682303,0.332092426,2,No,0.667907574,78.8,4696
06037123902,0.020446449,0.501797176,3,No,0.49820282400000004,79.3,2668
06037124000,0.485520414,0.781514763,4,No,0.218485237,83.1,5219
06037124102,-0.344359202,0.294094994,2,No,0.7059050060000001,83.0,3551
06037124103,-0.474620884,0.226700899,1,Yes,0.773299101,77.4,1950
06037124104,-0.425448348,0.2521181,2,No,0.7478819,81.6,2492
06037124105,-0.505863881,0.211296534,1,Yes,0.788703466,76.0,2538
06037124201,-0.161001378,0.394865212,2,No,0.605134788,81.1,3348
06037124203,-0.618547485,0.158279846,1,Yes,0.841720154,76.2,2384
06037124204,-0.499905456,0.214505777,1,Yes,0.7854942229999999,77.1,2192
06037124300,-0.504006561,0.21283697,1,Yes,0.78716303,78.6,2988
06037124400,0.266252717,0.645442875,3,No,0.35455712500000003,84.5,4858
06037124500,0.261927169,0.64338896,3,No,0.35661104,83.0,2925
06037124600,-0.165085077,0.393453145,2,No,0.6065468549999999,82.0,2691
06037124700,0.372942235,0.712195122,3,No,0.287804878,77.7,5539
06037124902,-0.294168943,0.322464698,2,No,0.677535302,77.6,2706
06037124903,-0.13075066,0.41322208,2,No,0.5867779200000001,77.2,3499
06037125100,0.228437615,0.62182285,3,No,0.37817714999999996,82.2,5892
06037125200,0.027699643,0.506161746,3,No,0.49383825400000003,77.8,3907
06037125310,-0.25514373,0.342618742,2,No,0.657381258,79.7,4313
06037125320,-0.316537676,0.309499358,2,No,0.6905006419999999,79.9,5106
06037125401,0.209935466,0.610012837,3,No,0.389987163,75.1,4966
06037125402,0.064283665,0.526315789,3,No,0.473684211,77.6,4889
06037125501,-0.110935877,0.424261874,2,No,0.5757381260000001,78.9,3052
06037125502,0.086397727,0.541463415,3,No,0.45853658500000005,81.5,3488
06037125600,0.389212547,0.72182285,3,No,0.27817715,82.0,2811
06037127102,-0.466764782,0.23055199,1,Yes,0.76944801,82.7,5779
06037127103,-0.405013802,0.263029525,2,No,0.736970475,77.4,3109
06037127104,-0.522863064,0.201540436,1,Yes,0.7984595640000001,78.7,3821
06037127210,-0.663957041,0.139666239,1,Yes,0.860333761,78.6,5838
06037127220,-0.678298543,0.132991014,1,Yes,0.867008986,83.3,5045
06037127300,-0.243526734,0.349037227,2,No,0.650962773,80.5,3809
06037127400,-0.486831705,0.220667522,1,Yes,0.7793324779999999,78.8,6558
06037127520,-1.230089733,0.012195122,1,Yes,0.987804878,77.4,4870
06037127603,-0.684828379,0.130808729,1,Yes,0.869191271,76.8,3068
06037127604,-0.399340252,0.266238768,2,No,0.733761232,83.3,3157
06037127605,-0.639975349,0.148138639,1,Yes,0.851861361,78.6,4329
06037127606,-0.244113525,0.348780488,2,No,0.651219512,78.5,3322
06037127711,-0.177588414,0.38716303,2,No,0.61283697,78.1,3588
06037127712,-0.508975855,0.209242619,1,Yes,0.790757381,77.8,3560
06037127803,-0.504388928,0.212580231,1,Yes,0.787419769,81.1,4790
06037127804,-0.261815524,0.339794608,2,No,0.660205392,80.5,4352
06037127805,-0.679858852,0.132605905,1,Yes,0.867394095,72.2,3627
06037127806,-0.573504756,0.181386393,1,Yes,0.818613607,76.95,3293
06037127910,-0.668832897,0.137098845,1,Yes,0.862901155,77.6,5097
06037127920,-0.371576739,0.279845956,2,No,0.720154044,79.3,4716
06037128101,-0.368939306,0.281514763,2,No,0.718485237,78.7125,3735
06037128102,-0.63094426,0.1521181,1,Yes,0.8478819,80.0,4625
06037128210,-1.125207967,0.02182285,1,Yes,0.97817715,75.9,5008
06037128220,-0.299998055,0.318356868,2,No,0.681643132,76.8,2912
06037128302,-0.568089916,0.184338896,1,Yes,0.815661104,78.4,5000
06037128303,-0.892899353,0.066752246,1,Yes,0.933247754,77.1,4176
06037128400,0.210204078,0.610269576,3,No,0.389730424,81.7,4502
06037128500,0.319803788,0.677535302,3,No,0.322464698,78.9,4108
06037128601,-0.290140499,0.32593068,2,No,0.6740693200000001,81.4,4369
06037128602,0.22451539,0.618870347,3,No,0.381129653,83.4,3472
06037128702,0.408418429,0.733632863,3,No,0.26636713700000003,80.6,5810
06037128801,0.296895853,0.663157895,3,No,0.336842105,83.9,3419
06037128802,0.469515292,0.772400513,4,No,0.227599487,82.2,4670
06037128910,0.480721322,0.778947368,4,No,0.22105263200000003,79.9,4657
06037131010,-0.313188631,0.310397946,2,No,0.6896020540000001,86.9,6686
06037131020,-0.390225697,0.270860077,2,No,0.729139923,79.1,6704
06037131100,0.128413148,0.566495507,3,No,0.43350449300000005,80.8,3197
06037131200,-0.001798437,0.489088575,2,No,0.510911425,80.9,3417
06037131300,-0.201777879,0.372143774,2,No,0.627856226,82.9,5102
06037131400,-0.260234631,0.340436457,2,No,0.659563543,82.5,6367
06037131600,-0.041574031,0.465982028,2,No,0.534017972,83.3,5336
06037131701,-0.223504551,0.358921694,2,No,0.641078306,80.1,5587
06037131702,-0.219779502,0.361489089,2,No,0.638510911,85.8,3770
06037131800,-0.306942945,0.31296534,2,No,0.68703466,80.5,6157
06037131900,0.174480521,0.589987163,3,No,0.410012837,82.0,4597
06037132001,0.335758483,0.686264442,3,No,0.31373555799999997,80.3,3463
06037132002,0.420015254,0.741078306,3,No,0.258921694,81.3,3354
06037132101,-0.016707584,0.480102696,2,No,0.519897304,80.4,4645
06037132102,-0.144480189,0.404621309,2,No,0.5953786910000001,80.8,5401
06037132300,-0.26918993,0.336200257,2,No,0.663799743,82.5,7912
06037132501,-0.576095701,0.180487805,1,Yes,0.8195121949999999,79.5,4566
06037132502,-0.612472199,0.16097561,1,Yes,0.8390243900000001,79.0,3922
06037132700,-0.126912157,0.415147625,2,No,0.584852375,84.8,4873
06037132900,-0.03283834,0.471630295,2,No,0.528369705,82.1,3885
06037133000,-0.244760844,0.34801027,2,No,0.6519897299999999,81.0,4778
06037133100,-0.217594313,0.363029525,2,No,0.636970475,82.4,5609
06037134001,-0.409430792,0.26084724,2,No,0.7391527600000001,80.2,3864
06037134002,-0.354947981,0.288703466,2,No,0.7112965339999999,85.7,3665
06037134101,-0.271571162,0.335173299,2,No,0.664826701,84.6,5579
06037134103,-0.065856322,0.450706033,2,No,0.549293967,81.0,4659
06037134104,-0.243661468,0.348908858,2,No,0.6510911420000001,79.6,4618
06037134201,0.009614057,0.49563543,2,No,0.50436457,85.8,4735
06037134302,0.147600434,0.57804878,3,No,0.42195121999999996,81.2,4112
06037134303,0.042777416,0.514249037,3,No,0.485750963,80.6,5942
06037134304,-0.062664424,0.45224647,2,No,0.54775353,81.3,3042
06037134305,-0.815137112,0.085879332,1,Yes,0.914120668,76.2,4183
06037134306,-0.254273878,0.34338896,2,No,0.65661104,83.0,4305
06037134421,0.614549608,0.848908858,4,No,0.15109114199999996,83.6,4234
06037134422,0.469830185,0.772657253,4,No,0.227342747,81.5,4924
06037134423,0.140431507,0.573427471,3,No,0.426572529,83.2,3539
06037134424,0.408913423,0.734146341,3,No,0.265853659,86.5,2916
06037134520,-0.666069233,0.138639281,1,Yes,0.861360719,81.1,6065
06037134521,-0.956197648,0.051604621,1,Yes,0.948395379,81.2,3691
06037134522,-1.022474706,0.036071887,1,Yes,0.963928113,75.9,4167
06037134710,-0.650342223,0.143774069,1,Yes,0.856225931,77.4,5836
06037134720,-0.188536229,0.380487805,2,No,0.619512195,78.4,5074
06037134800,-0.004190116,0.487291399,2,No,0.5127086009999999,82.3,6399
06037134901,0.215952098,0.614120668,3,No,0.385879332,82.7,3140
06037134903,-0.140734641,0.407188703,2,No,0.592811297,83.38333333,6919
06037134904,-0.186013442,0.382284981,2,No,0.617715019,84.6,4043
06037134905,0.087401183,0.542105263,3,No,0.45789473700000005,82.5,4552
06037135102,0.480699513,0.778818999,4,No,0.22118100100000004,82.6,3726
06037135111,0.329799194,0.68267009,3,No,0.31732991,79.3,3313
06037135113,0.415153634,0.737997433,3,No,0.262002567,80.4,3485
06037135114,-0.060426623,0.453658537,2,No,0.5463414630000001,86.2,5106
06037135201,0.247897865,0.634146341,3,No,0.365853659,83.8,2788
06037135202,0.238339119,0.628241335,3,No,0.371758665,80.2,4708
06037135203,0.471968541,0.773684211,4,No,0.22631578900000004,82.2,7515
06037137000,0.554972681,0.817073171,4,No,0.182926829,83.08,5067
06037137103,0.239308028,0.629139923,3,No,0.370860077,84.0,5382
06037137104,0.270406877,0.64762516,3,No,0.35237483999999997,82.3,2754
06037137201,0.187449628,0.59550706,3,No,0.40449294,81.7,6029
06037137301,0.527382596,0.801668806,4,No,0.198331194,82.1,2271
06037137302,0.563118204,0.820924262,4,No,0.17907573799999998,85.0,4449
06037137401,0.547752157,0.813863928,4,No,0.18613607200000004,85.3,4299
06037137402,0.204761576,0.606418485,3,No,0.39358151500000005,83.4,5365
06037137501,0.119604753,0.561232349,3,No,0.43876765100000004,82.0,4915
06037137502,0.183313194,0.593966624,3,No,0.406033376,81.7,4549
06037137504,0.741983997,0.902182285,4,No,0.09781771500000003,84.6,2155
06037138000,0.510380899,0.792426187,4,No,0.207573813,82.7,4780
06037139001,0.405575617,0.731578947,3,No,0.26842105299999997,80.4,5639
06037139200,-0.05024631,0.460590501,2,No,0.539409499,80.5,5662
06037139301,0.428499514,0.74762516,3,No,0.25237484,84.9,4445
06037139302,-0.46305828,0.231964056,1,Yes,0.768035944,81.9,5000
06037139303,-0.020288474,0.477920411,2,No,0.5220795890000001,80.6,4260
06037139401,-0.134323124,0.410654685,2,No,0.589345315,80.1,2706
06037139402,0.308529712,0.670988447,3,No,0.32901155299999996,83.7,2899
06037139502,0.304699412,0.668421053,3,No,0.331578947,81.2,2917
06037139503,-0.061609111,0.452503209,2,No,0.5474967909999999,82.0,5946
06037139504,-0.205058767,0.370346598,2,No,0.629653402,79.8,3998
06037139600,0.147760464,0.57817715,3,No,0.42182284999999997,81.2,5060
06037139701,0.605561933,0.843774069,4,No,0.15622593100000004,83.7,5320
06037139702,0.750268528,0.906803594,4,No,0.09319640600000001,84.9,6447
06037139703,0.341297927,0.689730424,3,No,0.31026957600000005,87.0,2861
06037139801,0.477976383,0.777021823,4,No,0.222978177,88.3,3488
06037139802,0.559392471,0.818356868,4,No,0.18164313200000004,81.1,4126
06037141101,0.314566543,0.674967908,3,No,0.32503209200000005,83.4,4674
06037141102,0.551674261,0.815019255,4,No,0.18498074499999995,81.1,3074
06037141201,0.433857339,0.750706033,4,No,0.24929396699999995,79.7,4583
06037141202,0.703081919,0.886649551,4,No,0.11335044900000002,86.1,2674
06037141302,0.555368068,0.81732991,4,No,0.18267009,81.3,6037
06037141303,-0.010347596,0.483825417,2,No,0.516174583,87.3,3477
06037141304,0.559629825,0.818870347,4,No,0.18112965299999995,84.2,2995
06037141400,0.410665357,0.735173299,3,No,0.26482670100000005,84.2,5099
06037141500,1.024946808,0.973042362,4,No,0.02695763799999995,86.3,2982
06037141600,0.750399177,0.906931964,4,No,0.09306803600000002,88.6,4178
06037141700,1.146687595,0.986007702,4,No,0.013992298000000014,86.5,3161
06037143100,0.505207939,0.789858793,4,No,0.21014120700000005,81.4,4389
06037143200,0.217038418,0.614890886,3,No,0.38510911400000003,76.3,4085
06037143300,0.364967745,0.706418485,3,No,0.29358151499999996,81.4,6643
06037143400,0.536450846,0.806418485,4,No,0.19358151499999998,83.2,7056
06037143500,0.583829792,0.831707317,4,No,0.168292683,77.1,5482
06037143602,0.565323602,0.822336329,4,No,0.17766367100000002,79.8,4769
06037143603,0.328437971,0.682284981,3,No,0.317715019,81.3,2392
06037143604,0.303198639,0.667008986,3,No,0.332991014,77.0,3720
06037143700,0.6502458,0.864698331,4,No,0.13530166899999996,84.5,3811
06037143800,0.940711291,0.957894737,4,No,0.04210526299999995,84.1,5770
06037143901,0.804258555,0.923620026,4,No,0.07637997399999996,83.4,4069
06037143902,0.864069329,0.941206675,4,No,0.05879332500000001,83.6,2766
06037181000,0.330142581,0.683183569,3,No,0.316816431,82.8,6458
06037181300,0.391018042,0.723491656,3,No,0.276508344,85.8,4059
06037181400,0.165858679,0.58677792,3,No,0.41322208000000005,81.8,4943
06037181500,0.319555695,0.677278562,3,No,0.32272143799999997,82.4,3956
06037181600,0.19415398,0.60012837,3,No,0.39987163000000003,84.5,4631
06037183101,0.008548641,0.495121951,2,No,0.504878049,80.2,3323
06037183103,-0.157429819,0.396534018,2,No,0.603465982,79.4,4355
06037183104,0.263262555,0.644287548,3,No,0.355712452,86.1,2146
06037183220,-0.218058656,0.362644416,2,No,0.637355584,85.4,4155
06037183221,-0.248998945,0.345442875,2,No,0.654557125,81.6,3522
06037183222,0.230524,0.623363286,3,No,0.376636714,80.8,3493
06037183300,-0.096076065,0.432349166,2,No,0.5676508339999999,85.4,3487
06037183401,-0.150533173,0.401155327,2,No,0.598844673,79.7,2531
06037183402,-0.224373522,0.357509628,2,No,0.6424903719999999,81.1,3006
06037183510,0.071758724,0.531964056,3,No,0.46803594400000004,82.9,2577
06037183520,-0.532902306,0.196277279,1,Yes,0.803722721,81.0,3758
06037183610,-0.34710796,0.292554557,2,No,0.707445443,81.5,3215
06037183620,-0.160704666,0.395250321,2,No,0.604749679,80.8,3111
06037183701,0.008205955,0.494865212,2,No,0.505134788,82.5,3720
06037183702,0.020741855,0.502310655,3,No,0.49768934499999995,83.7,2775
06037183810,-0.38232471,0.274326059,2,No,0.7256739409999999,83.2,4163
06037183820,-0.611391745,0.162002567,1,Yes,0.837997433,81.7,3445
06037185100,0.254595099,0.637227214,3,No,0.36277278599999996,83.5,6070
06037185202,-0.034738778,0.469833119,2,No,0.530166881,86.1,3627
06037185203,-0.483079624,0.222849807,1,Yes,0.777150193,82.9,3566
06037185204,0.338906129,0.688189987,3,No,0.311810013,86.7,1921
06037185310,-0.411610985,0.259948652,2,No,0.7400513479999999,82.1,3131
06037185320,-0.824481461,0.08267009,1,Yes,0.91732991,80.9,2991
06037186100,0.373732304,0.712708601,3,No,0.287291399,80.8,4985
06037186201,-0.098592663,0.43029525,2,No,0.56970475,81.1,3201
06037186202,0.163553761,0.585622593,3,No,0.41437740700000003,85.0,2007
06037186203,0.452493979,0.762644416,4,No,0.237355584,87.1,3416
06037186301,-0.316359868,0.309756098,2,No,0.690243902,82.58571429,2906
