geoid10,hpi_score,hpi_percentile,hpi_quartile,hpi_least_healthy_25,disadvantage_pctile,leb,pop_hpi
06037603400,-0.143828378,0.405006418,2,No,0.5949935820000001,80.7,4113
06037603500,0.206110738,0.606803594,3,No,0.39319640600000005,80.8,3042
06037603600,0.056111608,0.52169448,3,No,0.47830552000000004,83.5,4258
06037603702,0.289751035,0.659435173,3,No,0.340564827,81.8,4777
06037603703,0.278663843,0.651861361,3,No,0.34813863899999997,80.9,2491
06037603704,-0.291543561,0.324261874,2,No,0.6757381259999999,75.3,6609
06037603801,-0.244461998,0.348267009,2,No,0.651732991,77.9,4748
06037603802,-0.330080177,0.302053915,2,No,0.697946085,78.5,4040
06037603900,-0.175935935,0.388061617,2,No,0.611938383,78.8,7666
06037604001,-0.292210164,0.323876765,2,No,0.6761232349999999,75.9,4207
06037604002,-0.224185643,0.357894737,2,No,0.6421052629999999,80.7,4856
06037604100,-0.199404316,0.373170732,2,No,0.626829268,81.5,7302
06037609900,-0.198367407,0.373684211,2,No,0.626315789,76.4,2057
06037620001,0.698944104,0.884852375,4,No,0.11514762499999998,83.3,4251
06037620002,0.615072475,0.849293967,4,No,0.15070603299999996,82.5,3493
06037620101,0.610480153,0.846469833,4,No,0.153530167,81.1,5632
06037620102,0.652595228,0.86508344,4,No,0.13491655999999996,83.9,3355
06037620201,0.983458262,0.966238768,4,No,0.03376123200000003,85.9,1529
06037620301,0.959995459,0.961874198,4,No,0.03812580200000004,87.0,4819
06037620303,1.139640214,0.985237484,4,No,0.014762516000000003,82.5,4502
06037620305,0.849701293,0.936713736,4,No,0.06328626400000004,85.9,5845
06037620400,0.756256048,0.908472401,4,No,0.09152759899999996,83.3,5279
06037620501,0.604550017,0.843132221,4,No,0.15686777900000004,79.4,5726
06037620521,0.54269261,0.809884467,4,No,0.19011553299999995,78.8,3958
06037620522,0.611942083,0.847496791,4,No,0.15250320900000003,78.9,5024
06037620601,0.515192365,0.794480103,4,No,0.20551989699999995,81.7,5278
06037620602,0.852308036,0.937483954,4,No,0.06251604600000005,81.4,5040
06037620701,0.762380721,0.911296534,4,No,0.08870346600000001,81.5,7211
06037620702,0.864400278,0.941463415,4,No,0.05853658500000003,81.5,7375
06037620800,0.705432578,0.888189987,4,No,0.11181001300000004,87.2,7844
06037620901,0.953261215,0.960333761,4,No,0.03966623899999999,88.1,2785
06037620904,0.958376525,0.961489089,4,No,0.038510911000000037,82.5,2897
06037621001,0.910327461,0.95224647,4,No,0.047753530000000044,83.9,4373
06037621002,,,,,,,879
06037621004,1.033072742,0.973684211,4,No,0.02631578899999998,82.0,4086
06037621102,0.903888075,0.950577664,4,No,0.04942233600000001,88.4,3069
06037621104,0.827704312,0.929910141,4,No,0.07008985899999998,82.0,7132
06037621201,0.762405745,0.911424904,4,No,0.08857509600000002,81.0,6724
06037621204,0.925340906,0.955840822,4,No,0.04415917800000002,81.8,3052
06037621301,0.641049752,0.861232349,4,No,0.138767651,84.4,6973
06037621324,0.674253319,0.873684211,4,No,0.12631578899999996,81.5,3740
06037621326,0.913424206,0.953016688,4,No,0.046983312000000055,80.7,3017
06037621400,0.823655515,0.929011553,4,No,0.07098844699999995,81.4,4305
06037650001,0.230088676,0.623106547,3,No,0.376893453,81.7,5805
06037650003,0.069001277,0.530166881,3,No,0.469833119,83.5,3202
06037650004,0.283365057,0.655070603,3,No,0.344929397,82.2,4125
06037650101,0.359809072,0.701925546,3,No,0.298074454,83.0,6018
06037650102,0.405511117,0.731322208,3,No,0.26867779199999997,81.3,2211
06037650200,0.301234154,0.665982028,3,No,0.33401797200000005,81.8,5930
06037650300,0.21175477,0.611039795,3,No,0.38896020499999995,81.3,6824
06037650401,0.451874979,0.762259307,4,No,0.237740693,81.4,4758
06037650501,0.577350364,0.828112965,4,No,0.17188703500000002,81.8,3044
06037650502,0.541909244,0.809499358,4,No,0.19050064200000005,83.0,4259
06037650602,0.242799821,0.630937099,3,No,0.36906290100000005,81.2,7315
06037650603,0.304041358,0.667779204,3,No,0.332220796,84.2,3849
06037650604,0.164692628,0.586136072,3,No,0.41386392800000005,82.8,5567
06037650605,0.419135475,0.740821566,3,No,0.25917843399999996,80.4,3064
06037650701,0.574025984,0.826829268,4,No,0.173170732,80.7,2529
06037650702,0.671855797,0.872400513,4,No,0.127599487,82.9,4731
06037650800,0.360629615,0.702567394,3,No,0.297432606,84.5,6423
06037650901,0.432791997,0.750064185,4,No,0.24993581499999995,79.7,5366
06037650902,0.362379601,0.70436457,3,No,0.29563543000000003,80.4,6769
06037651001,0.244289281,0.631707317,3,No,0.36829268299999995,81.3,5444
06037651002,0.394994359,0.726315789,3,No,0.27368421099999996,82.8,4702
06037651101,0.459303951,0.766752246,4,No,0.23324775399999997,83.9,5036
06037651102,0.512270267,0.793453145,4,No,0.20654685500000003,84.6,3534
06037651201,0.736533359,0.90012837,4,No,0.09987162999999999,83.5,5018
06037651221,0.389729836,0.722079589,3,No,0.277920411,86.2,3697
06037651222,0.419999087,0.740949936,3,No,0.25905006399999997,83.5,6459
06037651302,0.65165258,0.864826701,4,No,0.13517329899999997,86.1,6204
06037651304,0.579413465,0.829011553,4,No,0.17098844700000004,86.9,4852
06037651401,0.525011591,0.800770218,4,No,0.19922978199999997,82.4,2521
06037651402,0.468866668,0.771501926,4,No,0.228498074,85.3,6236
06037670001,0.25945465,0.640949936,3,No,0.35905006399999995,81.0,3406
06037670002,0.020482234,0.501925546,3,No,0.49807445400000006,77.4,3939
06037670003,0.353492358,0.697432606,3,No,0.302567394,78.9,5707
06037670100,0.226195322,0.620025674,3,No,0.37997432600000003,80.9,6642
06037670201,0.684922465,0.878562259,4,No,0.12143774100000004,82.4,3820
06037670202,0.802429401,0.922978177,4,No,0.07702182300000004,83.0,2637
06037670324,1.009531793,0.970860077,4,No,0.029139923000000012,85.3,5091
06037670326,0.832890166,0.931578947,4,No,0.06842105300000001,86.4,3613
06037670328,0.702068748,0.886136072,4,No,0.113863928,83.9,4730
06037670403,0.583160887,0.831322208,4,No,0.168677792,81.0,2733
06037670405,0.594298805,0.837098845,4,No,0.16290115500000002,81.0,2864
06037670406,0.841819786,0.933889602,4,No,0.06611039799999996,85.2,1759
06037670407,0.410193291,0.73478819,3,No,0.26521181000000005,86.4,6269
06037670411,0.848445287,0.935686778,4,No,0.064313222,88.1,4356
06037670413,0.673774256,0.873170732,4,No,0.12682926800000005,85.7,4433
06037670416,0.460952239,0.767522465,4,No,0.232477535,87.0,4513
06037670500,1.015698865,0.971630295,4,No,0.028369705000000023,82.175,1513
06037670602,0.759291656,0.910141207,4,No,0.08985879299999999,84.06,6862
06037670701,0.541842769,0.809370988,4,No,0.19062901200000004,81.3,7185
06037670702,0.964735075,0.962387677,4,No,0.03761232299999995,84.3,5649
06037700101,0.244913259,0.632092426,3,No,0.36790757399999996,81.5,5200
06037700102,0.028336224,0.507060334,3,No,0.49293966600000005,78.32,4506
06037700200,0.240680231,0.629653402,3,No,0.370346598,80.71428571,7446
06037700300,0.643824717,0.862901155,4,No,0.13709884500000002,82.0,6223
06037700400,0.674954082,0.874326059,4,No,0.12567394099999996,81.8,5162
06037700501,0.670876772,0.872015404,4,No,0.127984596,83.7,3526
06037700502,0.393027208,0.724518614,3,No,0.27548138600000005,79.7,4387
06037700600,0.626453423,0.854557125,4,No,0.14544287499999997,87.7,5021
06037700700,0.765642268,0.912580231,4,No,0.08741976900000004,86.0,3575
06037700801,0.265781009,0.645186136,3,No,0.35481386400000003,84.77777778,4610
06037700802,0.411660505,0.736071887,3,No,0.26392811299999996,85.2,4092
06037700901,0.718991089,0.893709884,4,No,0.10629011600000005,84.2,3600
06037700902,0.429811603,0.748780488,3,No,0.25121951200000003,84.2,7352
06037701000,0.678529226,0.875609756,4,No,0.12439024399999998,84.4,5936
06037701100,,,,,,,1101
06037701201,1.003119859,0.96957638,4,No,0.030423619999999985,84.2,4088
06037701202,0.773294238,0.913992298,4,No,0.08600770199999996,82.1,3381
06037701302,0.842064398,0.934146341,4,No,0.06585365899999995,82.3,4868
06037701304,0.749505659,0.906418485,4,No,0.093581515,85.1,6212
06037701402,0.602672834,0.841848524,4,No,0.158151476,82.8,5577
06037701501,0.61076245,0.846726573,4,No,0.15327342700000002,81.5,5267
06037701502,0.656117742,0.866623877,4,No,0.133376123,75.3,3530
06037701601,0.927402777,0.956225931,4,No,0.04377406900000003,85.3,4194
06037701602,0.782317167,0.916816431,4,No,0.08318356900000001,82.3,3987
06037701701,0.407041556,0.732605905,3,No,0.267394095,83.7,3305
06037701702,0.393258909,0.724903723,3,No,0.27509627699999994,78.4,3437
06037701801,-0.08295213,0.440051348,2,No,0.559948652,80.9,7001
06037701802,-0.042543427,0.46534018,2,No,0.53465982,83.7,4645
06037701902,0.124606851,0.564955071,3,No,0.435044929,81.3,4659
06037702002,0.667647307,0.870731707,4,No,0.12926829299999998,85.3,6443
06037702102,0.493847808,0.785365854,4,No,0.21463414599999997,81.8,6065
06037702201,0.610835156,0.846983312,4,No,0.153016688,85.1,4110
06037702202,0.783775375,0.91732991,4,No,0.08267009000000003,82.9,3969
06037702300,0.674519658,0.87394095,4,No,0.12605904999999995,81.5,6839
06037702400,0.487646099,0.783055199,4,No,0.21694480100000002,80.6,4367
06037702501,0.817100342,0.927984596,4,No,0.07201540399999995,81.9,4965
06037702502,0.916659405,0.953915276,4,No,0.046084723999999966,85.8,3757
06037702600,0.918322305,0.954557125,4,No,0.045442874999999994,83.18571429,6389
06037702700,0.864267796,0.941335045,4,No,0.05866495500000002,84.3,3435
06037702801,0.308653042,0.671245186,3,No,0.32875481399999995,81.3,4679
06037702802,-0.021782924,0.477021823,2,No,0.5229781769999999,82.5,2293
06037702803,-0.008975502,0.484852375,2,No,0.515147625,78.0,3063
06037702901,0.468355546,0.771116816,4,No,0.22888318399999996,81.9,9852
06037703001,0.605784853,0.844030809,4,No,0.15596919099999995,83.5,6503
06037703002,0.367982654,0.708087291,3,No,0.291912709,83.9,6721
06037703100,0.355406269,0.698587933,3,No,0.301412067,78.8,6068
06037703200,0.224686167,0.618998716,3,No,0.381001284,80.9,5688
06037800101,0.787060337,0.918485237,4,No,0.08151476300000005,81.3,5738
06037800102,0.569814996,0.824261874,4,No,0.17573812600000005,82.5,7213
06037800202,0.652933715,0.86521181,4,No,0.13478818999999997,84.1,6065
06037800203,0.788800957,0.919127086,4,No,0.08087291399999996,83.2,5533
06037800204,0.571102329,0.825160462,4,No,0.17483953799999996,82.48333333,4495
06037800324,0.718391687,0.893324775,4,No,0.10667522500000004,80.6,6966
06037800325,0.868171686,0.942490372,4,No,0.057509628000000035,83.0,3573
06037800326,0.656681815,0.867008986,4,No,0.13299101400000002,84.6,4741
06037800327,0.436609987,0.752503209,4,No,0.247496791,81.6,5827
06037800328,0.624753499,0.853658537,4,No,0.14634146299999995,81.4,2733
06037800329,0.42888383,0.748395379,3,No,0.25160462100000003,81.5,6953
06037800330,,,,,,,882
06037800331,,,,,,,732
06037800332,0.799315758,0.922721438,4,No,0.07727856200000005,83.1,6543
06037800406,0.322823555,0.679717587,3,No,0.32028241300000004,86.4,2529
06037800408,0.760114578,0.910526316,4,No,0.089473684,86.8,7274
06037800410,,,,,,,4031
06037800504,0.855862785,0.938639281,4,No,0.06136071899999995,81.5,2334
06037800506,0.383840082,0.719127086,3,No,0.28087291400000003,84.7,3270
06037900102,,,,,,,710
06037900103,-1.006384077,0.040051348,1,Yes,0.959948652,75.4,5939
06037900104,-0.918630141,0.06084724,1,Yes,0.93915276,75.5,5822
06037900201,,,,,,,1129
06037900300,-0.800930927,0.090115533,1,Yes,0.909884467,77.8,5613
06037900501,-0.738353485,0.110141207,1,Yes,0.889858793,74.4,7225
06037900504,-0.439851219,0.244030809,1,Yes,0.755969191,73.6,7261
06037900505,-0.885535528,0.068806162,1,Yes,0.931193838,77.4,3427
06037900506,-0.543042891,0.193324775,1,Yes,0.806675225,77.8,4188
06037900507,-0.592553536,0.170988447,1,Yes,0.829011553,74.1,7333
06037900508,-0.57813282,0.179717587,1,Yes,0.8202824129999999,80.9,4016
06037900602,-1.093725705,0.026315789,1,Yes,0.973684211,74.1,5542
06037900605,-0.908264184,0.063671374,1,Yes,0.936328626,74.8,7539
06037900606,-1.201998599,0.013735558,1,Yes,0.986264442,74.4,3532
06037900607,-0.976452334,0.048138639,1,Yes,0.951861361,72.8,3651
06037900608,-0.686639834,0.129268293,1,Yes,0.870731707,76.9,3445
06037900609,-0.845889959,0.07817715,1,Yes,0.92182285,76.1,4978
06037900701,-1.034335834,0.034146341,1,Yes,0.965853659,73.1,5012
06037900703,-0.809152413,0.087548139,1,Yes,0.912451861,72.7,4349
06037900704,-1.52934006,0.002310655,1,Yes,0.997689345,75.87142857,2910
06037900705,-0.268575529,0.336456996,2,No,0.663543004,76.1,3980
06037900803,-0.587867676,0.173427471,1,Yes,0.826572529,77.9,8751
06037900804,-0.966490112,0.050192555,1,Yes,0.949807445,72.6,3359
06037900805,-0.457473121,0.235301669,1,Yes,0.764698331,73.6,4916
06037900806,-1.281692594,0.00872914,1,Yes,0.99127086,74.9,4634
06037900900,-0.505760297,0.211424904,1,Yes,0.788575096,75.6,4018
06037901003,,,,,,,4895
06037901004,0.071520163,0.531835687,3,No,0.46816431300000005,80.1,12463
06037901007,-0.060203095,0.453786906,2,No,0.5462130940000001,75.9,2094
06037901008,-0.494888858,0.216559692,1,Yes,0.783440308,78.4,2744
06037901009,-0.124771056,0.416302953,2,No,0.583697047,78.0,5388
06037901010,-0.367180064,0.282156611,2,No,0.717843389,77.7,5723
06037901011,-0.01379318,0.481129653,2,No,0.518870347,79.9,5314
06037901101,-0.201489661,0.372528883,2,No,0.627471117,79.7,5519
06037901102,-0.237960618,0.351219512,2,No,0.648780488,82.6,5337
06037901205,-0.156384472,0.397432606,2,No,0.602567394,77.5,10783
06037901209,-0.306638633,0.313350449,2,No,0.686649551,75.3,1634
06037901210,-0.332705709,0.300898588,2,No,0.699101412,79.5,1631
06037901213,0.269161605,0.647111682,3,No,0.352888318,78.0,3853
06037910001,-0.872668594,0.070731707,1,Yes,0.929268293,75.1,6345
06037910002,-0.678002036,0.133119384,1,Yes,0.866880616,78.5,7723
06037910101,-0.915946901,0.061360719,1,Yes,0.938639281,76.97,1863
06037910201,-0.359204422,0.286007702,2,No,0.713992298,81.2,4063
06037910202,-0.091075908,0.435301669,2,No,0.564698331,80.0,5823
06037910205,,,,,,,1225
06037910206,0.065489548,0.527471117,3,No,0.47252888299999996,81.9,3776
06037910207,0.005939525,0.493581515,2,No,0.506418485,81.6,6033
06037910208,-0.297409611,0.320282413,2,No,0.6797175870000001,79.9,6210
06037910209,0.211755106,0.611168164,3,No,0.38883183600000004,81.14,5134
06037910210,0.331914398,0.684338896,3,No,0.315661104,83.6,7239
06037910301,0.24749912,0.633889602,3,No,0.366110398,77.5,3874
06037910302,0.353346317,0.697175866,3,No,0.30282413399999997,78.6,5517
06037910401,-0.303902742,0.314762516,2,No,0.685237484,84.0,6359
06037910402,-1.073203464,0.028112965,1,Yes,0.971887035,74.0,3583
06037910403,-1.200743892,0.013863928,1,Yes,0.986136072,74.6,2278
06037910404,-0.488218824,0.220154044,1,Yes,0.779845956,77.5,4284
06037910501,-1.301952004,0.007188703,1,Yes,0.992811297,75.4,5218
06037910502,-0.985720337,0.046469833,1,Yes,0.953530167,78.5,4537
06037910504,-0.869621538,0.071630295,1,Yes,0.928369705,80.2,4254
06037910505,-0.448931953,0.239666239,1,Yes,0.760333761,81.2,3217
06037910601,-0.863436195,0.07406932,1,Yes,0.92593068,79.6,6726
06037910602,-0.794735904,0.092041078,1,Yes,0.907958922,78.2,4433
06037910603,-0.589242119,0.172528883,1,Yes,0.827471117,80.6,6928
06037910605,-0.606818471,0.164313222,1,Yes,0.835686778,76.8,4715
06037910606,-0.679893263,0.132477535,1,Yes,0.867522465,79.6,3121
06037910705,-0.356398394,0.287933248,2,No,0.712066752,77.3,11613
06037910706,-0.60670444,0.164441592,1,Yes,0.835558408,76.7,6301
06037910707,-0.424807824,0.252631579,2,No,0.747368421,76.6,5420
06037910709,-0.252616079,0.344159178,2,No,0.655840822,78.2,2039
06037910711,-0.337702331,0.297432606,2,No,0.702567394,76.0,7655
06037910712,-0.473698893,0.227214377,1,Yes,0.772785623,78.7,2904
06037910713,-0.398509449,0.266752246,2,No,0.733247754,77.9,5787
06037910714,-0.527263754,0.199743261,1,Yes,0.8002567389999999,77.0,3870
06037910715,-0.588180079,0.173042362,1,Yes,0.826957638,79.5,6653
06037910716,-0.404140341,0.263543004,2,No,0.736456996,83.9,5770
06037910804,0.109903415,0.555455712,3,No,0.444544288,76.5,2964
06037910805,-0.171471684,0.390500642,2,No,0.609499358,76.3,4722
06037910807,0.120233137,0.561745828,3,No,0.43825417200000005,80.0,6424
06037910808,0.348262251,0.693838254,3,No,0.306161746,80.8,3445
06037910809,0.397172651,0.727727856,3,No,0.272272144,82.0,2070
06037910810,0.311540135,0.673427471,3,No,0.326572529,81.9,2599
06037910811,,,,,,,179
06037910812,,,,,,,363
06037910813,0.069921126,0.530937099,3,No,0.46906290100000003,76.7,4080
06037911001,-0.704300998,0.122849807,1,Yes,0.877150193,83.8,3926
06037920011,,,,,,,172
06037920012,,,,,,,1111
06037920013,0.39059069,0.723234917,3,No,0.276765083,83.2,7174
06037920015,0.677499471,0.875353017,4,No,0.12464698299999999,86.9,6578
06037920016,0.684633434,0.87830552,4,No,0.12169448000000005,82.6,3563
06037920017,0.192554495,0.598587933,3,No,0.401412067,83.0,4309
06037920018,0.3617567,0.703080873,3,No,0.296919127,80.2,2024
06037920020,0.397381722,0.727856226,3,No,0.272143774,80.9,6501
06037920023,0.093510224,0.546854942,3,No,0.45314505800000004,80.0,2615
06037920026,,,,,,,386
06037920028,0.384274543,0.719255456,3,No,0.28074454400000004,80.8,7091
06037920029,0.09787446,0.548523748,3,No,0.45147625199999997,80.3,5632
06037920030,0.117316852,0.560205392,3,No,0.43979460800000003,81.1,5088
06037920031,0.155648571,0.582284981,3,No,0.41771501899999997,82.2,4343
06037920032,0.359333306,0.701668806,3,No,0.29833119399999997,79.3,3558
06037920033,,,,,,,598
06037920034,0.133027768,0.568934531,3,No,0.431065469,78.9,3790
06037920035,-0.2249667,0.357381258,2,No,0.642618742,80.2,6895
06037920036,-0.002536811,0.488831836,2,No,0.511168164,78.0,3145
06037920037,-0.420788439,0.254172015,2,No,0.745827985,80.08333333,10318
06037920038,-0.410696819,0.260205392,2,No,0.739794608,74.9,1710
06037920039,0.205186455,0.606546855,3,No,0.39345314499999995,81.1,2191
06037920040,0.164256844,0.585750963,3,No,0.41424903700000004,77.7,3979
06037920041,-0.136934054,0.409114249,2,No,0.5908857510000001,80.48333333,1668
06037920042,0.177001176,0.59114249,3,No,0.40885751000000004,79.9,6990
06037920043,0.541133434,0.808985879,4,No,0.19101412100000004,82.2,7130
06037920044,0.464222603,0.769319641,4,No,0.23068035899999995,83.6,2399
06037920045,0.538671951,0.807958922,4,No,0.19204107800000003,82.4,4282
06037920102,-0.042749077,0.464955071,2,No,0.535044929,81.6,5466
06037920104,0.377288397,0.714377407,3,No,0.28562259300000004,81.3,2933
06037920106,-0.062121545,0.45237484,2,No,0.5476251599999999,79.8,3381
06037920107,0.691101063,0.881001284,4,No,0.118998716,81.68,6295
06037920108,0.486670814,0.78267009,4,No,0.21732991000000002,82.8,5386
06037920109,0.424000165,0.744287548,3,No,0.25571245200000003,84.3,5696
06037920110,0.645768449,0.863928113,4,No,0.13607188699999995,81.8,3088
06037920111,0.358612054,0.700513479,3,No,0.29948652099999995,79.6,2738
06037920112,0.406333698,0.732092426,3,No,0.267907574,81.2,4211
06037920114,0.510183432,0.792041078,4,No,0.207958922,81.3,6518
06037920115,0.665125111,0.869833119,4,No,0.13016688099999996,82.6,3957
06037920116,0.38188322,0.71758665,3,No,0.28241335,84.9,5481
06037920118,0.47164409,0.773427471,4,No,0.22657252900000002,81.0,6035
06037920119,0.304588867,0.668292683,3,No,0.331707317,82.2,1974
06037920200,,,,,,,5393
06037920303,0.368134784,0.708344031,3,No,0.291655969,82.71,1608
06037920312,0.251944021,0.636071887,3,No,0.36392811300000005,81.2,5826
06037920313,0.182481082,0.593709884,3,No,0.406290116,81.2,4821
06037920314,0.436438809,0.75224647,4,No,0.24775353,83.3,2920
06037920322,0.346050833,0.692426187,3,No,0.307573813,86.6,2854
06037920326,0.287505702,0.657637997,3,No,0.34236200299999997,83.3,6324
06037920328,0.498216954,0.78716303,4,No,0.21283697000000001,81.2,2036
06037920329,0.396073981,0.727086008,3,No,0.272913992,79.4,7152
06037920330,0.110119071,0.555584082,3,No,0.444415918,89.1,3225
06037920331,0.351811942,0.696148909,3,No,0.30385109099999996,83.95,3482
06037920332,0.191428435,0.597946085,3,No,0.402053915,82.4,2438
06037920334,-0.006676917,0.486007702,2,No,0.513992298,82.9,6217
06037920336,-0.549522331,0.19114249,1,Yes,0.80885751,82.4,6881
06037920337,-0.460893886,0.233119384,1,Yes,0.766880616,77.7,6943
06037920338,0.519514394,0.797047497,4,No,0.202952503,81.3,5711
06037920339,0.550317337,0.814634146,4,No,0.18536585400000005,81.4,7420
06037930101,,,,,,,90
06037930200,,,,,,,461
06037930301,,,,,,,796
06037980001,,,,,,,0
06037980002,,,,,,,0
06037980003,,,,,,,0
06037980004,,,,,,,0
06037980005,,,,,,,0
06037980006,,,,,,,0
06037980007,,,,,,,0
06037980008,,,,,,,68
06037980009,,,,,,,5
06037980010,,,,,,,95
06037980013,,,,,,,0
06037980014,,,,,,,9
06037980015,,,,,,,671
06037980018,,,,,,,0
06037980019,,,,,,,138
06037980020,,,,,,,0
06037980021,,,,,,,33
06037980022,,,,,,,0
06037980023,,,,,,,0
06037980024,,,,,,,223
06037980025,,,,,,,0
06037980026,,,,,,,26
06037980028,,,,,,,0
06037980030,,,,,,,0
06037980031,,,,,,,1175
06037980033,,,,,,,16
06037990300,,,,,,,0
