geoid10,z_poverty,z_income_inv,z_no_vehicle,z_rent_burden,z_overcrowd,z_ces,n_components,disadvantage_index,disadvantage_decile,disadvantage_quartile,poverty_rate,median_hh_income,pct_no_vehicle,pct_rent_burden_30plus,pct_overcrowded,ces_percentile,pct_hispanic,pct_nh_black,pct_nh_asian,pct_nh_white,population
06037103101,-0.9874459212385156,-0.7715885798082938,-0.9002263114105797,1.8026193448160654,-1.086851470063172,-1.1312489997690187,6,-0.512456989578919,3,2,0.0473640856672158,99875.0,0.0111482720178372,0.7734375,0.0089186176142697,36.5607665153807,0.1630971993410214,0.0074135090609555,0.0675453047775947,0.7384678747940692,2428
06037103102,-0.8923277404266863,-0.058904725531838203,-0.45925426140006465,0.4789611571645555,-0.6465785358286563,-0.5971090557345067,6,-0.36253552695953273,4,2,0.0574566962399662,75276.0,0.0492914356130622,0.6004672897196262,0.0566851509550215,50.5799293998991,0.2792564427545416,0.0,0.1223067173637515,0.559991550485847,4734
06037103200,-0.015685146891973287,-0.31994304119633127,-0.07868085250536935,-0.13360188240989315,-0.7177203987710357,-0.23925450689843283,6,-0.25081430477883926,4,2,0.1504737433756222,84286.0,0.082210242587601,0.5204200700116686,0.0489667565139263,59.9722642460918,0.2757914632225547,0.0165380374862183,0.0688297369664514,0.6087572846117498,6349
06037103300,-0.9203540062356084,-0.9464060267250031,-0.5085083923776417,0.36815243266117076,-0.8398708626364372,-1.1427771999999776,6,-0.6649606758855828,3,1,0.0544829410208939,105909.0,0.0450310559006211,0.5859872611464968,0.0357142857142857,36.2581946545638,0.1065855593758265,0.0002644802962179,0.0716741602750595,0.7661994181433484,3781
06037103400,-0.6437672752249698,-0.48334549406511496,-0.6063206454175173,-0.8048585878994756,-0.3488352349590265,-0.9794610300613682,6,-0.6444313779379122,3,1,0.0838304552590266,89926.0,0.0365704997968305,0.4327030033370411,0.0889882161722876,40.5446293494705,0.2451683291770573,0.024002493765586,0.1616271820448877,0.5411471321695761,6416
06037104103,-0.9296487533980662,-0.7040257216363074,-0.6614477495618657,2.294101271585673,-0.6262300890686514,0.07296758269008465,6,-0.09238057656485554,5,2,0.0534967124925283,97543.0,0.0318021201413427,0.8376623376623377,0.0588928150765606,68.166918809884,0.6997959778490236,0.1256193529583212,0.0580005829204313,0.110463421742932,3431
06037104105,0.6677758519456802,0.5296917695891209,0.12277183043871172,0.2665905566186014,-0.6426797591700526,0.33907687135476267,6,0.21387118679613737,6,3,0.2229930624380574,54960.0,0.0996354799513973,0.5727155727155727,0.0571081409477521,75.1512859304085,0.7403369672943508,0.0459200528576148,0.1131483316815328,0.0569871159563924,6054
06037104108,0.04714572629742418,0.6190705935430566,0.7696144375470726,0.8273839294890626,0.6124696446573084,0.26366322817722826,6,0.5232245932851921,8,3,0.1571404765872354,51875.0,0.1555860178204249,0.6459977452085682,0.1932830705962988,73.171961674231,0.8301949675054158,0.0716547242126312,0.0338276953841026,0.0544909181803032,6001
06037104124,-0.6008080176587228,-0.13449284601670639,-0.8132813369131241,1.1112989397564503,-0.9670560336026085,-0.30362029152129905,6,-0.28465993099266845,4,2,0.0883886906395827,77885.0,0.0186688311688311,0.6830985915492958,0.0219155844155844,58.2829046898638,0.4459354838709677,0.1267096774193548,0.0833548387096774,0.3158709677419354,3875
06037104201,0.6021031086434029,0.3799351598588473,-0.5745352245887272,0.09551186205338419,0.8683236958697731,0.7041365453351837,6,0.345912524528644,7,3,0.216024789729969,60129.0,0.0393198724760892,0.5503597122302158,0.2210414452709883,84.7327281896117,0.8931932589188006,0.0877653753556576,0.0,0.012256511271613,4569
06037104203,0.9838364092076457,0.6847212953516849,-0.21816189003794506,1.9178401247175225,0.7626891711085009,0.4884631326809617,6,0.7698980405047284,9,4,0.2565289868494165,49609.0,0.0701454234388366,0.7884940778341794,0.2095808383233532,79.0721129601614,0.8853151994118729,0.0819702260613857,0.0124977026281933,0.0150707590516449,5441
06037104204,-0.04710603714970388,0.41264462249871553,-0.6508071123757891,1.451938281271818,0.7129868268562931,0.49855030788305127,6,0.3963678148307308,7,3,0.1471397981033955,59000.0,0.0327225130890052,0.7276119402985075,0.2041884816753926,79.3368633383762,0.7801032889372111,0.0377820059798858,0.0668659961946181,0.0975808643653166,3679
06037104310,-0.17786086456188452,-0.04917011131837875,-0.5661276027090411,1.4981053252845868,1.5667866356126534,1.0509432356165855,6,0.5537794363207535,8,3,0.1332659251769464,74940.0,0.0400471142520612,0.7336448598130841,0.2968197879858657,93.8350983358548,0.9560661023780732,0.0193470374848851,0.0036275695284159,0.0137041515517936,4962
06037104320,-0.01445107028990876,0.4989524074448337,0.43012497432587854,0.8979707854047541,0.949996093673105,1.0658338275815749,6,0.6380711696900395,8,4,0.150604686318972,56021.0,0.126220886551465,0.6552217453505007,0.2299023290758828,94.2259203227433,0.8915343915343915,0.0461073318216175,0.0109599395313681,0.0262660619803476,5292
06037104401,0.8311825185213243,0.12292396138385085,-0.12373384025010523,1.0056386447922718,1.968118113932074,1.1791944631860234,6,0.8305539769275732,9,4,0.2403314917127071,69000.0,0.0783132530120482,0.6692913385826772,0.3403614457831325,97.2012102874433,0.9648318042813456,0.0042813455657492,0.0110091743119266,0.0198776758409785,3270
06037104403,-0.14672913250699673,0.36037901523359395,-0.020785787245147815,-0.10620639255881922,1.5475877398468132,1.0975363782167167,6,0.45529697016435994,8,3,0.1365691890262285,60804.0,0.0872180451127819,0.524,0.2947368421052631,95.0579929399899,0.9551032624962588,0.0,0.0404070637533672,0.0044896737503741,3341
06037104404,0.9323298347828628,0.4713420284405871,-0.31294476005697497,0.30118147985592686,1.6450400362195454,1.0845671529568846,6,0.6869192953664719,9,4,0.251063829787234,56974.0,0.0619469026548672,0.5772357723577236,0.3053097345132743,94.7175995965708,0.9296368352788588,0.0201037613488975,0.0217250324254215,0.0259403372243839,3084
06037104500,0.8723724103407183,0.26114968880175277,-0.5851698446174677,1.1928090679047703,0.8660982503437865,0.9990663345772606,6,0.6010543178918034,8,4,0.2447019867549668,64229.0,0.0384,0.69375,0.2208,92.4735249621785,0.9887603305785124,0.0003305785123966,0.0,0.0082644628099173,3025
06037104610,-0.17307960685946927,0.3442995185417189,-0.8153236379176546,1.524176952147796,1.7809673670930488,0.8357501646386509,6,0.5827984596073484,8,4,0.1337732453509298,61359.0,0.0184921763869132,0.7370517928286853,0.3200568990042674,88.1870902672718,0.9719432959243944,0.0,0.0,0.0194920259893679,3386
06037104620,-0.4117942483693596,0.24901039310103995,-0.6443284407149459,0.17528634518465513,1.8708020006749724,0.7905980470673896,6,0.3382623494906252,7,3,0.1084441873915558,64648.0,0.0332829046898638,0.5607843137254902,0.329803328290469,87.0020171457388,0.9824263038548752,0.0,0.0,0.0175736961451247,3528
06037104701,1.638967935857679,1.09763118157259,0.19440423236260077,0.6020476312864449,1.637905038259601,1.0936936448063956,6,1.0441082773575519,10,4,0.3260423786739576,35357.0,0.1058315334773218,0.616551724137931,0.3045356371490281,94.9571356530509,0.9445706497046796,0.0329395729213993,0.0034075420263516,0.0131758291685597,4402
06037104703,1.605084119252319,0.9087912546579212,-0.5844584001807382,0.5947560157326579,1.7959123184724526,1.2728610900625765,6,0.9321577329995315,9,4,0.3224471021159154,41875.0,0.0384615384615384,0.6155988857938719,0.3216783216783216,99.6596066565809,0.8537258509659613,0.0795768169273229,0.0,0.0597976080956761,2174
06037104704,1.2639905735917036,0.8664051219368165,-0.710919280562807,0.8345166864240368,0.19161254226352123,0.8448766564881625,6,0.5484137166902391,8,3,0.2862550272060563,43338.0,0.0275229357798165,0.6469298245614035,0.1476230191826522,88.4266263237519,0.7815320527655635,0.1284424901643138,0.0205970840083314,0.0636426753066419,4321
06037104810,-0.27277593915138026,-0.026253207024192954,-0.6384664538822805,1.1481907610271966,1.061586729621714,1.091291936424948,6,0.3939289711693341,7,3,0.123194865394901,74149.0,0.0337899543378995,0.6879194630872483,0.2420091324200913,94.8940998487141,0.9520511454448588,0.0021310602024507,0.0083466524595986,0.0333866098383946,5631
06037104821,0.21512830958028106,0.08725934800061103,-0.8546059339390984,-0.21806040102336452,0.697568704591483,0.8424749481067106,6,0.12829416255277046,6,3,0.1749644381223328,70231.0,0.0150943396226415,0.5093833780160858,0.2025157232704402,88.363590519415,0.8927062799211489,0.0242185299915516,0.0335116868487749,0.0464657842861165,3551
06037104822,0.44174896019613835,0.3687519423398135,0.3582054784866352,0.666698240765614,1.9869078435583327,1.0984970615692986,6,0.8201349211526386,9,4,0.1990102509720749,60515.0,0.12,0.625,0.3424,95.0832072617247,0.906305036984854,0.012328284607256,0.0500176118351532,0.0239520958083832,2839
06037106010,-0.48130198328213625,-0.48392493538734466,-0.643343595348049,0.5086570436803335,-0.47704635602448314,-0.7445739503555452,6,-0.3869222961195374,4,2,0.1010689990281827,89946.0,0.0333680917622523,0.6043478260869565,0.0750782064650677,46.7095310136157,0.7200129324280634,0.0400905269964435,0.0381506627869382,0.1778208858713223,3093
06037106020,-0.544723239386741,-0.1871640622073888,-0.9414676906659888,1.9192571225308788,-0.2797343144919126,-0.4674168031361959,6,-0.0835414978928914,5,2,0.0943396226415094,79703.0,0.0075809786354238,0.7886792452830189,0.0964851826326671,53.9838628340898,0.772509225092251,0.0099630996309963,0.0130996309963099,0.1948339483394834,5420
06037106111,-0.9728354896831969,-0.6386937125549054,-0.6194002975933298,-0.5761857169780953,-0.8211037586454171,-1.2686267191879639,6,-0.8161409491071514,2,1,0.0489143402529229,95288.0,0.0354391371340523,0.4625850340136054,0.0377503852080123,32.9551185073122,0.567406346933906,0.0441422094965402,0.1006919589596754,0.2710570269625387,4191
06037106112,-0.28648051880751657,-0.6484572988344763,-0.781433125450257,-0.1298331878100876,-0.6339879605724124,-0.022620410891632227,6,-0.4171354170610637,4,2,0.1217407271391847,95625.0,0.0214236351071181,0.5209125475285171,0.0580511402902557,65.6580937972768,0.6941721618249866,0.0281589734450187,0.0769916235965068,0.1835679914453751,5611
06037106113,-0.6824854690951413,-0.6786461917226452,-0.911382333046781,0.7923078046372217,-0.7185215513180494,0.11619833355618976,6,-0.3470882344982009,4,2,0.0797222222222222,96667.0,0.010183299389002,0.6414141414141414,0.0488798370672097,69.3015632879476,0.716797403299973,0.0378685420611306,0.0835812821206383,0.1544495536921828,3697
06037106114,0.2550465188102492,0.4359961077845736,-0.5069091712711681,0.3328129897906572,0.5830185177644961,0.29488543713607945,6,0.23247506666914794,7,3,0.1792,58194.0,0.0451693851944793,0.5813692480359147,0.1900878293601003,73.9914271306102,0.8828273244781784,0.0328905755850727,0.045066413662239,0.0358950031625553,6324
06037106403,-0.9943308431059662,0.018508635118053635,-0.7079730593352684,1.6232633810186257,0.6009105114458171,-0.5673278718045213,6,-0.004491541110543229,6,3,0.0466335540838852,72604.0,0.0277777777777777,0.75,0.1920289855072463,51.3615733736763,0.9048268339241888,0.0169075538587401,0.001908917371148,0.0763566948459231,3667
06037106405,1.2495030947582566,0.4024464552274723,-0.8435888168529113,0.14833612565643975,-0.4061471874020378,0.07392826604266707,6,0.10407965623831443,6,3,0.284717818642993,59352.0,0.0160472972972972,0.5572625698324022,0.0827702702702702,68.1921331316188,0.7440100882723834,0.0647330811265237,0.0136612021857923,0.1698192517864649,4758
06037106406,-0.9194118993533803,-0.34396088400275354,-0.6669602399822703,-1.441649415302248,-0.5083060625783473,-0.006769135574057767,6,-0.6478429394655095,3,1,0.054582904222451,85115.0,0.0313253012048192,0.3494897959183674,0.0716867469879518,66.0741301059002,0.6874464805617401,0.0102757321459153,0.0715876006165439,0.212022606610721,5839
06037106407,1.605923655374771,1.1274724096674211,1.794653095866978,1.8310363451920584,0.6582280327978421,0.4260187147632555,6,1.2405553756103875,10,4,0.3225361819434872,34327.0,0.244249726177437,0.7771509167842031,0.1982475355969332,77.4331820474029,0.6646361013145239,0.1577428663033023,0.0426418723949984,0.1243988457839051,3119
06037106408,0.39350676735438467,0.37790711523104326,-0.3035271503213132,0.3946250155456455,0.711018162799938,-0.25750749059745526,6,0.2193370700020405,6,3,0.1938914644123261,60199.0,0.0627615062761506,0.5894465894465895,0.2039748953974895,59.4931921331316,0.8985546768475593,0.0250886283065175,0.0324515953095173,0.0406326697572947,3667
06037106510,-0.6535935155336102,-0.355723542844017,-0.9725437255682926,0.1789634459330506,-0.7406119769160494,0.2679863032638362,6,-0.3792538352775137,4,2,0.0827878321139776,85521.0,0.0048929663608562,0.5612648221343873,0.0464831804281345,73.2854261220373,0.7257030971876113,0.0478818084727661,0.0779636881452474,0.1384834460662157,5618
06037106520,0.014256066982244204,0.26998616896575617,-0.44017121286414085,1.1726149149438736,-0.017712002857742125,0.8198988893210797,6,0.3031454707485118,7,3,0.1536506860918177,63924.0,0.0509420795533845,0.6911111111111111,0.1249127704117236,87.7710539586485,0.8891891891891892,0.0027027027027027,0.0212837837837837,0.0847972972972972,5920
06037106603,-1.0885543735004408,-1.1345795961191076,-0.9240114268019192,0.9855532875166176,-1.0759531407697225,-1.3622933460645203,6,-0.7666397659565155,2,1,0.0366358712965912,112404.0,0.009090909090909,0.6666666666666666,0.0101010101010101,30.4967221381745,0.173637515842839,0.0221799746514575,0.2316223067173637,0.5269328263624842,3156
06037106604,-0.1261107062875006,0.3735323332482088,-0.23958137139999214,0.08502332655266331,0.18729385239939636,1.0451791355011044,6,0.2208894283356467,6,3,0.138756927949327,60350.0,0.0682926829268292,0.5489891135303266,0.1471544715447154,93.6838124054463,0.9121941594317284,0.010852407261247,0.021310181531176,0.0493291239147592,5068
